"session","id","id_case","stage","role","age","ses","sex_female","faculty_player","iri_fs","iri_ec","iri_pt","iri_pd","target","judgement","decision_target","decision_other","faculty_target","faculty_other","faculty_victim","group_target","group_other","n_match","obs_group","source_row_number","role_label","target_label","N1_faculty","N2_faculty","N1_decision","N2_decision","N1_faculty_label","N2_faculty_label","faculty_player_label","decision_target_label","decision_other_label","decision_pattern","victim_N1_group","victim_N2_group","bystander_victim_group","bystander_N1_group","bystander_N2_group","N1_N2_same_faculty","N1_N2_same_faculty_binary","faculty_player_factor"
"1","1","1s6",6,1,22,4,0,1,1.42857142857143,0.857142857142857,1.28571428571429,1.42857142857143,1,9,0,1,2,0,1,2,0,0,,11,"victim","N1",2,0,0,1,"Engineering","Control","Humanities","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"different",0,"Humanities"
"1","1","1s6",6,1,22,4,0,1,1.42857142857143,0.857142857142857,1.28571428571429,1.42857142857143,2,-9,1,0,0,2,1,0,2,0,,12,"victim","N2",2,0,0,1,"Engineering","Control","Humanities","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"different",0,"Humanities"
"1","1","1s7",7,1,22,4,0,1,1.42857142857143,0.857142857142857,1.28571428571429,1.42857142857143,1,-9,1,0,2,1,1,2,1,0,,13,"victim","N1",2,1,1,0,"Engineering","Humanities","Humanities","accept","reject","target_accept_other_reject","outgroup","ingroup",,,,"different",0,"Humanities"
"1","1","1s7",7,1,22,4,0,1,1.42857142857143,0.857142857142857,1.28571428571429,1.42857142857143,2,9,0,1,1,2,1,1,2,0,,14,"victim","N2",2,1,1,0,"Engineering","Humanities","Humanities","reject","accept","target_reject_other_accept","outgroup","ingroup",,,,"different",0,"Humanities"
"1","1","1s8",8,1,22,4,0,1,1.42857142857143,0.857142857142857,1.28571428571429,1.42857142857143,1,0,1,0,2,0,1,2,0,0,,15,"victim","N1",2,0,1,0,"Engineering","Control","Humanities","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"different",0,"Humanities"
"1","1","1s8",8,1,22,4,0,1,1.42857142857143,0.857142857142857,1.28571428571429,1.42857142857143,2,0,0,1,0,2,1,0,2,0,,16,"victim","N2",2,0,1,0,"Engineering","Control","Humanities","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"different",0,"Humanities"
"1","1","1s9",9,1,22,4,0,1,1.42857142857143,0.857142857142857,1.28571428571429,1.42857142857143,1,1,0,1,0,2,1,0,2,0,,17,"victim","N1",0,2,0,1,"Control","Engineering","Humanities","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"different",0,"Humanities"
"1","1","1s9",9,1,22,4,0,1,1.42857142857143,0.857142857142857,1.28571428571429,1.42857142857143,2,-9,1,0,2,0,1,2,0,0,,18,"victim","N2",0,2,0,1,"Control","Engineering","Humanities","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"different",0,"Humanities"
"1","1","1s10",10,1,22,4,0,1,1.42857142857143,0.857142857142857,1.28571428571429,1.42857142857143,1,9,0,0,2,2,1,2,2,1,,19,"victim","N1",2,2,0,0,"Engineering","Engineering","Humanities","reject","reject","both_reject","outgroup","outgroup",,,,"same",1,"Humanities"
"1","1","1s10",10,1,22,4,0,1,1.42857142857143,0.857142857142857,1.28571428571429,1.42857142857143,2,9,0,0,2,2,1,2,2,1,,20,"victim","N2",2,2,0,0,"Engineering","Engineering","Humanities","reject","reject","both_reject","outgroup","outgroup",,,,"same",1,"Humanities"
"1","2","2s6",6,1,18,2,1,1,2.57142857142857,2.71428571428571,2.71428571428571,1.71428571428571,1,-5,0,1,0,0,1,0,0,1,,31,"victim","N1",0,0,0,1,"Control","Control","Humanities","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"same",1,"Humanities"
"1","2","2s6",6,1,18,2,1,1,2.57142857142857,2.71428571428571,2.71428571428571,1.71428571428571,2,-5,1,0,0,0,1,0,0,1,,32,"victim","N2",0,0,0,1,"Control","Control","Humanities","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"same",1,"Humanities"
"1","2","2s7",7,1,18,2,1,1,2.57142857142857,2.71428571428571,2.71428571428571,1.71428571428571,1,-9,0,0,0,2,1,0,2,0,,33,"victim","N1",0,2,0,0,"Control","Engineering","Humanities","reject","reject","both_reject","outgroup","outgroup",,,,"different",0,"Humanities"
"1","2","2s7",7,1,18,2,1,1,2.57142857142857,2.71428571428571,2.71428571428571,1.71428571428571,2,-9,0,0,2,0,1,2,0,0,,34,"victim","N2",0,2,0,0,"Control","Engineering","Humanities","reject","reject","both_reject","outgroup","outgroup",,,,"different",0,"Humanities"
"1","2","2s8",8,1,18,2,1,1,2.57142857142857,2.71428571428571,2.71428571428571,1.71428571428571,1,9,1,0,1,1,1,1,1,1,,35,"victim","N1",1,1,1,0,"Humanities","Humanities","Humanities","accept","reject","target_accept_other_reject","ingroup","ingroup",,,,"same",1,"Humanities"
"1","2","2s8",8,1,18,2,1,1,2.57142857142857,2.71428571428571,2.71428571428571,1.71428571428571,2,9,0,1,1,1,1,1,1,1,,36,"victim","N2",1,1,1,0,"Humanities","Humanities","Humanities","reject","accept","target_reject_other_accept","ingroup","ingroup",,,,"same",1,"Humanities"
"1","2","2s9",9,1,18,2,1,1,2.57142857142857,2.71428571428571,2.71428571428571,1.71428571428571,1,1,0,1,0,1,1,0,1,0,,37,"victim","N1",0,1,0,1,"Control","Humanities","Humanities","reject","accept","target_reject_other_accept","outgroup","ingroup",,,,"different",0,"Humanities"
"1","2","2s9",9,1,18,2,1,1,2.57142857142857,2.71428571428571,2.71428571428571,1.71428571428571,2,-4,1,0,1,0,1,1,0,0,,38,"victim","N2",0,1,0,1,"Control","Humanities","Humanities","accept","reject","target_accept_other_reject","outgroup","ingroup",,,,"different",0,"Humanities"
"1","2","2s10",10,1,18,2,1,1,2.57142857142857,2.71428571428571,2.71428571428571,1.71428571428571,1,5,0,0,2,1,1,2,1,0,,39,"victim","N1",2,1,0,0,"Engineering","Humanities","Humanities","reject","reject","both_reject","outgroup","ingroup",,,,"different",0,"Humanities"
"1","2","2s10",10,1,18,2,1,1,2.57142857142857,2.71428571428571,2.71428571428571,1.71428571428571,2,5,0,0,1,2,1,1,2,0,,40,"victim","N2",2,1,0,0,"Engineering","Humanities","Humanities","reject","reject","both_reject","outgroup","ingroup",,,,"different",0,"Humanities"
"1","3","3s1",1,1,18,3,1,1,3.71428571428571,2,0.857142857142857,2.28571428571429,1,5,0,1,1,1,1,1,1,1,,41,"victim","N1",1,1,0,1,"Humanities","Humanities","Humanities","reject","accept","target_reject_other_accept","ingroup","ingroup",,,,"same",1,"Humanities"
"1","3","3s1",1,1,18,3,1,1,3.71428571428571,2,0.857142857142857,2.28571428571429,2,-5,1,0,1,1,1,1,1,1,,42,"victim","N2",1,1,0,1,"Humanities","Humanities","Humanities","accept","reject","target_accept_other_reject","ingroup","ingroup",,,,"same",1,"Humanities"
"1","3","3s2",2,1,18,3,1,1,3.71428571428571,2,0.857142857142857,2.28571428571429,1,0,1,1,2,2,1,2,2,1,,43,"victim","N1",2,2,1,1,"Engineering","Engineering","Humanities","accept","accept","both_accept","outgroup","outgroup",,,,"same",1,"Humanities"
"1","3","3s2",2,1,18,3,1,1,3.71428571428571,2,0.857142857142857,2.28571428571429,2,0,1,1,2,2,1,2,2,1,,44,"victim","N2",2,2,1,1,"Engineering","Engineering","Humanities","accept","accept","both_accept","outgroup","outgroup",,,,"same",1,"Humanities"
"1","3","3s3",3,1,18,3,1,1,3.71428571428571,2,0.857142857142857,2.28571428571429,1,9,0,1,2,0,1,2,0,0,,45,"victim","N1",2,0,0,1,"Engineering","Control","Humanities","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"different",0,"Humanities"
"1","3","3s3",3,1,18,3,1,1,3.71428571428571,2,0.857142857142857,2.28571428571429,2,-9,1,0,0,2,1,0,2,0,,46,"victim","N2",2,0,0,1,"Engineering","Control","Humanities","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"different",0,"Humanities"
"1","3","3s4",4,1,18,3,1,1,3.71428571428571,2,0.857142857142857,2.28571428571429,1,-9,1,0,2,0,1,2,0,0,,47,"victim","N1",2,0,1,0,"Engineering","Control","Humanities","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"different",0,"Humanities"
"1","3","3s4",4,1,18,3,1,1,3.71428571428571,2,0.857142857142857,2.28571428571429,2,9,0,1,0,2,1,0,2,0,,48,"victim","N2",2,0,1,0,"Engineering","Control","Humanities","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"different",0,"Humanities"
"1","3","3s5",5,1,18,3,1,1,3.71428571428571,2,0.857142857142857,2.28571428571429,1,9,0,0,1,2,1,1,2,0,,49,"victim","N1",1,2,0,0,"Humanities","Engineering","Humanities","reject","reject","both_reject","ingroup","outgroup",,,,"different",0,"Humanities"
"1","3","3s5",5,1,18,3,1,1,3.71428571428571,2,0.857142857142857,2.28571428571429,2,9,0,0,2,1,1,2,1,0,,50,"victim","N2",1,2,0,0,"Humanities","Engineering","Humanities","reject","reject","both_reject","ingroup","outgroup",,,,"different",0,"Humanities"
"1","4","4s1",1,1,45,2,1,1,2.28571428571429,3.71428571428571,2.85714285714286,2.28571428571429,1,-9,1,1,2,0,1,2,0,0,,61,"victim","N1",2,0,1,1,"Engineering","Control","Humanities","accept","accept","both_accept","outgroup","outgroup",,,,"different",0,"Humanities"
"1","4","4s1",1,1,45,2,1,1,2.28571428571429,3.71428571428571,2.85714285714286,2.28571428571429,2,-9,1,1,0,2,1,0,2,0,,62,"victim","N2",2,0,1,1,"Engineering","Control","Humanities","accept","accept","both_accept","outgroup","outgroup",,,,"different",0,"Humanities"
"1","4","4s2",2,1,45,2,1,1,2.28571428571429,3.71428571428571,2.85714285714286,2.28571428571429,1,9,0,0,0,0,1,0,0,1,,63,"victim","N1",0,0,0,0,"Control","Control","Humanities","reject","reject","both_reject","outgroup","outgroup",,,,"same",1,"Humanities"
"1","4","4s2",2,1,45,2,1,1,2.28571428571429,3.71428571428571,2.85714285714286,2.28571428571429,2,9,0,0,0,0,1,0,0,1,,64,"victim","N2",0,0,0,0,"Control","Control","Humanities","reject","reject","both_reject","outgroup","outgroup",,,,"same",1,"Humanities"
"1","4","4s3",3,1,45,2,1,1,2.28571428571429,3.71428571428571,2.85714285714286,2.28571428571429,1,9,0,0,2,1,1,2,1,0,,65,"victim","N1",2,1,0,0,"Engineering","Humanities","Humanities","reject","reject","both_reject","outgroup","ingroup",,,,"different",0,"Humanities"
"1","4","4s3",3,1,45,2,1,1,2.28571428571429,3.71428571428571,2.85714285714286,2.28571428571429,2,9,0,0,1,2,1,1,2,0,,66,"victim","N2",2,1,0,0,"Engineering","Humanities","Humanities","reject","reject","both_reject","outgroup","ingroup",,,,"different",0,"Humanities"
"1","4","4s4",4,1,45,2,1,1,2.28571428571429,3.71428571428571,2.85714285714286,2.28571428571429,1,9,0,0,0,1,1,0,1,0,,67,"victim","N1",0,1,0,0,"Control","Humanities","Humanities","reject","reject","both_reject","outgroup","ingroup",,,,"different",0,"Humanities"
"1","4","4s4",4,1,45,2,1,1,2.28571428571429,3.71428571428571,2.85714285714286,2.28571428571429,2,9,0,0,1,0,1,1,0,0,,68,"victim","N2",0,1,0,0,"Control","Humanities","Humanities","reject","reject","both_reject","outgroup","ingroup",,,,"different",0,"Humanities"
"1","4","4s5",5,1,45,2,1,1,2.28571428571429,3.71428571428571,2.85714285714286,2.28571428571429,1,9,0,1,1,2,1,1,2,0,,69,"victim","N1",1,2,0,1,"Humanities","Engineering","Humanities","reject","accept","target_reject_other_accept","ingroup","outgroup",,,,"different",0,"Humanities"
"1","4","4s5",5,1,45,2,1,1,2.28571428571429,3.71428571428571,2.85714285714286,2.28571428571429,2,-9,1,0,2,1,1,2,1,0,,70,"victim","N2",1,2,0,1,"Humanities","Engineering","Humanities","accept","reject","target_accept_other_reject","ingroup","outgroup",,,,"different",0,"Humanities"
"1","5","5s6",6,1,28,3,0,1,2,3.28571428571429,2.71428571428571,1.85714285714286,1,-3,1,0,0,0,1,0,0,1,,91,"victim","N1",0,0,1,0,"Control","Control","Humanities","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"same",1,"Humanities"
"1","5","5s6",6,1,28,3,0,1,2,3.28571428571429,2.71428571428571,1.85714285714286,2,3,0,1,0,0,1,0,0,1,,92,"victim","N2",0,0,1,0,"Control","Control","Humanities","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"same",1,"Humanities"
"1","5","5s7",7,1,28,3,0,1,2,3.28571428571429,2.71428571428571,1.85714285714286,1,5,0,0,2,1,1,2,1,0,,93,"victim","N1",2,1,0,0,"Engineering","Humanities","Humanities","reject","reject","both_reject","outgroup","ingroup",,,,"different",0,"Humanities"
"1","5","5s7",7,1,28,3,0,1,2,3.28571428571429,2.71428571428571,1.85714285714286,2,5,0,0,1,2,1,1,2,0,,94,"victim","N2",2,1,0,0,"Engineering","Humanities","Humanities","reject","reject","both_reject","outgroup","ingroup",,,,"different",0,"Humanities"
"1","5","5s8",8,1,28,3,0,1,2,3.28571428571429,2.71428571428571,1.85714285714286,1,-2,1,1,2,1,1,2,1,0,,95,"victim","N1",2,1,1,1,"Engineering","Humanities","Humanities","accept","accept","both_accept","outgroup","ingroup",,,,"different",0,"Humanities"
"1","5","5s8",8,1,28,3,0,1,2,3.28571428571429,2.71428571428571,1.85714285714286,2,-2,1,1,1,2,1,1,2,0,,96,"victim","N2",2,1,1,1,"Engineering","Humanities","Humanities","accept","accept","both_accept","outgroup","ingroup",,,,"different",0,"Humanities"
"1","5","5s9",9,1,28,3,0,1,2,3.28571428571429,2.71428571428571,1.85714285714286,1,-5,1,0,2,0,1,2,0,0,,97,"victim","N1",2,0,1,0,"Engineering","Control","Humanities","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"different",0,"Humanities"
"1","5","5s9",9,1,28,3,0,1,2,3.28571428571429,2.71428571428571,1.85714285714286,2,4,0,1,0,2,1,0,2,0,,98,"victim","N2",2,0,1,0,"Engineering","Control","Humanities","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"different",0,"Humanities"
"1","5","5s10",10,1,28,3,0,1,2,3.28571428571429,2.71428571428571,1.85714285714286,1,3,0,1,2,1,1,2,1,0,,99,"victim","N1",2,1,0,1,"Engineering","Humanities","Humanities","reject","accept","target_reject_other_accept","outgroup","ingroup",,,,"different",0,"Humanities"
"1","5","5s10",10,1,28,3,0,1,2,3.28571428571429,2.71428571428571,1.85714285714286,2,-3,1,0,1,2,1,1,2,0,,100,"victim","N2",2,1,0,1,"Engineering","Humanities","Humanities","accept","reject","target_accept_other_reject","outgroup","ingroup",,,,"different",0,"Humanities"
"1","6","6s6",6,1,19,3,1,1,2.28571428571429,2.85714285714286,3,2,1,-9,1,1,1,0,1,1,0,0,,111,"victim","N1",1,0,1,1,"Humanities","Control","Humanities","accept","accept","both_accept","ingroup","outgroup",,,,"different",0,"Humanities"
"1","6","6s6",6,1,19,3,1,1,2.28571428571429,2.85714285714286,3,2,2,-9,1,1,0,1,1,0,1,0,,112,"victim","N2",1,0,1,1,"Humanities","Control","Humanities","accept","accept","both_accept","ingroup","outgroup",,,,"different",0,"Humanities"
"1","6","6s7",7,1,19,3,1,1,2.28571428571429,2.85714285714286,3,2,1,9,0,1,2,2,1,2,2,1,,113,"victim","N1",2,2,0,1,"Engineering","Engineering","Humanities","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"same",1,"Humanities"
"1","6","6s7",7,1,19,3,1,1,2.28571428571429,2.85714285714286,3,2,2,-9,1,0,2,2,1,2,2,1,,114,"victim","N2",2,2,0,1,"Engineering","Engineering","Humanities","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"same",1,"Humanities"
"1","6","6s8",8,1,19,3,1,1,2.28571428571429,2.85714285714286,3,2,1,9,0,1,1,2,1,1,2,0,,115,"victim","N1",1,2,0,1,"Humanities","Engineering","Humanities","reject","accept","target_reject_other_accept","ingroup","outgroup",,,,"different",0,"Humanities"
"1","6","6s8",8,1,19,3,1,1,2.28571428571429,2.85714285714286,3,2,2,-9,1,0,2,1,1,2,1,0,,116,"victim","N2",1,2,0,1,"Humanities","Engineering","Humanities","accept","reject","target_accept_other_reject","ingroup","outgroup",,,,"different",0,"Humanities"
"1","6","6s9",9,1,19,3,1,1,2.28571428571429,2.85714285714286,3,2,1,9,0,0,1,1,1,1,1,1,,117,"victim","N1",1,1,0,0,"Humanities","Humanities","Humanities","reject","reject","both_reject","ingroup","ingroup",,,,"same",1,"Humanities"
"1","6","6s9",9,1,19,3,1,1,2.28571428571429,2.85714285714286,3,2,2,9,0,0,1,1,1,1,1,1,,118,"victim","N2",1,1,0,0,"Humanities","Humanities","Humanities","reject","reject","both_reject","ingroup","ingroup",,,,"same",1,"Humanities"
"1","6","6s10",10,1,19,3,1,1,2.28571428571429,2.85714285714286,3,2,1,9,0,1,2,2,1,2,2,1,,119,"victim","N1",2,2,0,1,"Engineering","Engineering","Humanities","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"same",1,"Humanities"
"1","6","6s10",10,1,19,3,1,1,2.28571428571429,2.85714285714286,3,2,2,-9,1,0,2,2,1,2,2,1,,120,"victim","N2",2,2,0,1,"Engineering","Engineering","Humanities","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"same",1,"Humanities"
"1","7","7s1",1,1,19,3,1,1,3.42857142857143,3.14285714285714,2.71428571428571,2.28571428571429,1,9,0,0,1,2,1,1,2,0,,121,"victim","N1",1,2,0,0,"Humanities","Engineering","Humanities","reject","reject","both_reject","ingroup","outgroup",,,,"different",0,"Humanities"
"1","7","7s1",1,1,19,3,1,1,3.42857142857143,3.14285714285714,2.71428571428571,2.28571428571429,2,9,0,0,2,1,1,2,1,0,,122,"victim","N2",1,2,0,0,"Humanities","Engineering","Humanities","reject","reject","both_reject","ingroup","outgroup",,,,"different",0,"Humanities"
"1","7","7s2",2,1,19,3,1,1,3.42857142857143,3.14285714285714,2.71428571428571,2.28571428571429,1,9,0,1,0,0,1,0,0,1,,123,"victim","N1",0,0,0,1,"Control","Control","Humanities","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"same",1,"Humanities"
"1","7","7s2",2,1,19,3,1,1,3.42857142857143,3.14285714285714,2.71428571428571,2.28571428571429,2,-5,1,0,0,0,1,0,0,1,,124,"victim","N2",0,0,0,1,"Control","Control","Humanities","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"same",1,"Humanities"
"1","7","7s3",3,1,19,3,1,1,3.42857142857143,3.14285714285714,2.71428571428571,2.28571428571429,1,9,0,0,1,0,1,1,0,0,,125,"victim","N1",1,0,0,0,"Humanities","Control","Humanities","reject","reject","both_reject","ingroup","outgroup",,,,"different",0,"Humanities"
"1","7","7s3",3,1,19,3,1,1,3.42857142857143,3.14285714285714,2.71428571428571,2.28571428571429,2,9,0,0,0,1,1,0,1,0,,126,"victim","N2",1,0,0,0,"Humanities","Control","Humanities","reject","reject","both_reject","ingroup","outgroup",,,,"different",0,"Humanities"
"1","7","7s4",4,1,19,3,1,1,3.42857142857143,3.14285714285714,2.71428571428571,2.28571428571429,1,9,1,0,0,2,1,0,2,0,,127,"victim","N1",0,2,1,0,"Control","Engineering","Humanities","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"different",0,"Humanities"
"1","7","7s4",4,1,19,3,1,1,3.42857142857143,3.14285714285714,2.71428571428571,2.28571428571429,2,-9,0,1,2,0,1,2,0,0,,128,"victim","N2",0,2,1,0,"Control","Engineering","Humanities","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"different",0,"Humanities"
"1","7","7s5",5,1,19,3,1,1,3.42857142857143,3.14285714285714,2.71428571428571,2.28571428571429,1,-9,1,1,0,1,1,0,1,0,,129,"victim","N1",0,1,1,1,"Control","Humanities","Humanities","accept","accept","both_accept","outgroup","ingroup",,,,"different",0,"Humanities"
"1","7","7s5",5,1,19,3,1,1,3.42857142857143,3.14285714285714,2.71428571428571,2.28571428571429,2,-9,1,1,1,0,1,1,0,0,,130,"victim","N2",0,1,1,1,"Control","Humanities","Humanities","accept","accept","both_accept","outgroup","ingroup",,,,"different",0,"Humanities"
"1","8","8s1",1,1,19,1,0,1,1.28571428571429,2.71428571428571,2.14285714285714,0.857142857142857,1,2,0,0,2,0,1,2,0,0,,141,"victim","N1",2,0,0,0,"Engineering","Control","Humanities","reject","reject","both_reject","outgroup","outgroup",,,,"different",0,"Humanities"
"1","8","8s1",1,1,19,1,0,1,1.28571428571429,2.71428571428571,2.14285714285714,0.857142857142857,2,2,0,0,0,2,1,0,2,0,,142,"victim","N2",2,0,0,0,"Engineering","Control","Humanities","reject","reject","both_reject","outgroup","outgroup",,,,"different",0,"Humanities"
"1","8","8s2",2,1,19,1,0,1,1.28571428571429,2.71428571428571,2.14285714285714,0.857142857142857,1,2,0,0,2,2,1,2,2,1,,143,"victim","N1",2,2,0,0,"Engineering","Engineering","Humanities","reject","reject","both_reject","outgroup","outgroup",,,,"same",1,"Humanities"
"1","8","8s2",2,1,19,1,0,1,1.28571428571429,2.71428571428571,2.14285714285714,0.857142857142857,2,2,0,0,2,2,1,2,2,1,,144,"victim","N2",2,2,0,0,"Engineering","Engineering","Humanities","reject","reject","both_reject","outgroup","outgroup",,,,"same",1,"Humanities"
"1","8","8s3",3,1,19,1,0,1,1.28571428571429,2.71428571428571,2.14285714285714,0.857142857142857,1,4,1,0,2,2,1,2,2,1,,145,"victim","N1",2,2,1,0,"Engineering","Engineering","Humanities","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"same",1,"Humanities"
"1","8","8s3",3,1,19,1,0,1,1.28571428571429,2.71428571428571,2.14285714285714,0.857142857142857,2,2,0,1,2,2,1,2,2,1,,146,"victim","N2",2,2,1,0,"Engineering","Engineering","Humanities","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"same",1,"Humanities"
"1","8","8s4",4,1,19,1,0,1,1.28571428571429,2.71428571428571,2.14285714285714,0.857142857142857,1,5,1,1,2,2,1,2,2,1,,147,"victim","N1",2,2,1,1,"Engineering","Engineering","Humanities","accept","accept","both_accept","outgroup","outgroup",,,,"same",1,"Humanities"
"1","8","8s4",4,1,19,1,0,1,1.28571428571429,2.71428571428571,2.14285714285714,0.857142857142857,2,5,1,1,2,2,1,2,2,1,,148,"victim","N2",2,2,1,1,"Engineering","Engineering","Humanities","accept","accept","both_accept","outgroup","outgroup",,,,"same",1,"Humanities"
"1","8","8s5",5,1,19,1,0,1,1.28571428571429,2.71428571428571,2.14285714285714,0.857142857142857,1,4,1,0,2,2,1,2,2,1,,149,"victim","N1",2,2,1,0,"Engineering","Engineering","Humanities","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"same",1,"Humanities"
"1","8","8s5",5,1,19,1,0,1,1.28571428571429,2.71428571428571,2.14285714285714,0.857142857142857,2,2,0,1,2,2,1,2,2,1,,150,"victim","N2",2,2,1,0,"Engineering","Engineering","Humanities","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"same",1,"Humanities"
"1","9","9s6",6,1,18,3,0,1,3.14285714285714,2.85714285714286,2.57142857142857,3.14285714285714,1,9,1,0,1,0,1,1,0,0,,171,"victim","N1",1,0,1,0,"Humanities","Control","Humanities","accept","reject","target_accept_other_reject","ingroup","outgroup",,,,"different",0,"Humanities"
"1","9","9s6",6,1,18,3,0,1,3.14285714285714,2.85714285714286,2.57142857142857,3.14285714285714,2,-9,0,1,0,1,1,0,1,0,,172,"victim","N2",1,0,1,0,"Humanities","Control","Humanities","reject","accept","target_reject_other_accept","ingroup","outgroup",,,,"different",0,"Humanities"
"1","9","9s7",7,1,18,3,0,1,3.14285714285714,2.85714285714286,2.57142857142857,3.14285714285714,1,9,0,0,0,1,1,0,1,0,,173,"victim","N1",0,1,0,0,"Control","Humanities","Humanities","reject","reject","both_reject","outgroup","ingroup",,,,"different",0,"Humanities"
"1","9","9s7",7,1,18,3,0,1,3.14285714285714,2.85714285714286,2.57142857142857,3.14285714285714,2,9,0,0,1,0,1,1,0,0,,174,"victim","N2",0,1,0,0,"Control","Humanities","Humanities","reject","reject","both_reject","outgroup","ingroup",,,,"different",0,"Humanities"
"1","9","9s8",8,1,18,3,0,1,3.14285714285714,2.85714285714286,2.57142857142857,3.14285714285714,1,9,1,0,2,0,1,2,0,0,,175,"victim","N1",2,0,1,0,"Engineering","Control","Humanities","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"different",0,"Humanities"
"1","9","9s8",8,1,18,3,0,1,3.14285714285714,2.85714285714286,2.57142857142857,3.14285714285714,2,-9,0,1,0,2,1,0,2,0,,176,"victim","N2",2,0,1,0,"Engineering","Control","Humanities","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"different",0,"Humanities"
"1","9","9s9",9,1,18,3,0,1,3.14285714285714,2.85714285714286,2.57142857142857,3.14285714285714,1,9,1,0,0,0,1,0,0,1,,177,"victim","N1",0,0,1,0,"Control","Control","Humanities","accept","reject","target_accept_other_reject","outgroup","outgroup",,,,"same",1,"Humanities"
"1","9","9s9",9,1,18,3,0,1,3.14285714285714,2.85714285714286,2.57142857142857,3.14285714285714,2,-9,0,1,0,0,1,0,0,1,,178,"victim","N2",0,0,1,0,"Control","Control","Humanities","reject","accept","target_reject_other_accept","outgroup","outgroup",,,,"same",1,"Humanities"
"1","9","9s10",10,1,18,3,0,1,3.14285714285714,2.85714285714286,2.57142857142857,3.14285714285714,1,9,0,0,0,0,1,0,0,1,,179,"victim","N1",0,0,0,0,"Control","Control","Humanities","reject","reject","both_reject","outgroup","outgroup",,,,"same",1,"Humanities"
"1","9","9s10",10,1,18,3,0,1,3.14285714285714,2.85714285714286,2.57142857142857,3.14285714285714,2,9,0,0,0,0,1,0,0,1,,180,"victim","N2",0,0,0,0,"Control","Control","Humanities","reject","reject","both_reject","outgroup","outgroup",,,,"same",1,"Humanities"
"1","10","10s6",6,1,21,3,1,1,3,3.14285714285714,3.28571428571429,1.28571428571429,1,9,0,0,0,1,1,0,1,0,,191,"victim","N1",0,1,0,0,"Control","Humanities","Humanities","reject","reject","both_reject","outgroup","ingroup",,,,"different",0,"Humanities"
"1","10","10s6",6,1,21,3,1,1,3,3.14285714285714,3.28571428571429,1.28571428571429,2,9,0,0,1,0,1,1,0,0,,192,"victim","N2",0,1,0,0,"Control","Humanities","Humanities","reject","reject","both_reject","outgroup","ingroup",,,,"different",0,"Humanities"
"1","10","10s7",7,1,21,3,1,1,3,3.14285714285714,3.28571428571429,1.28571428571429,1,9,0,0,1,0,1,1,0,0,,193,"victim","N1",1,0,0,0,"Humanities","Control","Humanities","reject","reject","both_reject","ingroup","outgroup",,,,"different",0,"Humanities"
"1","10","10s7",7,1,21,3,1,1,3,3.14285714285714,3.28571428571429,1.28571428571429,2,9,0,0,0,1,1,0,1,0,,194,"victim","N2",1,0,0,0,"Humanities","Control","Humanities","reject","reject","both_reject","ingroup","outgroup",,,,"different",0,"Humanities"
"1","10","10s8",8,1,21,3,1,1,3,3.14285714285714,3.28571428571429,1.28571428571429,1,9,0,0,2,0,1,2,0,0,,195,"victim","N1",2,0,0,0,"Engineering","Control","Humanities","reject","reject","both_reject","outgroup","outgroup",,,,"different",0,"Humanities"
"1","10","10s8",8,1,21,3,1,1,3,3.14285714285714,3.28571428571429,1.28571428571429,2,9,0,0,0,2,1,0,2,0,,196,"victim","N2",2,0,0,0,"Engineering","Control","Humanities","reject","reject","both_reject","outgroup","outgroup",,,,"different",0,"Humanities"
"1","10","10s9",9,1,21,3,1,1,3,3.14285714285714,3.28571428571429,1.28571428571429,1,9,0,0,0,0,1,0,0,1,,197,"victim","N1",0,0,0,0,"Control","Control","Humanities","reject","reject","both_reject","outgroup","outgroup",,,,"same",1,"Humanities"
