"id","commitment","age","economic_status","sex","faculty_player","ac1","ac2","FS1","EC2","PT3","EC4","FS5","PD6","FS7","PT8","EC9","PD10","PT11","FS12","PD13","EC14","PT15","FS16","EC17","PD18","EC19","FS20","PT21","PD22","PT23","EC24","FS25","PT26","PD27","EC28","treatment","faculty_neg_1_s1","faculty_neg_2_s1","faculty_victim_s1","decision_neg1_s1","decision_neg2_s1","judgement_compare_s1","judgement_n1_s1","judgement_n2_s1","faculty_neg_1_s2","faculty_neg_2_s2","faculty_victim_s2","decision_neg1_s2","decision_neg2_s2","judgement_compare_s2","judgement_n1_s2","judgement_n2_s2","faculty_neg_1_s3","faculty_neg_2_s3","faculty_victim_s3","decision_neg1_s3","decision_neg2_s3","judgement_compare_s3","judgement_n1_s3","judgement_n2_s3","faculty_neg_1_s4","faculty_neg_2_s4","faculty_victim_s4","decision_neg1_s4","decision_neg2_s4","judgement_compare_s4","judgement_n1_s4","judgement_n2_s4","faculty_neg_1_s5","faculty_neg_2_s5","faculty_victim_s5","decision_neg1_s5","decision_neg2_s5","judgement_compare_s5","judgement_n1_s5","judgement_n2_s5","faculty_neg_1_s6","faculty_neg_2_s6","faculty_victim_s6","decision_neg1_s6","decision_neg2_s6","judgement_compare_s6","judgement_n1_s6","judgement_n2_s6","faculty_neg_1_s7","faculty_neg_2_s7","faculty_victim_s7","decision_neg1_s7","decision_neg2_s7","judgement_compare_s7","judgement_n1_s7","judgement_n2_s7","faculty_neg_1_s8","faculty_neg_2_s8","faculty_victim_s8","decision_neg1_s8","decision_neg2_s8","judgement_compare_s8","judgement_n1_s8","judgement_n2_s8","faculty_neg_1_s9","faculty_neg_2_s9","faculty_victim_s9","decision_neg1_s9","decision_neg2_s9","judgement_compare_s9","judgement_n1_s9","judgement_n2_s9","faculty_neg_1_s10","faculty_neg_2_s10","faculty_victim_s10","decision_neg1_s10","decision_neg2_s10","judgement_compare_s10","judgement_n1_s10","judgement_n2_s10","campus"
213,1,18,2,2,2,1,1,2,4,4,4,0,1,1,4,3,2,4,3,3,4,3,0,2,4,2,1,4,3,1,0,4,1,1,4,1,3,3,2,1,1,3,0,0,2,3,2,1,1,3,0,0,1,3,2,0,0,3,9,9,1,1,2,0,0,3,9,9,3,2,2,0,0,3,9,9,1,1,2,0,0,3,9,9,3,1,1,1,1,3,0,0,2,3,2,0,0,3,9,9,2,1,2,1,1,3,0,0,2,2,1,1,0,1,-4,9,"Bucaramanga"
214,1,20,2,2,2,1,1,2,2,4,3,0,1,3,3,1,0,2,3,2,2,3,0,0,4,1,0,2,0,1,0,3,1,0,2,1,3,2,2,1,1,3,-1,-1,3,2,2,1,1,3,-1,-1,3,2,2,0,1,2,5,-4,2,3,2,1,1,3,-2,-2,1,3,2,0,0,3,7,7,2,3,1,1,1,3,-3,-3,1,2,2,1,0,1,-5,5,3,3,1,0,1,2,4,-2,3,3,1,0,0,3,7,7,3,1,1,1,0,1,-3,3,"Bucaramanga"
215,1,18,2,2,2,1,1,2,4,3,4,3,3,3,4,4,4,3,2,3,4,4,3,3,3,1,4,4,4,4,1,3,3,3,3,1,1,3,2,0,0,3,9,9,3,1,2,0,0,3,9,9,2,3,2,0,0,3,5,5,3,3,2,0,1,2,8,-7,3,1,2,1,1,3,-7,-7,3,3,2,1,0,1,-5,5,2,2,1,1,1,3,-6,-6,1,2,1,1,0,1,-7,7,1,3,1,1,0,1,-7,7,2,2,1,0,0,3,8,8,"Bucaramanga"
216,1,18,2,2,2,1,1,4,4,3,2,4,3,1,2,4,3,2,4,1,4,4,4,3,4,3,4,1,3,2,3,0,4,4,3,2,3,3,1,0,0,3,9,9,2,1,2,1,1,2,-5,-6,3,1,1,0,0,3,9,9,3,2,2,0,1,2,9,-5,3,1,2,1,1,2,-5,-6,2,1,2,1,0,1,-5,9,2,2,2,1,0,1,-5,9,2,1,2,0,0,3,9,9,3,3,2,0,0,3,8,8,3,2,2,0,0,3,9,9,"Bucaramanga"
217,1,18,2,1,1,1,1,1,2,4,3,1,2,3,2,3,2,2,4,2,3,3,1,1,2,3,2,2,1,1,1,2,1,2,2,2,3,1,2,1,1,3,-3,-3,2,1,1,1,0,1,-3,3,3,3,2,0,0,2,3,0,3,1,2,1,1,3,-3,-3,3,1,1,1,0,1,-3,3,2,3,1,1,1,3,-3,-3,1,1,1,1,1,3,-3,-3,2,2,1,0,0,1,0,2,2,1,1,0,1,2,3,-3,1,2,1,0,1,2,3,-2,"Bucaramanga"
218,1,18,3,1,1,1,1,3,3,3,4,4,4,4,2,3,4,3,4,2,3,3,4,4,4,1,4,3,4,4,2,3,4,3,3,1,3,1,1,0,1,2,9,-1,3,3,1,1,1,3,-1,-1,2,2,1,0,0,3,8,8,3,1,1,0,0,3,9,9,2,3,1,1,0,1,-1,8,3,2,1,0,1,2,9,-1,2,1,2,1,1,3,-1,-1,2,1,1,1,1,3,-1,-1,2,1,2,1,1,3,-1,-1,1,1,2,1,1,3,-1,-1,"Bucaramanga"
219,1,18,2,2,1,1,1,1,2,1,1,1,4,0,3,3,2,1,1,2,3,4,1,3,4,3,2,4,2,1,2,1,2,1,3,1,3,2,1,1,1,3,5,5,1,3,1,0,0,3,-4,-4,3,3,1,0,0,3,-5,-5,2,2,1,1,0,1,-2,4,3,3,1,0,1,2,4,-2,1,3,2,1,0,1,-2,2,1,1,1,0,1,2,3,-3,2,1,2,1,0,1,-3,3,2,1,1,0,0,3,4,4,1,1,1,1,0,1,-3,3,"Bucaramanga"
220,1,18,3,2,1,1,1,2,4,4,4,3,1,4,4,2,3,4,4,3,4,4,2,2,4,2,4,4,3,2,3,3,1,3,4,1,3,3,1,0,1,2,9,-9,1,3,1,1,0,1,-9,9,2,1,1,1,0,1,-9,9,2,3,1,1,1,3,-9,-9,2,1,1,1,0,1,-9,9,3,1,1,0,1,2,9,-9,1,3,2,0,0,3,9,9,1,2,1,1,1,3,-9,-9,1,1,2,1,0,1,-9,9,3,2,2,1,0,1,-9,9,"Bucaramanga"
221,1,22,1,1,1,1,1,2,3,4,4,0,1,2,3,3,1,3,3,2,4,4,0,1,4,2,3,3,2,0,0,2,1,0,2,1,3,3,1,1,1,3,-1,-1,2,2,1,0,1,3,-3,-3,3,3,1,1,0,3,-3,-3,2,1,1,1,1,3,-2,-2,3,3,1,1,0,1,-3,0,1,3,1,1,1,3,-3,-3,1,1,2,0,1,2,1,-3,2,2,1,0,0,3,5,5,3,2,1,1,1,3,-4,-4,2,1,1,0,1,2,3,-3,"Bucaramanga"
222,1,19,3,1,1,1,1,3,4,0,4,0,2,3,2,2,4,1,3,4,4,4,2,0,0,4,4,2,2,2,3,1,2,0,4,2,2,3,1,0,1,2,-2,-8,3,1,2,0,1,2,-3,-8,3,2,1,1,0,3,-8,-8,1,1,1,0,1,3,-8,-8,2,2,2,0,0,3,9,9,2,3,1,0,1,2,-1,-8,3,2,1,0,1,2,0,-8,2,1,1,0,0,3,7,7,1,3,1,1,1,3,-8,-8,2,1,1,0,1,2,-3,-9,"Bucaramanga"
223,1,20,1,2,1,1,1,0,3,3,1,0,1,2,2,4,0,1,2,3,2,4,1,2,4,3,2,3,2,1,0,2,1,0,2,1,2,1,1,1,0,1,-9,9,1,3,1,1,0,3,0,0,1,3,1,1,1,3,-9,-9,2,3,1,0,1,2,9,-9,2,2,1,0,1,2,9,-9,2,3,2,0,1,2,9,-9,2,1,2,0,0,3,9,9,1,1,2,1,0,2,9,-9,2,3,1,0,1,2,9,-9,2,3,1,0,1,2,9,-9,"Bucaramanga"
224,1,22,2,2,1,1,1,2,2,4,4,0,1,3,2,2,2,2,0,4,4,3,1,1,4,0,2,1,2,2,1,0,1,2,2,2,1,2,1,0,1,2,9,-9,1,1,2,1,1,3,-1,-1,3,1,2,0,1,2,2,-2,1,2,1,0,0,3,4,4,1,1,2,1,0,1,-3,3,3,1,1,0,1,2,2,-2,1,1,1,0,1,2,2,-2,3,2,1,0,1,2,2,-2,2,2,1,1,0,1,-3,2,1,2,1,1,1,3,-2,-2,"Bucaramanga"
225,1,21,4,1,1,1,1,2,4,4,4,1,0,4,4,4,1,3,4,2,4,4,0,0,4,0,3,4,4,2,0,4,2,0,4,1,3,2,1,0,1,2,9,0,3,2,1,0,1,2,9,0,1,3,1,0,1,2,9,0,2,3,1,1,1,3,0,0,3,1,1,0,0,3,9,9,2,2,2,0,0,3,9,9,2,3,2,1,0,1,0,9,2,3,2,0,0,3,9,9,3,3,2,0,1,2,9,0,1,1,1,0,0,3,9,9,"Bucaramanga"
226,1,23,3,2,2,1,1,1,3,4,1,2,0,4,4,4,1,4,4,2,3,4,1,0,4,2,1,4,2,3,1,2,2,0,1,2,3,1,1,0,1,1,-1,6,1,2,1,0,1,2,6,-5,2,3,2,0,0,3,9,9,2,2,2,0,0,3,9,9,1,1,2,0,0,3,9,9,1,2,2,0,0,3,9,9,2,1,2,0,0,3,9,9,1,3,2,0,1,2,9,-5,3,2,2,1,0,1,-3,9,1,2,2,0,1,2,9,-9,"Bucaramanga"
227,1,20,4,2,1,1,1,2,1,3,4,0,1,3,2,3,1,2,3,1,2,3,1,1,4,2,1,2,1,0,0,1,1,0,2,2,1,2,2,1,0,1,-2,7,2,1,2,0,0,3,7,7,3,3,2,1,0,1,-4,5,2,3,2,0,1,2,7,-3,1,3,1,1,0,1,-7,8,2,3,1,1,1,3,-6,-6,3,2,1,0,0,3,7,7,2,1,1,0,0,3,9,9,2,2,1,1,0,1,-5,9,1,2,1,1,0,1,-5,8,"Bucaramanga"
228,1,19,3,2,2,1,1,1,1,4,2,0,0,1,1,1,1,2,2,2,2,3,3,1,1,3,2,3,0,3,0,3,1,1,0,1,2,1,2,1,0,1,-9,9,1,1,2,0,0,3,9,9,1,2,2,0,0,3,9,9,3,2,2,1,1,3,9,9,3,2,2,1,1,3,-9,-9,1,2,1,0,1,3,9,9,2,3,1,1,0,3,9,9,1,3,1,0,0,3,9,9,2,3,1,1,1,3,9,9,3,1,2,0,1,3,9,9,"Bucaramanga"
229,1,18,3,2,2,1,1,4,2,3,3,0,1,1,3,2,3,4,4,0,2,0,3,3,3,0,2,4,3,2,1,4,4,0,3,1,2,1,2,1,0,1,-9,9,2,3,2,1,0,1,-9,9,3,2,2,1,0,1,-9,9,3,3,2,0,1,2,9,-9,1,3,2,1,0,1,-9,9,3,3,2,0,0,3,9,9,1,2,1,0,0,3,9,9,1,1,2,1,0,1,-9,9,2,2,2,1,0,1,-9,9,3,1,1,0,0,3,9,9,"Bucaramanga"
230,1,18,3,2,2,1,1,1,3,3,3,2,0,3,3,3,0,3,1,2,1,4,1,4,4,2,2,3,2,0,1,3,0,1,3,2,2,3,2,1,0,3,4,4,2,1,1,1,1,3,-4,-4,2,3,2,1,0,1,-7,5,2,3,1,1,1,3,-7,-7,1,1,2,1,0,3,-9,-9,3,2,2,1,1,3,-8,-8,2,1,2,0,0,3,9,9,2,2,2,1,1,3,-6,-6,3,2,2,1,0,1,-9,6,2,3,2,0,1,2,8,-8,"Bucaramanga"
231,1,18,1,2,1,1,1,2,2,1,4,1,1,1,2,3,3,2,3,1,4,2,2,1,3,1,3,2,1,1,0,1,3,2,3,1,1,1,1,0,0,1,0,9,2,1,1,1,0,1,-5,5,1,2,1,0,1,2,5,-5,3,1,1,0,1,2,5,-5,2,3,1,0,0,3,5,5,1,2,1,1,1,1,-9,-5,2,3,1,1,1,1,-8,-4,3,2,1,0,0,1,5,9,2,3,1,0,0,2,8,5,2,3,1,0,1,2,8,-4,"Bucaramanga"
232,1,24,2,1,2,1,1,3,3,3,3,3,1,2,3,3,3,3,2,1,4,3,2,2,0,1,3,3,2,2,1,1,2,0,4,2,1,3,2,0,0,3,9,9,3,2,1,0,1,2,9,-6,1,1,2,1,1,3,-7,-7,2,3,2,0,0,3,9,9,1,2,1,1,1,3,-7,-7,3,3,2,0,0,3,9,9,1,1,2,1,0,1,-9,9,2,3,2,1,0,1,-9,9,1,1,2,0,1,2,9,-9,2,1,2,1,1,3,-9,-9,"Bucaramanga"
233,1,23,3,1,2,1,1,1,3,4,2,3,3,3,2,4,3,2,4,3,3,4,0,1,4,2,1,3,3,3,1,2,1,0,3,1,2,3,2,0,0,3,9,9,2,3,2,0,1,2,9,6,3,1,2,0,0,3,9,9,1,2,2,0,1,2,9,4,2,1,2,0,0,3,9,9,1,3,1,1,0,1,1,9,1,2,2,1,0,1,1,9,3,1,2,0,1,2,9,1,3,1,1,1,0,1,1,9,1,1,2,1,0,1,1,9,"Bucaramanga"
234,1,23,1,1,2,1,1,1,3,3,4,1,2,3,3,3,3,2,4,3,4,1,1,3,4,2,1,4,4,4,0,1,0,0,3,1,3,1,2,0,0,3,9,9,1,2,2,1,1,3,-3,-3,2,2,2,1,1,3,-3,-3,1,2,2,0,1,2,9,-3,2,2,2,0,0,3,9,9,3,3,1,0,1,2,9,-3,2,2,1,1,1,3,-3,-3,1,3,2,0,1,2,9,-3,2,1,2,1,1,3,-3,-3,1,3,1,1,1,3,-3,-3,"Bucaramanga"
235,1,21,2,2,1,1,1,1,4,2,4,1,2,0,4,4,1,1,3,4,3,3,1,1,4,2,1,3,2,1,1,1,0,0,0,2,2,3,2,0,1,2,9,-8,2,3,1,1,0,1,-9,9,1,1,1,0,0,3,9,9,1,3,2,1,1,3,-9,-9,2,1,1,0,0,3,9,9,1,1,1,1,0,1,-9,9,1,3,1,0,0,3,9,9,3,2,1,1,1,3,-9,-9,2,3,1,1,1,3,-9,-9,1,1,1,1,1,3,-9,-9,"Bucaramanga"
236,1,22,1,2,2,0,0,0,0,3,2,3,0,2,1,0,1,2,4,1,4,3,0,1,3,4,0,2,1,1,3,4,2,3,4,2,3,1,1,0,0,1,3,5,1,2,1,1,1,3,7,7,2,1,2,0,1,2,2,-3,3,3,1,0,0,3,8,8,2,1,1,0,1,1,-2,2,3,3,2,1,1,1,-4,3,1,1,2,1,1,1,2,3,2,2,2,1,0,3,-7,-7,3,1,2,0,0,3,-7,-7,3,2,2,0,1,2,5,-5,"Bucaramanga"
237,1,18,3,2,1,1,1,2,3,3,1,3,3,3,2,2,3,3,4,2,3,1,3,2,3,2,2,1,2,3,1,2,3,1,2,1,3,3,1,0,0,3,9,9,3,2,1,0,0,3,9,9,1,2,1,1,0,1,-9,9,1,1,1,0,0,3,9,9,2,3,1,1,1,3,-9,-9,2,3,2,1,0,1,-9,2,1,1,1,0,0,3,9,9,3,2,1,1,1,3,-9,-9,1,1,1,0,0,3,9,9,2,1,2,0,0,3,9,9,"Bucaramanga"
238,1,19,1,2,1,1,1,1,3,4,3,3,2,3,3,4,4,3,3,2,4,3,0,3,4,2,3,2,1,2,1,3,4,1,4,2,3,1,2,1,0,1,-3,0,2,2,1,1,0,1,-3,1,2,2,2,1,0,1,-1,1,1,2,1,1,0,1,-1,1,2,3,1,1,1,3,-4,-4,3,1,1,1,1,3,-2,-2,1,3,1,1,1,3,-2,-2,1,3,1,1,0,1,-2,4,2,2,1,1,1,3,-3,-3,1,3,1,1,0,1,-2,2,"Bucaramanga"
239,1,18,3,1,2,1,1,4,3,0,4,3,2,3,3,2,3,3,4,3,3,1,3,4,4,3,1,3,4,3,3,1,3,1,2,2,1,3,1,1,1,3,-5,-5,1,1,2,0,1,2,9,-9,2,1,1,0,0,3,9,9,3,1,2,1,0,1,-5,9,1,2,2,1,0,1,-9,9,1,2,2,0,0,3,9,9,2,3,2,1,1,1,-9,9,3,1,2,1,0,1,-5,9,1,1,2,1,1,3,-9,-9,3,1,2,1,0,1,-5,9,"Bucaramanga"
240,1,18,3,2,1,1,1,4,3,0,4,4,1,2,3,4,3,3,3,1,2,0,4,1,4,3,2,2,3,4,0,1,4,0,4,1,1,3,1,1,1,3,0,0,1,3,1,0,0,3,8,8,3,1,1,0,0,3,9,9,3,3,1,1,0,3,-2,-2,3,3,1,1,0,1,-8,8,2,1,2,0,0,3,9,9,2,1,1,1,1,2,-4,-7,1,2,2,1,0,1,-9,0,3,3,2,1,0,1,-2,0,3,1,2,1,1,2,-3,-6,"Bucaramanga"
241,1,18,3,1,1,1,1,4,1,2,2,2,3,2,3,2,3,2,3,2,2,2,1,3,2,2,1,4,3,2,2,1,1,0,0,2,3,2,1,1,0,1,-9,9,3,1,1,1,1,3,-9,-9,3,2,1,1,0,1,-9,9,2,2,2,1,0,1,-9,9,2,2,2,1,0,1,-9,9,1,2,1,1,0,1,-9,9,2,2,1,0,0,3,9,9,2,3,1,1,0,1,-9,9,1,2,1,0,0,3,9,9,3,3,1,0,0,3,9,9,"Bucaramanga"
242,1,27,3,2,2,0,1,0,1,4,2,0,2,2,2,1,1,2,3,2,3,2,1,2,2,2,2,2,2,2,0,2,2,2,2,2,1,1,1,0,1,3,0,0,2,1,1,1,1,3,0,0,2,2,2,0,0,3,9,9,1,3,1,0,0,3,9,9,2,3,2,1,0,3,-9,-9,2,1,2,1,0,3,-9,-9,2,1,2,1,1,3,-9,-9,3,1,2,0,1,2,0,-9,1,2,2,1,1,3,-9,-9,2,2,2,1,0,1,-9,0,"Bucaramanga"
243,1,19,4,1,1,1,1,1,2,3,1,0,1,3,4,1,3,3,1,2,4,3,0,2,4,2,2,3,2,1,1,0,3,0,1,2,1,1,1,0,0,3,9,9,3,2,1,1,1,3,-4,-4,3,3,1,0,0,3,9,9,1,1,2,1,1,3,-3,-3,2,1,2,0,0,3,9,9,1,3,1,0,1,2,9,-3,1,3,1,0,0,3,9,9,3,2,1,0,0,3,9,9,3,3,1,1,1,3,-2,-2,3,3,1,0,0,3,9,9,"Bucaramanga"
244,1,19,2,2,2,1,1,4,3,3,4,3,1,3,4,3,4,4,0,3,3,4,4,4,4,3,4,3,3,1,0,1,4,0,2,1,1,1,2,0,1,2,9,-4,1,2,2,0,0,3,9,9,3,1,2,1,0,1,-5,4,2,3,2,1,0,1,-4,4,3,3,2,0,0,3,9,9,3,2,1,1,0,1,-5,5,1,1,2,0,0,3,5,5,2,1,1,0,0,3,4,4,2,3,2,0,1,2,3,-4,1,2,2,0,1,2,3,-4,"Bucaramanga"
245,1,23,3,2,1,1,1,3,3,4,2,4,1,2,3,2,3,2,4,4,3,2,3,2,4,2,1,3,3,2,0,3,2,0,1,2,1,2,2,1,0,1,-3,3,3,3,2,1,0,1,-3,3,3,3,2,0,0,3,4,4,2,1,1,0,1,2,3,-5,2,2,2,1,0,1,-6,4,1,1,1,0,0,3,6,6,1,2,1,1,1,1,-5,4,3,1,1,1,1,2,7,-7,2,1,1,1,1,2,3,-4,1,3,1,0,1,2,8,4,"Bucaramanga"
246,1,21,1,2,1,1,1,3,0,2,3,3,0,3,1,1,0,2,3,1,1,2,1,1,1,1,1,2,1,2,0,0,1,0,0,1,1,1,1,1,0,3,4,4,1,3,1,1,1,3,-5,-5,3,3,1,1,0,3,0,0,2,1,1,0,0,3,7,7,1,1,1,1,0,3,-3,-3,2,3,2,0,1,2,2,-2,3,2,2,0,0,3,3,3,2,2,2,1,1,3,-3,-3,3,1,2,1,1,3,-3,-3,2,3,2,1,1,3,-4,-4,"Bucaramanga"
247,1,23,1,1,2,1,1,0,0,3,4,1,1,4,4,2,1,3,4,4,3,3,1,2,4,0,3,4,2,4,0,4,3,4,4,1,1,1,2,1,1,3,9,9,2,2,2,0,0,3,0,0,1,3,2,0,0,3,0,0,3,3,2,1,0,1,-2,0,2,3,2,1,1,3,0,0,2,1,1,0,1,3,0,0,3,2,1,0,1,3,0,0,3,3,1,1,0,3,-2,-2,1,3,2,0,1,3,-1,-1,2,2,2,0,0,3,0,0,"Bucaramanga"
248,1,20,2,1,1,1,1,3,4,4,4,3,2,2,4,4,3,4,1,1,4,4,2,1,4,3,3,4,4,2,1,4,3,0,4,1,2,3,1,0,0,3,9,9,1,1,1,0,0,3,9,9,1,1,1,1,1,3,5,5,2,1,1,0,1,2,9,2,1,1,1,0,1,2,9,2,3,2,2,1,0,1,1,9,2,2,1,1,1,3,2,2,2,1,2,1,1,3,-2,-2,3,2,2,1,1,3,-2,-2,1,2,1,1,1,3,-1,-1,"Bucaramanga"
249,1,21,2,1,1,1,1,2,3,4,4,2,2,1,4,3,1,3,3,4,1,4,2,0,0,1,2,1,2,3,2,3,2,0,3,1,2,3,1,0,0,3,2,2,3,3,1,1,0,1,-3,2,2,3,1,0,0,3,4,4,2,1,1,1,0,1,-5,3,3,1,1,0,0,3,5,5,1,2,2,1,1,3,-2,-2,3,1,1,1,0,1,-4,4,1,2,1,1,1,3,-3,-3,2,1,2,0,1,2,4,-3,3,2,2,0,1,2,4,-4,"Bucaramanga"
250,1,21,3,1,1,1,1,1,2,4,3,1,0,3,3,4,1,3,2,3,4,3,0,1,4,1,3,4,2,1,0,2,1,0,3,2,3,2,2,1,0,1,-3,9,2,2,2,1,0,1,-3,9,3,3,2,1,1,3,-6,-6,2,2,2,0,0,3,9,9,1,3,1,0,0,3,9,9,3,2,1,1,0,1,-5,9,2,3,1,0,1,2,9,-6,3,2,1,1,0,1,-5,9,3,3,1,0,1,2,9,-3,1,3,1,0,0,3,7,7,"Bucaramanga"
251,1,19,1,1,2,1,0,1,2,3,4,3,2,4,3,4,1,1,3,2,2,3,2,2,2,2,2,2,2,1,2,2,1,0,4,1,3,3,2,0,0,3,7,7,1,3,2,1,1,3,2,2,1,2,2,1,1,3,3,3,3,3,2,0,1,2,5,1,1,2,2,1,0,1,-1,3,2,1,2,0,1,2,5,0,1,2,2,1,0,1,-1,4,2,1,2,1,0,1,-2,4,1,1,1,0,1,2,5,-1,3,2,2,1,0,1,-1,4,"Bucaramanga"
252,1,20,2,1,2,1,1,2,3,3,4,1,3,2,1,3,4,2,2,3,4,2,0,2,2,4,2,1,4,1,3,1,0,1,2,2,2,3,2,0,0,3,7,7,2,1,2,0,1,2,9,-2,3,1,2,0,0,3,8,8,1,2,1,1,0,1,-3,7,1,3,2,1,0,1,-3,8,1,2,2,1,1,3,-5,-5,3,2,2,1,0,1,-5,7,1,3,2,1,1,3,-6,-6,3,3,2,1,0,3,-5,-5,3,1,2,1,0,1,-6,9,"Bucaramanga"
253,1,19,2,2,2,1,1,1,3,4,4,1,1,3,2,3,1,3,3,3,3,4,0,1,4,2,2,4,1,1,0,3,2,0,4,1,1,3,2,1,1,3,-4,-4,3,3,2,0,0,3,9,9,2,2,2,0,0,3,9,9,3,3,2,1,0,1,-7,9,3,1,2,1,1,2,8,-6,3,1,2,0,0,3,9,9,1,2,1,0,1,2,9,-7,1,3,2,0,0,3,9,9,3,3,1,0,0,3,9,9,1,1,1,1,0,1,-7,9,"Bucaramanga"
254,1,23,2,1,2,1,1,1,0,4,4,0,1,0,2,1,2,1,3,2,2,3,0,0,4,2,0,2,2,0,0,1,0,0,1,1,3,1,2,1,0,1,-4,8,1,2,2,1,1,3,-5,-5,2,2,2,1,0,1,-5,5,2,1,2,0,1,2,5,-5,2,2,2,0,1,2,5,-5,1,3,1,1,1,3,-5,-5,2,2,1,0,0,3,8,8,2,1,1,0,0,3,8,8,1,2,1,1,0,1,-6,6,2,2,2,0,1,2,8,-7,"Bucaramanga"
255,1,23,3,2,2,1,1,1,2,2,4,0,1,3,4,2,1,2,3,3,4,3,0,1,4,1,1,4,2,0,0,1,1,0,2,2,1,3,2,0,1,2,9,-9,3,2,2,1,0,1,-9,9,2,1,2,1,0,1,-9,9,3,1,1,0,1,1,-9,9,1,2,1,1,0,1,-9,9,2,2,2,1,0,1,-9,9,2,2,2,0,0,3,9,9,3,3,2,0,1,2,9,-9,1,2,2,1,0,1,-9,9,3,1,2,1,1,3,0,0,"Bucaramanga"
256,1,22,2,1,2,1,1,1,4,4,4,1,1,3,3,4,3,2,3,3,3,2,0,2,4,3,1,2,3,1,1,2,1,1,2,2,3,3,1,1,1,3,-5,-5,3,2,1,1,1,3,-2,-2,2,2,1,0,1,2,3,-3,1,2,1,0,0,3,7,7,1,3,2,0,1,2,7,-2,2,2,2,1,0,1,-7,7,3,2,2,0,0,3,8,8,2,3,2,1,0,1,-7,7,3,2,2,1,1,3,-9,-9,1,2,2,0,1,2,8,-9,"Bucaramanga"
257,1,22,1,1,2,1,1,0,2,4,4,0,1,3,2,2,2,2,3,2,3,3,0,1,4,2,1,4,1,2,0,2,1,1,2,1,3,3,2,1,1,3,0,0,3,3,2,1,0,1,-1,0,3,3,2,0,0,3,0,0,2,1,2,1,0,3,1,1,3,1,2,1,1,3,-1,-1,1,1,2,0,0,3,4,4,2,3,1,1,0,1,-1,1,1,1,1,0,1,2,0,-2,1,3,1,1,1,3,0,0,2,3,2,0,0,3,5,5,"Bucaramanga"
258,1,21,3,2,1,1,1,2,3,2,1,0,0,3,4,4,3,2,1,4,3,2,0,1,4,2,3,1,2,0,0,2,1,0,3,1,1,3,1,0,1,1,-4,4,1,2,1,1,1,3,1,1,1,1,1,0,1,1,-9,9,2,3,1,0,0,3,9,9,3,1,1,1,0,3,-1,-1,2,2,1,1,0,2,4,-5,2,2,1,0,0,3,1,1,2,2,2,0,1,1,-1,3,2,3,2,1,0,2,2,-1,1,2,2,1,1,3,2,2,"Bucaramanga"
259,1,18,3,1,1,1,1,1,2,3,1,0,4,1,2,2,0,0,3,1,0,3,0,0,3,3,3,2,1,0,0,0,1,0,2,2,3,3,2,0,1,3,0,0,1,3,2,0,1,3,0,0,3,2,2,1,1,3,0,0,2,1,1,0,1,3,0,0,2,3,2,0,1,3,0,0,3,3,1,0,1,2,0,-1,3,3,1,1,0,1,-1,0,3,3,1,0,0,3,0,0,3,2,1,0,1,2,0,-1,2,2,1,1,1,3,-1,-1,"Bucaramanga"
260,1,19,1,2,2,1,1,1,2,4,3,1,2,4,3,2,0,2,2,1,3,2,0,3,4,2,1,4,1,2,0,2,1,0,1,2,1,2,1,1,1,3,0,0,2,1,2,1,0,3,2,2,2,2,2,1,0,3,0,0,3,2,1,0,1,3,1,1,3,3,2,1,0,3,0,0,2,1,2,0,0,3,1,1,2,3,2,0,1,3,0,0,1,2,2,1,0,3,1,1,3,2,2,0,1,3,0,0,2,3,2,0,0,3,1,1,"Bucaramanga"
261,1,18,2,1,2,1,1,3,3,3,3,2,1,4,3,3,0,3,3,2,3,4,2,0,4,1,1,3,3,2,1,4,2,0,2,1,1,3,2,1,1,3,9,9,1,3,2,0,0,3,9,9,1,1,2,1,1,3,4,4,1,3,2,1,1,3,3,3,2,3,2,1,0,1,5,9,3,3,2,1,0,1,-2,9,2,3,2,0,1,2,9,2,1,3,2,1,0,1,2,9,2,2,1,1,1,3,5,5,3,3,2,0,1,2,9,3,"Bucaramanga"
262,1,20,1,1,1,1,1,2,2,4,4,1,0,3,2,3,2,3,3,2,4,3,1,3,4,2,1,3,1,1,0,1,3,0,3,1,3,3,1,1,0,1,-9,9,2,2,1,1,1,3,-9,-9,1,1,1,0,1,2,9,-9,2,1,1,1,0,1,-9,9,1,3,1,1,0,1,-9,9,1,2,2,1,1,3,-9,-9,2,2,1,1,1,3,-9,-9,3,3,1,0,0,3,9,9,2,3,2,1,1,3,-9,-9,3,2,2,1,1,3,-9,-9,"Bucaramanga"
263,1,19,1,1,1,1,1,1,3,3,4,2,2,4,1,3,3,2,4,3,4,2,3,2,2,3,2,1,1,3,1,1,2,1,2,1,2,1,1,1,1,3,-9,-9,3,3,1,0,0,3,9,9,2,2,1,1,1,3,-9,-9,1,2,1,1,0,1,-9,9,1,1,1,0,1,2,9,-9,3,1,2,1,1,3,-9,-9,2,1,2,1,1,3,-9,-9,1,1,2,0,0,3,9,9,3,3,1,1,0,1,-9,9,2,2,2,1,0,1,-9,9,"Bucaramanga"
