"id","commitment","age","economic_status","sex","faculty_player","ac1","ac2","FS1","EC2","PT3","EC4","FS5","PD6","FS7","PT8","EC9","PD10","PT11","FS12","PD13","EC14","PT15","FS16","EC17","PD18","EC19","FS20","PT21","PD22","PT23","EC24","FS25","PT26","PD27","EC28","treatment","faculty_neg_1_s1","faculty_neg_2_s1","faculty_victim_s1","decision_neg1_s1","decision_neg2_s1","judgement_compare_s1","judgement_n1_s1","judgement_n2_s1","faculty_neg_1_s2","faculty_neg_2_s2","faculty_victim_s2","decision_neg1_s2","decision_neg2_s2","judgement_compare_s2","judgement_n1_s2","judgement_n2_s2","faculty_neg_1_s3","faculty_neg_2_s3","faculty_victim_s3","decision_neg1_s3","decision_neg2_s3","judgement_compare_s3","judgement_n1_s3","judgement_n2_s3","faculty_neg_1_s4","faculty_neg_2_s4","faculty_victim_s4","decision_neg1_s4","decision_neg2_s4","judgement_compare_s4","judgement_n1_s4","judgement_n2_s4","faculty_neg_1_s5","faculty_neg_2_s5","faculty_victim_s5","decision_neg1_s5","decision_neg2_s5","judgement_compare_s5","judgement_n1_s5","judgement_n2_s5","faculty_neg_1_s6","faculty_neg_2_s6","faculty_victim_s6","decision_neg1_s6","decision_neg2_s6","judgement_compare_s6","judgement_n1_s6","judgement_n2_s6","faculty_neg_1_s7","faculty_neg_2_s7","faculty_victim_s7","decision_neg1_s7","decision_neg2_s7","judgement_compare_s7","judgement_n1_s7","judgement_n2_s7","faculty_neg_1_s8","faculty_neg_2_s8","faculty_victim_s8","decision_neg1_s8","decision_neg2_s8","judgement_compare_s8","judgement_n1_s8","judgement_n2_s8","faculty_neg_1_s9","faculty_neg_2_s9","faculty_victim_s9","decision_neg1_s9","decision_neg2_s9","judgement_compare_s9","judgement_n1_s9","judgement_n2_s9","faculty_neg_1_s10","faculty_neg_2_s10","faculty_victim_s10","decision_neg1_s10","decision_neg2_s10","judgement_compare_s10","judgement_n1_s10","judgement_n2_s10","campus"
111,1,19,1,2,1,1,1,2,3,3,4,1,0,2,2,2,3,2,4,4,4,4,1,1,4,4,1,2,2,3,0,3,3,0,2,2,3,2,2,0,0,3,0,0,2,1,2,0,1,3,0,0,3,2,1,0,1,3,0,0,1,2,1,1,1,3,-1,-1,1,1,1,1,1,3,0,0,1,3,1,1,0,1,-2,2,2,2,1,0,0,3,1,1,1,2,1,0,0,3,1,1,1,2,1,0,0,3,2,2,1,1,1,1,0,1,-1,1,"Bucaramanga"
112,1,20,2,2,2,1,1,3,3,3,3,3,2,3,3,4,3,2,3,2,3,3,3,3,3,1,1,2,2,1,3,1,3,1,2,2,2,3,1,1,0,1,-9,9,3,1,2,0,1,2,9,-9,2,1,2,1,0,1,-9,9,3,3,2,0,0,3,9,9,3,1,2,0,0,3,9,9,1,1,2,1,1,3,-9,-9,2,2,2,0,1,2,9,-9,1,3,2,1,1,3,-9,-9,3,2,2,1,1,3,-9,-9,1,3,2,0,1,2,9,-9,"Bucaramanga"
113,1,18,2,2,2,1,1,3,4,4,4,1,3,3,2,2,3,4,4,3,2,2,0,3,3,4,4,4,3,1,2,0,3,1,3,2,2,3,2,0,1,2,9,-9,3,1,2,1,1,3,-9,-9,2,1,1,1,0,1,-4,4,3,3,2,1,1,3,-5,-5,1,3,2,0,0,3,9,9,3,3,2,1,0,1,-9,9,2,3,2,1,1,3,-9,-9,1,2,2,0,0,3,9,9,3,3,2,0,0,3,9,9,2,1,2,0,0,3,9,9,"Bucaramanga"
114,1,18,1,2,2,0,1,1,4,4,2,0,4,2,4,2,1,3,4,0,4,2,0,3,0,2,4,2,2,0,1,2,2,0,2,1,1,1,2,0,0,3,0,0,3,2,2,0,1,2,9,-9,1,3,2,0,0,3,9,9,3,3,2,0,0,3,9,9,2,2,2,1,0,1,-6,8,3,1,1,0,0,3,9,9,2,3,1,0,1,1,-5,5,3,1,2,1,1,3,-9,-9,2,2,1,1,0,1,-2,4,3,1,2,1,1,2,-6,-9,"Bucaramanga"
115,1,18,4,1,1,1,1,3,3,1,3,2,3,3,3,2,4,3,3,2,3,2,3,3,3,2,2,4,2,3,2,1,4,2,3,2,1,2,2,0,0,3,9,9,3,1,2,0,1,2,8,-7,2,1,1,1,1,3,-6,-6,1,1,2,1,1,3,-8,-8,3,2,2,0,0,3,8,8,1,3,1,0,1,2,8,-8,1,3,1,0,0,3,9,9,3,1,1,0,1,2,9,-8,1,3,1,1,0,1,-9,9,3,2,1,1,1,3,-9,-9,"Bucaramanga"
116,1,18,2,1,1,1,1,1,0,2,3,4,4,4,3,2,4,3,4,3,3,4,3,4,4,4,0,4,2,3,1,1,2,0,0,1,3,2,1,0,0,3,9,9,2,1,1,0,1,2,9,0,1,1,1,1,0,1,0,9,3,3,1,1,1,3,-9,-9,1,3,1,1,0,1,-9,9,3,2,2,0,0,3,9,9,2,3,2,1,0,1,-9,9,3,3,2,1,0,1,-9,9,1,3,2,0,0,3,9,9,2,2,2,1,1,3,0,0,"Bucaramanga"
117,1,19,3,1,2,1,1,1,4,4,3,2,2,3,1,1,4,2,4,3,3,4,3,4,2,3,4,2,4,3,4,2,4,3,2,2,3,2,1,0,0,3,9,9,1,2,2,1,1,3,-9,-9,1,3,1,1,1,3,-9,-9,3,1,1,1,0,1,-9,9,2,1,1,0,0,3,9,9,1,1,2,0,0,3,9,9,3,2,2,0,0,3,9,9,2,2,2,1,1,3,-9,-9,2,1,2,1,1,3,-9,-9,1,2,2,1,0,1,-9,9,"Bucaramanga"
118,1,19,3,2,2,1,1,2,4,4,4,1,1,4,3,2,2,4,4,4,4,4,1,4,4,2,2,4,2,2,0,2,2,1,3,1,2,3,2,0,1,2,8,5,2,2,2,0,0,3,9,9,3,3,2,0,1,1,5,8,2,3,2,0,1,2,8,4,1,2,2,0,0,3,9,9,3,2,1,1,1,3,5,5,1,2,1,1,0,1,4,8,1,3,2,1,0,1,4,8,3,3,2,1,1,3,4,4,1,1,1,1,0,1,4,8,"Bucaramanga"
119,1,18,4,2,2,1,1,1,2,3,3,0,1,4,1,2,1,1,3,2,2,3,1,1,4,2,1,2,2,1,1,1,2,1,2,2,3,2,2,1,0,1,-5,8,1,3,1,1,1,3,-8,-8,1,1,1,0,1,2,9,-9,1,2,1,1,1,1,-5,0,2,2,1,0,0,3,8,8,3,3,2,0,1,2,5,-8,1,2,2,0,1,2,8,-8,2,2,2,0,0,3,8,8,2,2,2,1,1,3,-8,-8,3,3,2,1,0,1,-8,8,"Bucaramanga"
120,1,21,3,2,2,1,1,1,2,4,4,1,3,3,3,3,1,2,4,2,4,4,1,3,4,1,3,2,2,1,0,2,1,1,3,1,3,1,2,1,1,3,-7,-7,2,3,2,0,1,3,-7,-7,1,3,2,0,0,3,9,9,2,1,2,0,1,2,9,-9,3,3,2,0,1,2,9,-9,2,2,2,0,0,3,9,9,1,3,1,0,0,3,9,9,2,1,2,0,0,3,9,9,2,2,1,1,1,3,-9,-9,2,1,2,1,0,3,-9,-9,"Bucaramanga"
121,1,21,3,2,2,1,1,4,3,3,3,0,3,0,4,2,1,4,2,1,4,2,0,2,4,0,1,3,2,0,0,2,1,0,3,2,2,1,2,1,1,3,-9,-9,3,3,1,0,1,2,9,-9,3,2,2,0,0,3,9,9,2,1,2,0,1,2,9,-9,1,3,2,1,0,1,-9,9,2,3,2,1,1,3,-9,-9,1,1,2,1,1,3,-9,-9,3,2,2,1,0,1,-9,9,3,2,2,1,1,3,-9,-9,1,2,2,0,1,2,9,-9,"Bucaramanga"
122,1,21,3,2,2,1,1,2,4,1,4,1,0,1,4,4,0,3,4,2,3,4,1,0,4,0,1,4,1,1,0,3,3,0,4,1,1,1,2,0,0,3,9,9,2,1,2,1,1,3,0,0,3,3,2,0,0,3,9,9,1,3,2,0,1,2,9,0,2,3,2,0,1,2,9,0,3,3,1,1,1,3,0,0,3,1,2,0,0,3,9,9,3,3,2,1,0,1,0,9,2,1,1,0,0,3,9,9,2,1,2,1,0,1,0,9,"Bucaramanga"
123,1,24,3,0,1,0,0,4,4,0,4,2,2,4,2,3,2,4,3,0,2,1,1,3,2,2,3,2,3,2,3,0,2,2,2,1,2,3,1,1,1,3,5,5,1,2,1,1,1,3,9,9,3,2,1,1,1,3,9,9,1,1,1,0,1,2,9,-9,3,2,1,0,1,3,9,9,1,1,2,0,0,3,9,9,2,2,2,1,0,2,9,-9,1,2,2,1,0,2,9,-9,1,1,2,0,0,3,9,9,3,3,2,0,0,3,9,9,"Bucaramanga"
124,1,19,1,2,2,1,1,2,1,1,1,2,3,3,3,4,3,2,2,1,3,0,0,4,4,0,0,2,0,0,2,1,1,0,1,2,3,3,1,0,0,3,-4,-4,3,1,1,0,1,3,3,3,3,2,1,0,0,1,-2,2,3,1,2,0,0,2,3,-3,1,3,1,1,0,2,-4,-5,1,1,2,0,0,1,-3,2,3,2,2,0,0,1,-4,-3,2,1,2,0,0,3,4,4,2,2,2,1,0,3,-5,-5,1,1,2,0,1,1,-3,3,"Bucaramanga"
125,1,21,3,2,2,1,1,1,2,4,4,2,3,3,3,2,3,3,2,2,4,3,2,3,1,2,3,3,2,3,1,2,2,0,3,2,1,2,2,1,0,1,0,9,1,2,2,0,1,2,9,0,2,3,2,0,0,3,9,9,2,3,2,0,1,2,9,0,3,1,2,0,1,2,9,0,3,1,2,1,1,3,0,0,1,1,2,0,0,3,9,9,3,1,2,1,1,3,0,0,3,3,2,1,1,3,0,0,1,3,2,0,0,3,9,9,"Bucaramanga"
126,1,21,2,2,2,1,1,3,2,2,3,3,3,4,0,2,1,1,4,2,2,0,2,2,4,1,1,2,0,0,0,1,0,0,1,1,2,3,2,0,1,1,-9,9,3,1,2,1,0,2,9,-9,3,1,2,1,1,3,-9,-9,1,3,2,0,0,3,9,9,3,1,2,0,0,3,9,9,1,1,1,0,0,3,9,9,2,1,2,1,0,1,-9,9,3,3,2,0,0,3,9,9,3,1,1,1,0,1,-9,9,2,2,2,1,0,1,-9,9,"Bucaramanga"
127,1,23,1,2,2,1,1,3,4,3,1,1,1,1,2,3,1,3,2,1,3,3,1,1,1,2,2,3,1,2,1,1,2,1,3,2,3,3,1,1,1,3,-1,-1,2,1,2,1,1,3,-1,-1,3,1,1,1,1,3,-1,-1,1,3,2,0,0,3,9,9,3,2,1,1,1,3,-1,-1,3,3,2,1,1,3,-4,-4,1,3,2,0,1,3,-4,-4,2,1,2,1,0,3,-4,-4,1,3,2,1,0,1,-4,5,2,3,2,0,0,3,7,7,"Bucaramanga"
128,1,21,1,2,2,0,0,2,1,3,1,3,2,2,1,3,2,0,2,2,4,3,1,1,2,3,1,2,2,0,2,1,1,3,0,1,2,1,2,1,0,2,4,-4,1,1,2,1,1,3,-9,-9,1,1,2,1,1,3,5,5,1,1,2,0,1,1,-4,7,2,2,2,0,1,1,-6,-5,1,1,2,0,0,1,-6,4,3,2,2,0,0,3,4,4,2,1,2,1,0,2,4,-3,2,3,1,0,0,3,0,0,3,3,1,1,0,1,-4,-3,"Bucaramanga"
129,1,21,3,2,2,1,1,0,0,2,4,0,0,4,2,2,0,1,2,4,2,3,0,0,4,2,0,2,1,0,0,1,0,0,2,2,1,1,2,0,0,3,9,9,2,1,1,0,1,2,9,-9,1,3,2,0,1,2,9,-9,2,3,1,0,0,3,9,9,2,1,2,0,1,2,9,-9,1,2,2,1,0,1,-9,9,3,1,2,1,0,1,-9,9,3,2,2,0,0,3,9,9,1,2,2,1,1,3,-9,-9,3,2,2,0,1,2,9,-9,"Bucaramanga"
130,1,19,2,2,2,1,1,0,1,4,4,0,1,4,4,2,1,3,4,2,3,4,1,0,4,2,1,3,1,1,0,0,1,0,3,1,2,1,2,0,1,2,5,-3,1,3,2,1,1,3,-5,-5,2,3,2,1,0,1,-4,6,2,2,2,1,0,1,-9,9,2,3,2,0,1,2,7,-4,3,2,1,0,0,3,5,5,3,2,2,0,0,3,5,5,2,1,2,0,1,2,5,-5,2,3,2,1,0,1,-9,9,3,1,2,0,1,2,8,-8,"Bucaramanga"
131,1,20,2,2,1,1,1,1,1,4,4,0,0,4,2,0,0,2,4,3,4,4,0,0,4,4,1,2,0,0,0,1,0,0,2,2,3,2,2,1,0,3,0,0,1,1,1,0,0,3,5,5,1,2,1,0,0,3,5,5,1,1,2,0,0,3,5,5,3,3,2,0,0,3,5,5,1,3,1,0,1,3,0,0,1,1,1,1,0,3,-5,-5,1,2,1,1,1,3,0,0,1,3,1,0,0,3,5,5,2,3,1,1,0,3,0,0,"Bucaramanga"
132,1,18,2,1,2,1,1,2,2,4,3,0,3,3,1,3,4,2,3,2,4,2,2,3,3,3,4,2,3,2,1,1,3,1,2,1,2,3,2,1,1,3,0,0,3,3,2,0,1,2,0,-9,2,1,2,1,0,1,-9,9,2,3,2,1,1,3,-9,-9,2,3,2,1,0,1,-9,0,2,1,1,0,0,3,9,9,3,1,1,0,1,2,0,-9,2,3,1,1,0,1,-7,0,3,2,2,1,1,3,-9,-9,2,2,2,1,1,3,-9,-9,"Bucaramanga"
133,1,21,1,2,1,1,1,0,2,4,3,1,0,1,4,2,1,2,2,1,3,4,1,0,3,2,2,3,1,0,0,3,2,0,2,1,2,1,1,1,0,1,-4,8,3,3,1,0,1,2,7,-7,1,1,1,1,1,3,0,0,1,3,1,0,0,3,5,5,2,2,1,1,0,1,-6,5,3,1,2,0,1,2,6,-6,3,2,2,1,0,1,-7,7,1,1,2,1,1,3,-5,-5,1,3,1,0,0,3,3,3,1,3,1,0,0,3,5,5,"Bucaramanga"
134,1,21,4,2,2,1,1,0,2,4,4,1,1,2,4,3,2,4,4,4,4,4,1,3,4,1,2,4,3,1,0,2,2,2,4,2,3,3,2,0,0,3,9,9,3,2,1,1,1,3,-9,-9,3,2,1,0,0,3,9,9,2,2,2,1,0,1,-9,9,2,2,1,1,0,1,-9,9,2,3,2,0,0,3,9,9,2,2,2,0,1,2,9,-9,3,3,2,1,0,1,-9,9,2,3,2,1,0,1,-9,9,1,2,2,1,1,3,-9,-9,"Bucaramanga"
135,1,21,3,1,2,1,1,4,3,2,4,4,1,4,2,4,3,2,3,4,4,3,0,4,4,2,2,2,3,1,0,2,0,0,3,2,2,1,1,1,0,1,-4,4,2,1,1,0,1,2,5,-5,3,1,1,0,0,3,0,0,1,2,1,1,0,1,-2,2,1,1,2,0,0,3,0,0,1,1,2,0,1,2,6,2,1,3,2,1,0,1,-1,6,2,2,2,1,0,1,1,4,1,3,2,1,1,3,-3,-3,1,3,2,0,0,3,1,1,"Bucaramanga"
136,1,18,2,2,1,1,1,1,1,1,4,0,2,2,3,3,3,2,4,3,3,3,1,2,2,1,0,2,1,1,0,3,2,0,0,1,2,1,1,1,0,1,-1,3,2,3,1,1,1,3,-7,-7,3,2,1,1,1,3,-6,-6,2,1,1,0,0,3,6,6,1,1,1,1,0,1,-6,6,3,2,1,1,1,3,0,0,1,2,2,1,1,3,0,0,3,1,2,1,1,3,-1,-1,2,3,2,1,1,3,-2,-2,1,2,2,0,0,3,6,6,"Bucaramanga"
137,1,20,4,1,2,1,1,2,2,3,3,0,1,1,1,4,4,3,2,2,4,4,0,4,4,3,1,1,2,2,1,3,3,0,4,1,3,1,2,0,1,2,4,-3,3,1,2,1,0,1,-5,2,3,3,2,0,0,3,4,4,1,2,2,1,1,3,-7,-7,3,1,2,0,1,2,3,-5,1,3,2,1,1,3,7,7,2,3,1,1,1,3,2,2,1,1,2,0,0,3,9,9,3,3,1,0,1,2,1,-5,1,3,2,1,1,3,-4,-4,"Bucaramanga"
138,1,21,2,1,2,1,1,1,0,0,0,1,2,4,4,4,3,3,3,2,4,4,0,4,4,2,2,3,2,1,2,4,0,4,4,1,1,2,2,1,1,3,-6,-6,2,3,2,0,0,3,9,9,1,3,2,1,0,1,-9,9,3,2,2,1,0,1,-9,9,3,1,2,0,1,1,-9,9,1,3,1,0,0,3,9,9,3,3,1,0,0,3,9,9,1,3,2,1,1,3,4,4,3,3,1,1,1,3,5,5,3,2,2,0,0,3,9,9,"Bucaramanga"
139,1,19,2,2,1,1,1,3,2,4,4,2,3,2,0,0,1,3,3,1,4,3,0,1,4,3,2,3,2,3,1,4,4,0,3,1,2,3,1,0,0,3,9,9,3,1,1,1,0,1,-5,6,2,1,1,1,0,1,-5,5,3,3,1,0,0,3,7,7,3,1,1,0,0,3,7,7,1,1,2,0,1,1,-3,5,1,3,1,0,1,1,-3,5,3,1,2,0,1,2,5,-3,3,2,2,1,0,1,-3,5,2,3,1,0,1,2,5,-3,"Bucaramanga"
140,1,19,1,1,2,1,1,1,4,4,4,3,1,4,4,4,4,4,4,3,4,4,2,4,4,0,4,4,4,4,0,4,3,0,4,2,2,1,2,1,1,3,5,5,2,3,1,0,0,3,9,9,1,2,1,1,1,3,-5,-5,2,3,1,0,1,1,-2,5,2,1,2,0,0,3,5,5,1,3,2,0,0,3,9,9,1,3,2,1,0,1,-1,1,2,2,2,0,1,2,1,-1,1,1,2,0,0,3,9,9,2,1,2,1,0,1,-5,0,"Bucaramanga"
141,1,20,2,2,2,1,1,1,1,4,4,1,1,4,3,2,2,3,3,3,4,4,1,1,4,2,1,3,4,1,0,2,1,0,3,1,3,1,2,0,1,3,5,5,1,3,2,1,0,3,5,5,3,1,2,0,0,3,9,9,1,3,2,0,0,3,5,5,2,3,2,1,0,2,6,-3,2,1,2,1,0,2,5,-4,3,1,2,1,1,1,-3,6,3,2,1,1,1,3,6,6,1,2,2,0,0,3,-3,-3,3,3,2,1,1,3,5,5,"Bucaramanga"
142,1,23,1,2,1,1,1,4,2,3,1,1,0,3,3,4,0,2,2,0,2,3,0,0,4,0,2,1,2,1,0,3,2,0,1,2,1,2,2,1,1,3,-9,-9,3,2,2,0,1,2,9,-9,1,2,2,0,0,3,9,9,3,3,1,1,1,3,-9,-9,1,3,2,1,0,1,-9,9,3,1,1,0,0,3,9,9,3,2,1,0,0,3,9,9,3,2,1,0,1,2,9,-9,3,2,1,1,0,1,-9,9,2,2,1,0,1,2,9,-9,"Bucaramanga"
143,1,19,1,1,2,1,1,3,4,4,4,3,1,3,4,2,4,4,3,3,3,4,3,3,4,1,4,4,4,4,0,2,4,0,4,2,1,2,2,0,0,3,0,0,2,2,2,0,1,1,-2,6,3,3,2,1,0,2,4,-2,1,3,1,0,1,1,-3,3,1,3,2,1,1,3,4,4,1,3,2,0,1,1,-3,6,3,3,2,0,1,1,-3,6,1,3,2,1,1,3,5,5,1,3,2,0,1,1,-3,5,1,1,2,0,0,3,0,0,"Bucaramanga"
144,1,18,2,2,1,1,1,4,4,4,4,0,0,4,4,2,0,3,3,3,4,3,0,0,4,0,1,1,0,1,0,1,3,0,1,2,3,3,2,1,1,3,-9,-9,1,2,1,0,0,3,9,9,1,3,1,1,0,1,-9,9,2,2,1,0,1,2,9,-9,1,2,1,1,1,3,-9,-9,1,3,1,1,0,1,-9,9,1,2,1,1,1,3,-9,-9,1,2,1,0,1,2,9,-9,1,1,1,1,0,1,-9,9,1,2,1,0,0,3,9,9,"Bucaramanga"
145,1,22,3,2,1,1,1,4,4,4,4,4,2,4,3,2,3,3,4,2,3,0,2,3,4,1,3,3,4,4,1,3,3,1,4,2,2,2,1,1,1,3,-9,-9,2,3,2,1,1,3,-9,-9,3,2,1,0,0,3,9,9,3,2,1,0,0,3,9,9,3,1,1,0,0,3,9,9,3,2,1,1,0,1,-9,9,1,3,1,0,1,2,9,-9,1,3,1,0,0,3,9,9,2,1,1,1,1,3,-9,-9,2,1,1,0,0,3,9,9,"Bucaramanga"
146,1,24,2,2,2,1,1,4,4,4,4,1,2,4,3,3,4,3,4,3,2,2,1,4,4,4,4,3,4,4,2,1,2,0,3,1,2,3,2,1,0,1,-9,9,1,2,2,0,0,3,9,9,2,3,2,0,0,3,9,9,2,1,2,1,1,3,-9,-9,3,1,2,0,1,2,9,-9,2,3,1,1,0,1,-9,9,3,2,2,1,1,3,-9,-9,2,2,1,1,1,3,-9,-9,3,2,2,0,0,3,9,9,3,3,1,1,0,1,-9,9,"Bucaramanga"
147,1,22,3,1,1,0,0,1,3,4,4,1,0,0,3,3,3,1,1,2,2,1,2,1,2,3,2,3,3,2,3,2,2,0,3,1,1,3,1,0,1,2,4,-3,3,2,1,0,0,3,5,5,1,2,1,0,0,3,7,7,2,3,1,0,1,3,9,9,1,1,1,0,0,3,-3,-3,3,2,2,1,1,3,-7,-7,1,2,2,0,0,3,7,7,1,1,2,0,0,3,-3,-3,3,1,2,0,0,3,-5,-5,3,1,1,0,0,3,-4,-4,"Bucaramanga"
148,1,23,3,1,1,1,1,1,2,4,4,1,1,2,2,3,2,2,4,4,3,4,0,1,4,2,0,2,3,0,0,1,2,0,2,2,1,3,2,1,0,3,7,7,1,3,2,1,0,3,7,7,3,2,1,0,0,3,9,9,1,3,2,0,0,3,9,9,2,3,2,1,0,3,7,7,1,3,1,1,0,3,5,5,1,3,1,1,1,3,5,5,3,3,1,1,0,3,6,6,2,2,1,1,0,3,6,6,3,2,1,1,0,3,6,6,"Bucaramanga"
149,1,21,3,2,2,1,1,2,3,2,3,0,0,2,3,2,3,3,3,2,4,4,1,1,4,1,1,3,0,1,0,3,1,0,3,1,2,2,2,1,0,1,-3,9,2,3,2,1,0,2,9,-3,1,3,2,1,0,1,-3,9,1,1,2,1,0,1,-4,6,2,2,2,1,1,3,-3,-3,2,1,2,0,0,3,0,0,1,1,2,0,0,3,0,0,1,1,2,0,0,3,0,0,2,2,2,1,1,3,-3,-3,1,3,2,0,0,3,0,0,"Bucaramanga"
150,1,21,3,1,2,1,1,3,3,3,3,2,1,4,3,3,3,2,4,2,3,3,3,0,4,2,1,2,4,3,0,2,1,0,1,2,2,1,1,0,1,2,3,-2,2,1,1,0,0,3,4,4,1,2,2,1,1,2,-3,-5,2,1,2,1,0,1,-5,-3,1,2,1,1,0,1,-3,4,3,1,2,0,1,2,6,-7,2,1,2,0,1,2,5,-6,2,3,2,1,1,1,-7,-4,1,3,2,0,1,2,4,-4,3,3,2,0,0,3,8,8,"Bucaramanga"
151,1,21,4,1,2,1,1,3,4,3,3,4,2,4,1,2,3,2,4,3,4,4,3,3,4,2,3,2,4,4,1,2,4,1,2,1,3,3,2,1,1,3,-9,-9,2,1,2,1,1,3,-2,-2,2,3,2,0,1,2,9,-9,1,3,2,1,1,3,-3,-3,3,3,2,0,1,2,6,-1,2,2,2,1,0,1,-5,0,3,3,2,1,0,1,-3,3,2,1,2,0,1,2,0,-2,3,2,2,1,1,3,-5,-5,3,1,1,0,1,2,1,-3,"Bucaramanga"
152,1,21,3,1,2,1,1,4,4,3,4,4,4,4,3,4,4,3,4,3,4,3,4,4,4,3,4,2,4,4,4,2,4,4,4,1,3,1,2,1,0,1,-8,9,2,2,2,1,0,1,-8,9,2,2,2,1,0,1,-8,9,1,3,2,1,1,3,-8,-8,3,3,2,1,0,1,-7,9,2,3,2,0,1,2,9,-8,3,3,1,0,1,2,9,-8,2,1,2,0,1,2,9,-8,2,2,2,1,1,3,-8,-8,1,3,2,1,1,3,-8,-8,"Bucaramanga"
153,1,20,4,2,2,1,1,3,4,2,3,2,1,1,3,2,1,3,3,2,2,4,1,1,4,2,1,4,2,3,1,2,4,1,1,1,2,2,2,0,0,3,9,9,1,2,2,0,1,2,9,-5,3,2,2,1,1,3,-5,-5,2,1,2,0,0,3,9,9,2,2,2,0,0,3,9,9,1,1,1,0,0,3,9,9,2,2,2,0,0,3,9,9,3,1,1,1,1,3,-5,-5,3,3,2,0,0,3,9,9,3,1,2,1,0,1,-6,9,"Bucaramanga"
154,1,20,4,2,2,1,1,3,3,1,0,1,3,2,4,4,3,2,0,2,2,1,0,0,1,3,1,3,2,2,1,1,0,1,2,1,3,1,2,0,0,3,9,9,1,3,2,0,0,3,9,9,2,3,2,0,1,2,7,-4,2,2,2,1,1,3,-9,-9,1,3,2,1,0,1,-5,9,2,3,1,0,0,3,9,9,3,2,2,0,1,2,9,-5,3,3,2,1,1,3,-9,-9,1,3,1,0,0,3,9,9,2,3,1,1,0,1,-9,9,"Bucaramanga"
155,1,20,4,2,2,1,1,1,2,4,2,3,4,3,4,3,1,3,3,4,4,2,1,4,4,2,2,2,0,2,1,2,2,0,1,2,2,2,2,0,1,2,9,-7,2,2,1,0,0,3,9,9,3,2,2,0,0,3,9,9,1,2,2,0,0,3,9,9,2,2,2,0,0,3,9,9,1,1,2,1,1,3,-9,-9,3,3,2,1,0,1,-7,8,2,3,2,0,1,2,8,-8,1,2,2,0,1,2,9,-9,3,3,2,0,1,2,8,-8,"Bucaramanga"
156,1,19,3,1,1,1,1,1,0,3,1,0,3,4,1,1,0,1,1,3,1,4,0,2,3,2,0,2,3,2,1,3,0,0,1,2,2,3,2,1,1,3,0,0,2,3,2,1,0,1,-2,5,3,2,2,1,0,1,-3,4,1,2,2,0,0,3,9,9,1,1,1,0,0,3,9,9,3,3,1,0,0,3,9,9,1,3,1,0,1,2,9,-9,3,3,1,0,1,2,5,-9,3,2,1,1,0,1,-9,9,3,2,1,0,0,3,9,9,"Bucaramanga"
157,1,20,2,2,1,1,1,2,2,4,4,0,0,2,1,2,2,2,3,2,4,2,0,2,2,2,2,2,2,2,0,2,1,2,2,2,2,3,1,0,0,3,9,9,1,3,2,1,0,1,-9,9,2,3,2,1,1,3,-9,-9,3,1,1,0,0,3,9,9,2,3,2,0,1,2,9,-9,2,1,1,0,1,2,9,-9,3,3,1,1,0,1,-9,9,2,1,1,1,0,1,-9,9,2,2,1,1,1,3,-9,-9,1,2,1,0,1,2,9,-9,"Bucaramanga"
158,1,18,0,2,1,1,1,1,1,3,3,0,1,2,1,1,1,0,3,2,3,1,0,1,3,2,1,2,0,0,0,1,0,0,1,1,1,1,1,1,0,1,-3,9,3,1,1,1,1,3,-5,-5,2,2,1,0,0,3,9,9,1,3,1,1,1,3,-5,-5,2,3,1,1,1,3,-6,-6,3,1,1,0,0,3,8,8,3,3,1,0,1,2,8,-6,2,1,1,1,0,1,-5,8,2,1,2,1,0,1,-5,9,2,2,1,1,0,1,-5,8,"Bucaramanga"
159,1,26,2,2,1,1,1,3,3,4,2,2,2,2,3,2,1,3,3,1,2,2,2,2,2,1,2,3,3,2,0,3,2,0,3,1,2,2,1,0,1,2,9,0,1,1,1,1,1,3,0,0,2,2,1,0,0,3,4,4,1,3,1,1,0,3,0,0,1,3,1,0,0,3,1,1,1,3,1,1,0,1,0,2,1,3,1,0,0,3,1,1,2,2,2,1,0,3,0,0,1,1,2,0,0,3,0,0,3,2,1,0,0,3,0,0,"Bucaramanga"
160,1,19,0,1,1,1,1,1,1,4,4,0,0,4,0,1,0,1,3,3,4,4,0,0,4,3,1,1,2,0,0,1,1,0,0,1,2,3,1,1,0,1,-9,9,2,2,1,0,1,2,9,-9,2,1,1,0,1,2,9,-9,3,2,1,1,1,3,-9,-9,3,2,1,0,1,2,9,-9,3,1,2,1,0,1,-9,9,2,1,2,1,0,1,-9,9,3,3,2,1,0,1,-9,9,2,3,1,0,0,3,9,9,2,3,1,1,0,1,-9,9,"Bucaramanga"
161,1,18,3,1,1,1,1,2,2,4,4,0,0,3,3,4,2,4,4,4,4,4,1,4,4,3,2,2,4,1,1,3,0,0,3,2,2,1,2,1,1,3,-3,-3,2,1,1,0,0,3,3,3,1,2,1,0,0,3,3,3,2,3,1,1,0,1,-5,2,1,3,2,1,0,1,-5,2,3,1,1,0,0,3,3,3,2,1,1,0,0,3,3,3,3,2,1,0,0,3,3,3,3,2,1,0,0,3,4,4,1,3,1,0,1,2,2,-3,"Bucaramanga"
