"id","stage","negotiator_slot","role","role_observer","age","economic_status","sex","sex_man","participant_faculty","participant_engineering","treatment","analysis_include","iri_total","iri_fs","iri_ec","iri_pt","iri_pd","faculty_negotiator","faculty_victim","negotiator_alignment","perp_outgroup","perp_control","victim_outgroup","same_group_harm","decision_accept","judgement","condemnation"
112,9,2,"victim",0,20,2,2,1,2,1,2,TRUE,2.46428571428571,2.42857142857143,2.75,2.42857142857143,2.16666666666667,2,2,"ingroup",0,0,0,1,1,-9,9
112,10,2,"victim",0,20,2,2,1,2,1,2,TRUE,2.46428571428571,2.42857142857143,2.75,2.42857142857143,2.16666666666667,3,2,"control",0,1,0,,1,-9,9
113,1,2,"observer",1,18,2,2,1,2,1,2,TRUE,2.67857142857143,2.14285714285714,3,2.85714285714286,2.66666666666667,3,2,"control",0,1,0,,1,-9,9
113,2,1,"observer",1,18,2,2,1,2,1,2,TRUE,2.67857142857143,2.14285714285714,3,2.85714285714286,2.66666666666667,3,2,"control",0,1,0,,1,-9,9
113,2,2,"observer",1,18,2,2,1,2,1,2,TRUE,2.67857142857143,2.14285714285714,3,2.85714285714286,2.66666666666667,1,2,"outgroup",1,0,0,0,1,-9,9
113,3,1,"observer",1,18,2,2,1,2,1,2,TRUE,2.67857142857143,2.14285714285714,3,2.85714285714286,2.66666666666667,2,1,"ingroup",0,0,1,0,1,-4,4
113,4,1,"observer",1,18,2,2,1,2,1,2,TRUE,2.67857142857143,2.14285714285714,3,2.85714285714286,2.66666666666667,3,2,"control",0,1,0,,1,-5,5
113,4,2,"observer",1,18,2,2,1,2,1,2,TRUE,2.67857142857143,2.14285714285714,3,2.85714285714286,2.66666666666667,3,2,"control",0,1,0,,1,-5,5
113,6,1,"victim",0,18,2,2,1,2,1,2,TRUE,2.67857142857143,2.14285714285714,3,2.85714285714286,2.66666666666667,3,2,"control",0,1,0,,1,-9,9
113,7,1,"victim",0,18,2,2,1,2,1,2,TRUE,2.67857142857143,2.14285714285714,3,2.85714285714286,2.66666666666667,2,2,"ingroup",0,0,0,1,1,-9,9
113,7,2,"victim",0,18,2,2,1,2,1,2,TRUE,2.67857142857143,2.14285714285714,3,2.85714285714286,2.66666666666667,3,2,"control",0,1,0,,1,-9,9
115,2,2,"observer",1,18,4,1,0,1,0,2,TRUE,2.64285714285714,2.42857142857143,2.625,2.85714285714286,2.66666666666667,1,2,"ingroup",0,0,1,0,1,-7,7
115,3,1,"observer",1,18,4,1,0,1,0,2,TRUE,2.64285714285714,2.42857142857143,2.625,2.85714285714286,2.66666666666667,2,1,"outgroup",1,0,0,0,1,-6,6
115,3,2,"observer",1,18,4,1,0,1,0,2,TRUE,2.64285714285714,2.42857142857143,2.625,2.85714285714286,2.66666666666667,1,1,"ingroup",0,0,0,1,1,-6,6
115,4,1,"observer",1,18,4,1,0,1,0,2,TRUE,2.64285714285714,2.42857142857143,2.625,2.85714285714286,2.66666666666667,1,2,"ingroup",0,0,1,0,1,-8,8
115,4,2,"observer",1,18,4,1,0,1,0,2,TRUE,2.64285714285714,2.42857142857143,2.625,2.85714285714286,2.66666666666667,1,2,"ingroup",0,0,1,0,1,-8,8
115,6,2,"victim",0,18,4,1,0,1,0,2,TRUE,2.64285714285714,2.42857142857143,2.625,2.85714285714286,2.66666666666667,3,1,"control",0,1,0,,1,-8,8
115,8,2,"victim",0,18,4,1,0,1,0,2,TRUE,2.64285714285714,2.42857142857143,2.625,2.85714285714286,2.66666666666667,1,1,"ingroup",0,0,0,1,1,-8,8
115,9,1,"victim",0,18,4,1,0,1,0,2,TRUE,2.64285714285714,2.42857142857143,2.625,2.85714285714286,2.66666666666667,1,1,"ingroup",0,0,0,1,1,-9,9
115,10,1,"victim",0,18,4,1,0,1,0,2,TRUE,2.64285714285714,2.42857142857143,2.625,2.85714285714286,2.66666666666667,3,1,"control",0,1,0,,1,-9,9
115,10,2,"victim",0,18,4,1,0,1,0,2,TRUE,2.64285714285714,2.42857142857143,2.625,2.85714285714286,2.66666666666667,2,1,"outgroup",1,0,0,0,1,-9,9
116,2,2,"victim",0,18,2,1,0,1,0,1,TRUE,2.57142857142857,2.42857142857143,2.125,3,2.83333333333333,1,1,"ingroup",0,0,0,1,1,0,0
116,3,1,"victim",0,18,2,1,0,1,0,1,TRUE,2.57142857142857,2.42857142857143,2.125,3,2.83333333333333,1,1,"ingroup",0,0,0,1,1,0,0
116,4,1,"victim",0,18,2,1,0,1,0,1,TRUE,2.57142857142857,2.42857142857143,2.125,3,2.83333333333333,3,1,"control",0,1,0,,1,-9,9
116,4,2,"victim",0,18,2,1,0,1,0,1,TRUE,2.57142857142857,2.42857142857143,2.125,3,2.83333333333333,3,1,"control",0,1,0,,1,-9,9
116,5,1,"victim",0,18,2,1,0,1,0,1,TRUE,2.57142857142857,2.42857142857143,2.125,3,2.83333333333333,1,1,"ingroup",0,0,0,1,1,-9,9
116,7,1,"observer",1,18,2,1,0,1,0,1,TRUE,2.57142857142857,2.42857142857143,2.125,3,2.83333333333333,2,2,"outgroup",1,0,1,1,1,-9,9
116,8,1,"observer",1,18,2,1,0,1,0,1,TRUE,2.57142857142857,2.42857142857143,2.125,3,2.83333333333333,3,2,"control",0,1,1,,1,-9,9
116,10,1,"observer",1,18,2,1,0,1,0,1,TRUE,2.57142857142857,2.42857142857143,2.125,3,2.83333333333333,2,2,"outgroup",1,0,1,1,1,0,0
116,10,2,"observer",1,18,2,1,0,1,0,1,TRUE,2.57142857142857,2.42857142857143,2.125,3,2.83333333333333,2,2,"outgroup",1,0,1,1,1,0,0
117,2,1,"observer",1,19,3,1,0,2,1,2,TRUE,2.89285714285714,2.71428571428571,3,2.85714285714286,3,1,2,"outgroup",1,0,0,0,1,-9,9
117,2,2,"observer",1,19,3,1,0,2,1,2,TRUE,2.89285714285714,2.71428571428571,3,2.85714285714286,3,2,2,"ingroup",0,0,0,1,1,-9,9
117,3,1,"observer",1,19,3,1,0,2,1,2,TRUE,2.89285714285714,2.71428571428571,3,2.85714285714286,3,1,1,"outgroup",1,0,1,1,1,-9,9
117,3,2,"observer",1,19,3,1,0,2,1,2,TRUE,2.89285714285714,2.71428571428571,3,2.85714285714286,3,3,1,"control",0,1,1,,1,-9,9
117,4,1,"observer",1,19,3,1,0,2,1,2,TRUE,2.89285714285714,2.71428571428571,3,2.85714285714286,3,3,1,"control",0,1,1,,1,-9,9
117,8,1,"victim",0,19,3,1,0,2,1,2,TRUE,2.89285714285714,2.71428571428571,3,2.85714285714286,3,2,2,"ingroup",0,0,0,1,1,-9,9
117,8,2,"victim",0,19,3,1,0,2,1,2,TRUE,2.89285714285714,2.71428571428571,3,2.85714285714286,3,2,2,"ingroup",0,0,0,1,1,-9,9
117,9,1,"victim",0,19,3,1,0,2,1,2,TRUE,2.89285714285714,2.71428571428571,3,2.85714285714286,3,2,2,"ingroup",0,0,0,1,1,-9,9
117,9,2,"victim",0,19,3,1,0,2,1,2,TRUE,2.89285714285714,2.71428571428571,3,2.85714285714286,3,1,2,"outgroup",1,0,0,0,1,-9,9
117,10,1,"victim",0,19,3,1,0,2,1,2,TRUE,2.89285714285714,2.71428571428571,3,2.85714285714286,3,1,2,"outgroup",1,0,0,0,1,-9,9
118,1,2,"victim",0,19,3,2,1,2,1,1,TRUE,2.71428571428571,2.28571428571429,2.875,3.28571428571429,2.33333333333333,3,2,"control",0,1,0,,1,5,-5
118,3,2,"victim",0,19,3,2,1,2,1,1,TRUE,2.71428571428571,2.28571428571429,2.875,3.28571428571429,2.33333333333333,3,2,"control",0,1,0,,1,8,-8
118,4,2,"victim",0,19,3,2,1,2,1,1,TRUE,2.71428571428571,2.28571428571429,2.875,3.28571428571429,2.33333333333333,3,2,"control",0,1,0,,1,4,-4
118,6,1,"observer",1,19,3,2,1,2,1,1,TRUE,2.71428571428571,2.28571428571429,2.875,3.28571428571429,2.33333333333333,3,1,"control",0,1,1,,1,5,-5
118,6,2,"observer",1,19,3,2,1,2,1,1,TRUE,2.71428571428571,2.28571428571429,2.875,3.28571428571429,2.33333333333333,2,1,"ingroup",0,0,1,0,1,5,-5
118,7,1,"observer",1,19,3,2,1,2,1,1,TRUE,2.71428571428571,2.28571428571429,2.875,3.28571428571429,2.33333333333333,1,1,"outgroup",1,0,1,1,1,4,-4
118,8,1,"observer",1,19,3,2,1,2,1,1,TRUE,2.71428571428571,2.28571428571429,2.875,3.28571428571429,2.33333333333333,1,2,"outgroup",1,0,0,0,1,4,-4
118,9,1,"observer",1,19,3,2,1,2,1,1,TRUE,2.71428571428571,2.28571428571429,2.875,3.28571428571429,2.33333333333333,3,2,"control",0,1,0,,1,4,-4
118,9,2,"observer",1,19,3,2,1,2,1,1,TRUE,2.71428571428571,2.28571428571429,2.875,3.28571428571429,2.33333333333333,3,2,"control",0,1,0,,1,4,-4
118,10,1,"observer",1,19,3,2,1,2,1,1,TRUE,2.71428571428571,2.28571428571429,2.875,3.28571428571429,2.33333333333333,1,1,"outgroup",1,0,1,1,1,4,-4
119,1,1,"observer",1,18,4,2,1,2,1,2,TRUE,1.78571428571429,1.57142857142857,1.875,1.85714285714286,1.83333333333333,3,2,"control",0,1,0,,1,-5,5
119,2,1,"observer",1,18,4,2,1,2,1,2,TRUE,1.78571428571429,1.57142857142857,1.875,1.85714285714286,1.83333333333333,1,1,"outgroup",1,0,1,1,1,-8,8
119,2,2,"observer",1,18,4,2,1,2,1,2,TRUE,1.78571428571429,1.57142857142857,1.875,1.85714285714286,1.83333333333333,3,1,"control",0,1,1,,1,-8,8
119,3,2,"observer",1,18,4,2,1,2,1,2,TRUE,1.78571428571429,1.57142857142857,1.875,1.85714285714286,1.83333333333333,1,1,"outgroup",1,0,1,1,1,-9,9
119,4,1,"observer",1,18,4,2,1,2,1,2,TRUE,1.78571428571429,1.57142857142857,1.875,1.85714285714286,1.83333333333333,1,1,"outgroup",1,0,1,1,1,-5,5
119,4,2,"observer",1,18,4,2,1,2,1,2,TRUE,1.78571428571429,1.57142857142857,1.875,1.85714285714286,1.83333333333333,2,1,"ingroup",0,0,1,0,1,0,0
119,6,2,"victim",0,18,4,2,1,2,1,2,TRUE,1.78571428571429,1.57142857142857,1.875,1.85714285714286,1.83333333333333,3,2,"control",0,1,0,,1,-8,8
119,7,2,"victim",0,18,4,2,1,2,1,2,TRUE,1.78571428571429,1.57142857142857,1.875,1.85714285714286,1.83333333333333,2,2,"ingroup",0,0,0,1,1,-8,8
119,9,1,"victim",0,18,4,2,1,2,1,2,TRUE,1.78571428571429,1.57142857142857,1.875,1.85714285714286,1.83333333333333,2,2,"ingroup",0,0,0,1,1,-8,8
119,9,2,"victim",0,18,4,2,1,2,1,2,TRUE,1.78571428571429,1.57142857142857,1.875,1.85714285714286,1.83333333333333,2,2,"ingroup",0,0,0,1,1,-8,8
119,10,1,"victim",0,18,4,2,1,2,1,2,TRUE,1.78571428571429,1.57142857142857,1.875,1.85714285714286,1.83333333333333,3,2,"control",0,1,0,,1,-8,8
120,1,1,"victim",0,21,3,2,1,2,1,1,TRUE,2.32142857142857,2.14285714285714,2.5,2.42857142857143,2.16666666666667,3,2,"control",0,1,0,,1,-7,7
120,1,2,"victim",0,21,3,2,1,2,1,1,TRUE,2.32142857142857,2.14285714285714,2.5,2.42857142857143,2.16666666666667,1,2,"outgroup",1,0,0,0,1,-7,7
120,2,2,"victim",0,21,3,2,1,2,1,1,TRUE,2.32142857142857,2.14285714285714,2.5,2.42857142857143,2.16666666666667,3,2,"control",0,1,0,,1,-7,7
120,4,2,"victim",0,21,3,2,1,2,1,1,TRUE,2.32142857142857,2.14285714285714,2.5,2.42857142857143,2.16666666666667,1,2,"outgroup",1,0,0,0,1,-9,9
120,5,2,"victim",0,21,3,2,1,2,1,1,TRUE,2.32142857142857,2.14285714285714,2.5,2.42857142857143,2.16666666666667,3,2,"control",0,1,0,,1,-9,9
120,9,1,"observer",1,21,3,2,1,2,1,1,TRUE,2.32142857142857,2.14285714285714,2.5,2.42857142857143,2.16666666666667,2,1,"ingroup",0,0,1,0,1,-9,9
120,9,2,"observer",1,21,3,2,1,2,1,1,TRUE,2.32142857142857,2.14285714285714,2.5,2.42857142857143,2.16666666666667,2,1,"ingroup",0,0,1,0,1,-9,9
120,10,1,"observer",1,21,3,2,1,2,1,1,TRUE,2.32142857142857,2.14285714285714,2.5,2.42857142857143,2.16666666666667,2,2,"ingroup",0,0,0,1,1,-9,9
121,1,1,"observer",1,21,3,2,1,2,1,2,TRUE,1.92857142857143,1.28571428571429,2.125,2.42857142857143,1.83333333333333,2,2,"ingroup",0,0,0,1,1,-9,9
121,1,2,"observer",1,21,3,2,1,2,1,2,TRUE,1.92857142857143,1.28571428571429,2.125,2.42857142857143,1.83333333333333,1,2,"outgroup",1,0,0,0,1,-9,9
121,2,2,"observer",1,21,3,2,1,2,1,2,TRUE,1.92857142857143,1.28571428571429,2.125,2.42857142857143,1.83333333333333,3,1,"control",0,1,1,,1,-9,9
121,4,2,"observer",1,21,3,2,1,2,1,2,TRUE,1.92857142857143,1.28571428571429,2.125,2.42857142857143,1.83333333333333,1,2,"outgroup",1,0,0,0,1,-9,9
121,5,1,"observer",1,21,3,2,1,2,1,2,TRUE,1.92857142857143,1.28571428571429,2.125,2.42857142857143,1.83333333333333,1,2,"outgroup",1,0,0,0,1,-9,9
121,6,1,"victim",0,21,3,2,1,2,1,2,TRUE,1.92857142857143,1.28571428571429,2.125,2.42857142857143,1.83333333333333,2,2,"ingroup",0,0,0,1,1,-9,9
121,6,2,"victim",0,21,3,2,1,2,1,2,TRUE,1.92857142857143,1.28571428571429,2.125,2.42857142857143,1.83333333333333,3,2,"control",0,1,0,,1,-9,9
121,7,1,"victim",0,21,3,2,1,2,1,2,TRUE,1.92857142857143,1.28571428571429,2.125,2.42857142857143,1.83333333333333,1,2,"outgroup",1,0,0,0,1,-9,9
121,7,2,"victim",0,21,3,2,1,2,1,2,TRUE,1.92857142857143,1.28571428571429,2.125,2.42857142857143,1.83333333333333,1,2,"outgroup",1,0,0,0,1,-9,9
121,8,1,"victim",0,21,3,2,1,2,1,2,TRUE,1.92857142857143,1.28571428571429,2.125,2.42857142857143,1.83333333333333,3,2,"control",0,1,0,,1,-9,9
121,9,1,"victim",0,21,3,2,1,2,1,2,TRUE,1.92857142857143,1.28571428571429,2.125,2.42857142857143,1.83333333333333,3,2,"control",0,1,0,,1,-9,9
121,9,2,"victim",0,21,3,2,1,2,1,2,TRUE,1.92857142857143,1.28571428571429,2.125,2.42857142857143,1.83333333333333,2,2,"ingroup",0,0,0,1,1,-9,9
121,10,2,"victim",0,21,3,2,1,2,1,2,TRUE,1.92857142857143,1.28571428571429,2.125,2.42857142857143,1.83333333333333,2,2,"ingroup",0,0,0,1,1,-9,9
122,2,1,"victim",0,21,3,2,1,2,1,1,TRUE,2.10714285714286,1.85714285714286,2.375,2.85714285714286,1.16666666666667,2,2,"ingroup",0,0,0,1,1,0,0
122,2,2,"victim",0,21,3,2,1,2,1,1,TRUE,2.10714285714286,1.85714285714286,2.375,2.85714285714286,1.16666666666667,1,2,"outgroup",1,0,0,0,1,0,0
122,4,2,"victim",0,21,3,2,1,2,1,1,TRUE,2.10714285714286,1.85714285714286,2.375,2.85714285714286,1.16666666666667,3,2,"control",0,1,0,,1,0,0
122,5,2,"victim",0,21,3,2,1,2,1,1,TRUE,2.10714285714286,1.85714285714286,2.375,2.85714285714286,1.16666666666667,3,2,"control",0,1,0,,1,0,0
122,6,1,"observer",1,21,3,2,1,2,1,1,TRUE,2.10714285714286,1.85714285714286,2.375,2.85714285714286,1.16666666666667,3,1,"control",0,1,1,,1,0,0
122,6,2,"observer",1,21,3,2,1,2,1,1,TRUE,2.10714285714286,1.85714285714286,2.375,2.85714285714286,1.16666666666667,3,1,"control",0,1,1,,1,0,0
122,8,1,"observer",1,21,3,2,1,2,1,1,TRUE,2.10714285714286,1.85714285714286,2.375,2.85714285714286,1.16666666666667,3,2,"control",0,1,0,,1,0,0
122,10,1,"observer",1,21,3,2,1,2,1,1,TRUE,2.10714285714286,1.85714285714286,2.375,2.85714285714286,1.16666666666667,2,2,"ingroup",0,0,0,1,1,0,0
124,2,2,"observer",1,19,1,2,1,2,1,2,TRUE,1.64285714285714,1.42857142857143,2,1.28571428571429,1.83333333333333,1,1,"outgroup",1,0,1,1,1,3,-3
124,5,1,"observer",1,19,1,2,1,2,1,2,TRUE,1.64285714285714,1.42857142857143,2,1.28571428571429,1.83333333333333,1,1,"outgroup",1,0,1,1,1,-4,4
124,9,1,"victim",0,19,1,2,1,2,1,2,TRUE,1.64285714285714,1.42857142857143,2,1.28571428571429,1.83333333333333,2,2,"ingroup",0,0,0,1,1,-5,5
124,10,2,"victim",0,19,1,2,1,2,1,2,TRUE,1.64285714285714,1.42857142857143,2,1.28571428571429,1.83333333333333,1,2,"outgroup",1,0,0,0,1,3,-3
125,1,1,"observer",1,21,3,2,1,2,1,2,TRUE,2.42857142857143,2.14285714285714,2.625,3,1.83333333333333,1,2,"outgroup",1,0,0,0,1,0,0
125,2,2,"observer",1,21,3,2,1,2,1,2,TRUE,2.42857142857143,2.14285714285714,2.625,3,1.83333333333333,2,2,"ingroup",0,0,0,1,1,0,0
125,4,2,"observer",1,21,3,2,1,2,1,2,TRUE,2.42857142857143,2.14285714285714,2.625,3,1.83333333333333,3,2,"control",0,1,0,,1,0,0
125,5,2,"observer",1,21,3,2,1,2,1,2,TRUE,2.42857142857143,2.14285714285714,2.625,3,1.83333333333333,1,2,"outgroup",1,0,0,0,1,0,0
125,6,1,"victim",0,21,3,2,1,2,1,2,TRUE,2.42857142857143,2.14285714285714,2.625,3,1.83333333333333,3,2,"control",0,1,0,,1,0,0
125,6,2,"victim",0,21,3,2,1,2,1,2,TRUE,2.42857142857143,2.14285714285714,2.625,3,1.83333333333333,1,2,"outgroup",1,0,0,0,1,0,0
125,8,1,"victim",0,21,3,2,1,2,1,2,TRUE,2.42857142857143,2.14285714285714,2.625,3,1.83333333333333,3,2,"control",0,1,0,,1,0,0
125,8,2,"victim",0,21,3,2,1,2,1,2,TRUE,2.42857142857143,2.14285714285714,2.625,3,1.83333333333333,1,2,"outgroup",1,0,0,0,1,0,0
125,9,1,"victim",0,21,3,2,1,2,1,2,TRUE,2.42857142857143,2.14285714285714,2.625,3,1.83333333333333,3,2,"control",0,1,0,,1,0,0
125,9,2,"victim",0,21,3,2,1,2,1,2,TRUE,2.42857142857143,2.14285714285714,2.625,3,1.83333333333333,3,2,"control",0,1,0,,1,0,0
126,1,2,"victim",0,21,2,2,1,2,1,1,TRUE,1.64285714285714,2.57142857142857,1.625,0.714285714285714,1.66666666666667,3,2,"control",0,1,0,,1,9,-9
126,2,1,"victim",0,21,2,2,1,2,1,1,TRUE,1.64285714285714,2.57142857142857,1.625,0.714285714285714,1.66666666666667,3,2,"control",0,1,0,,1,9,-9
126,3,1,"victim",0,21,2,2,1,2,1,1,TRUE,1.64285714285714,2.57142857142857,1.625,0.714285714285714,1.66666666666667,3,2,"control",0,1,0,,1,-9,9
126,3,2,"victim",0,21,2,2,1,2,1,1,TRUE,1.64285714285714,2.57142857142857,1.625,0.714285714285714,1.66666666666667,1,2,"outgroup",1,0,0,0,1,-9,9
126,7,1,"observer",1,21,2,2,1,2,1,1,TRUE,1.64285714285714,2.57142857142857,1.625,0.714285714285714,1.66666666666667,2,2,"ingroup",0,0,0,1,1,-9,9
126,9,1,"observer",1,21,2,2,1,2,1,1,TRUE,1.64285714285714,2.57142857142857,1.625,0.714285714285714,1.66666666666667,3,1,"control",0,1,1,,1,-9,9
126,10,1,"observer",1,21,2,2,1,2,1,1,TRUE,1.64285714285714,2.57142857142857,1.625,0.714285714285714,1.66666666666667,2,2,"ingroup",0,0,0,1,1,-9,9
127,1,1,"observer",1,23,1,2,1,2,1,2,TRUE,1.89285714285714,1.57142857142857,2.25,2.57142857142857,1,3,1,"control",0,1,1,,1,-1,1
127,1,2,"observer",1,23,1,2,1,2,1,2,TRUE,1.89285714285714,1.57142857142857,2.25,2.57142857142857,1,3,1,"control",0,1,1,,1,-1,1
127,2,1,"observer",1,23,1,2,1,2,1,2,TRUE,1.89285714285714,1.57142857142857,2.25,2.57142857142857,1,2,2,"ingroup",0,0,0,1,1,-1,1
127,2,2,"observer",1,23,1,2,1,2,1,2,TRUE,1.89285714285714,1.57142857142857,2.25,2.57142857142857,1,1,2,"outgroup",1,0,0,0,1,-1,1
127,3,1,"observer",1,23,1,2,1,2,1,2,TRUE,1.89285714285714,1.57142857142857,2.25,2.57142857142857,1,3,1,"control",0,1,1,,1,-1,1
127,3,2,"observer",1,23,1,2,1,2,1,2,TRUE,1.89285714285714,1.57142857142857,2.25,2.57142857142857,1,1,1,"outgroup",1,0,1,1,1,-1,1
127,5,1,"observer",1,23,1,2,1,2,1,2,TRUE,1.89285714285714,1.57142857142857,2.25,2.57142857142857,1,3,1,"control",0,1,1,,1,-1,1
127,5,2,"observer",1,23,1,2,1,2,1,2,TRUE,1.89285714285714,1.57142857142857,2.25,2.57142857142857,1,2,1,"ingroup",0,0,1,0,1,-1,1
127,6,1,"victim",0,23,1,2,1,2,1,2,TRUE,1.89285714285714,1.57142857142857,2.25,2.57142857142857,1,3,2,"control",0,1,0,,1,-4,4
127,6,2,"victim",0,23,1,2,1,2,1,2,TRUE,1.89285714285714,1.57142857142857,2.25,2.57142857142857,1,3,2,"control",0,1,0,,1,-4,4
127,7,2,"victim",0,23,1,2,1,2,1,2,TRUE,1.89285714285714,1.57142857142857,2.25,2.57142857142857,1,3,2,"control",0,1,0,,1,-4,4
127,8,1,"victim",0,23,1,2,1,2,1,2,TRUE,1.89285714285714,1.57142857142857,2.25,2.57142857142857,1,2,2,"ingroup",0,0,0,1,1,-4,4
127,9,1,"victim",0,23,1,2,1,2,1,2,TRUE,1.89285714285714,1.57142857142857,2.25,2.57142857142857,1,1,2,"outgroup",1,0,0,0,1,-4,4
129,2,2,"observer",1,21,3,2,1,2,1,2,TRUE,1.35714285714286,1,1.5,1.42857142857143,1.5,1,1,"outgroup",1,0,1,1,1,-9,9
129,3,2,"observer",1,21,3,2,1,2,1,2,TRUE,1.35714285714286,1,1.5,1.42857142857143,1.5,3,2,"control",0,1,0,,1,-9,9
129,5,2,"observer",1,21,3,2,1,2,1,2,TRUE,1.35714285714286,1,1.5,1.42857142857143,1.5,1,2,"outgroup",1,0,0,0,1,-9,9
129,6,1,"victim",0,21,3,2,1,2,1,2,TRUE,1.35714285714286,1,1.5,1.42857142857143,1.5,1,2,"outgroup",1,0,0,0,1,-9,9
129,7,1,"victim",0,21,3,2,1,2,1,2,TRUE,1.35714285714286,1,1.5,1.42857142857143,1.5,3,2,"control",0,1,0,,1,-9,9
129,9,1,"victim",0,21,3,2,1,2,1,2,TRUE,1.35714285714286,1,1.5,1.42857142857143,1.5,1,2,"outgroup",1,0,0,0,1,-9,9
129,9,2,"victim",0,21,3,2,1,2,1,2,TRUE,1.35714285714286,1,1.5,1.42857142857143,1.5,2,2,"ingroup",0,0,0,1,1,-9,9
129,10,2,"victim",0,21,3,2,1,2,1,2,TRUE,1.35714285714286,1,1.5,1.42857142857143,1.5,2,2,"ingroup",0,0,0,1,1,-9,9
130,1,2,"victim",0,19,2,2,1,2,1,1,TRUE,1.92857142857143,1.42857142857143,1.875,2.85714285714286,1.5,1,2,"outgroup",1,0,0,0,1,-3,3
130,2,1,"victim",0,19,2,2,1,2,1,1,TRUE,1.92857142857143,1.42857142857143,1.875,2.85714285714286,1.5,1,2,"outgroup",1,0,0,0,1,-5,5
130,2,2,"victim",0,19,2,2,1,2,1,1,TRUE,1.92857142857143,1.42857142857143,1.875,2.85714285714286,1.5,3,2,"control",0,1,0,,1,-5,5
130,3,1,"victim",0,19,2,2,1,2,1,1,TRUE,1.92857142857143,1.42857142857143,1.875,2.85714285714286,1.5,2,2,"ingroup",0,0,0,1,1,-4,4
130,4,1,"victim",0,19,2,2,1,2,1,1,TRUE,1.92857142857143,1.42857142857143,1.875,2.85714285714286,1.5,2,2,"ingroup",0,0,0,1,1,-9,9
130,5,2,"victim",0,19,2,2,1,2,1,1,TRUE,1.92857142857143,1.42857142857143,1.875,2.85714285714286,1.5,3,2,"control",0,1,0,,1,-4,4
130,8,2,"observer",1,19,2,2,1,2,1,1,TRUE,1.92857142857143,1.42857142857143,1.875,2.85714285714286,1.5,1,2,"outgroup",1,0,0,0,1,-5,5
130,9,1,"observer",1,19,2,2,1,2,1,1,TRUE,1.92857142857143,1.42857142857143,1.875,2.85714285714286,1.5,2,2,"ingroup",0,0,0,1,1,-9,9
130,10,2,"observer",1,19,2,2,1,2,1,1,TRUE,1.92857142857143,1.42857142857143,1.875,2.85714285714286,1.5,1,2,"outgroup",1,0,0,0,1,-8,8
131,1,1,"observer",1,20,2,2,1,1,0,2,TRUE,1.67857142857143,1.57142857142857,1.875,2,1.16666666666667,3,2,"control",0,1,1,,1,0,0
131,6,2,"victim",0,20,2,2,1,1,0,2,TRUE,1.67857142857143,1.57142857142857,1.875,2,1.16666666666667,3,1,"control",0,1,0,,1,0,0
131,7,1,"victim",0,20,2,2,1,1,0,2,TRUE,1.67857142857143,1.57142857142857,1.875,2,1.16666666666667,1,1,"ingroup",0,0,0,1,1,-5,5
131,8,1,"victim",0,20,2,2,1,1,0,2,TRUE,1.67857142857143,1.57142857142857,1.875,2,1.16666666666667,1,1,"ingroup",0,0,0,1,1,0,0
131,8,2,"victim",0,20,2,2,1,1,0,2,TRUE,1.67857142857143,1.57142857142857,1.875,2,1.16666666666667,2,1,"outgroup",1,0,0,0,1,0,0
131,10,1,"victim",0,20,2,2,1,1,0,2,TRUE,1.67857142857143,1.57142857142857,1.875,2,1.16666666666667,2,1,"outgroup",1,0,0,0,1,0,0
132,1,1,"victim",0,18,2,1,0,2,1,1,TRUE,2.42857142857143,2.14285714285714,2.625,2.28571428571429,2.66666666666667,2,2,"ingroup",0,0,0,1,1,0,0
132,1,2,"victim",0,18,2,1,0,2,1,1,TRUE,2.42857142857143,2.14285714285714,2.625,2.28571428571429,2.66666666666667,3,2,"control",0,1,0,,1,0,0
132,2,2,"victim",0,18,2,1,0,2,1,1,TRUE,2.42857142857143,2.14285714285714,2.625,2.28571428571429,2.66666666666667,3,2,"control",0,1,0,,1,-9,9
132,3,1,"victim",0,18,2,1,0,2,1,1,TRUE,2.42857142857143,2.14285714285714,2.625,2.28571428571429,2.66666666666667,2,2,"ingroup",0,0,0,1,1,-9,9
132,4,1,"victim",0,18,2,1,0,2,1,1,TRUE,2.42857142857143,2.14285714285714,2.625,2.28571428571429,2.66666666666667,2,2,"ingroup",0,0,0,1,1,-9,9
132,4,2,"victim",0,18,2,1,0,2,1,1,TRUE,2.42857142857143,2.14285714285714,2.625,2.28571428571429,2.66666666666667,3,2,"control",0,1,0,,1,-9,9
132,5,1,"victim",0,18,2,1,0,2,1,1,TRUE,2.42857142857143,2.14285714285714,2.625,2.28571428571429,2.66666666666667,2,2,"ingroup",0,0,0,1,1,-9,9
132,7,2,"observer",1,18,2,1,0,2,1,1,TRUE,2.42857142857143,2.14285714285714,2.625,2.28571428571429,2.66666666666667,1,1,"outgroup",1,0,1,1,1,-9,9
132,8,1,"observer",1,18,2,1,0,2,1,1,TRUE,2.42857142857143,2.14285714285714,2.625,2.28571428571429,2.66666666666667,2,1,"ingroup",0,0,1,0,1,-7,7
132,9,1,"observer",1,18,2,1,0,2,1,1,TRUE,2.42857142857143,2.14285714285714,2.625,2.28571428571429,2.66666666666667,3,2,"control",0,1,0,,1,-9,9
132,9,2,"observer",1,18,2,1,0,2,1,1,TRUE,2.42857142857143,2.14285714285714,2.625,2.28571428571429,2.66666666666667,2,2,"ingroup",0,0,0,1,1,-9,9
