"id","commitment","age","economic_status","sex","faculty_player","ac1","ac2","FS1","EC2","PT3","EC4","FS5","PD6","FS7","PT8","EC9","PD10","PT11","FS12","PD13","EC14","PT15","FS16","EC17","PD18","EC19","FS20","PT21","PD22","PT23","EC24","FS25","PT26","PD27","EC28","treatment","faculty_neg_1_s1","faculty_neg_2_s1","faculty_victim_s1","decision_neg1_s1","decision_neg2_s1","judgement_compare_s1","judgement_n1_s1","judgement_n2_s1","faculty_neg_1_s2","faculty_neg_2_s2","faculty_victim_s2","decision_neg1_s2","decision_neg2_s2","judgement_compare_s2","judgement_n1_s2","judgement_n2_s2","faculty_neg_1_s3","faculty_neg_2_s3","faculty_victim_s3","decision_neg1_s3","decision_neg2_s3","judgement_compare_s3","judgement_n1_s3","judgement_n2_s3","faculty_neg_1_s4","faculty_neg_2_s4","faculty_victim_s4","decision_neg1_s4","decision_neg2_s4","judgement_compare_s4","judgement_n1_s4","judgement_n2_s4","faculty_neg_1_s5","faculty_neg_2_s5","faculty_victim_s5","decision_neg1_s5","decision_neg2_s5","judgement_compare_s5","judgement_n1_s5","judgement_n2_s5","faculty_neg_1_s6","faculty_neg_2_s6","faculty_victim_s6","decision_neg1_s6","decision_neg2_s6","judgement_compare_s6","judgement_n1_s6","judgement_n2_s6","faculty_neg_1_s7","faculty_neg_2_s7","faculty_victim_s7","decision_neg1_s7","decision_neg2_s7","judgement_compare_s7","judgement_n1_s7","judgement_n2_s7","faculty_neg_1_s8","faculty_neg_2_s8","faculty_victim_s8","decision_neg1_s8","decision_neg2_s8","judgement_compare_s8","judgement_n1_s8","judgement_n2_s8","faculty_neg_1_s9","faculty_neg_2_s9","faculty_victim_s9","decision_neg1_s9","decision_neg2_s9","judgement_compare_s9","judgement_n1_s9","judgement_n2_s9","faculty_neg_1_s10","faculty_neg_2_s10","faculty_victim_s10","decision_neg1_s10","decision_neg2_s10","judgement_compare_s10","judgement_n1_s10","judgement_n2_s10","campus","sex_label","faculty_player_label","treatment_label","attention_pass","valid_treatment","iri_total","iri_fs","iri_ec","iri_pt","iri_pd","analysis_include"
143,1,19,1,1,2,1,1,3,4,4,4,3,1,3,4,2,4,4,3,3,3,4,3,3,4,1,4,4,4,4,0,2,4,0,4,2,1,2,2,0,0,3,0,0,2,2,2,0,1,1,-2,6,3,3,2,1,0,2,4,-2,1,3,1,0,1,1,-3,3,1,3,2,1,1,3,4,4,1,3,2,0,1,1,-3,6,3,3,2,0,1,1,-3,6,1,3,2,1,1,3,5,5,1,3,2,0,1,1,-3,5,1,1,2,0,0,3,0,0,"Bucaramanga","Woman","Engineering","Observer first",TRUE,TRUE,3.07142857142857,3,2.625,4,2.66666666666667,TRUE
144,1,18,2,2,1,1,1,4,4,4,4,0,0,4,4,2,0,3,3,3,4,3,0,0,4,0,1,1,0,1,0,1,3,0,1,2,3,3,2,1,1,3,-9,-9,1,2,1,0,0,3,9,9,1,3,1,1,0,1,-9,9,2,2,1,0,1,2,9,-9,1,2,1,1,1,3,-9,-9,1,3,1,1,0,1,-9,9,1,2,1,1,1,3,-9,-9,1,2,1,0,1,2,9,-9,1,1,1,1,0,1,-9,9,1,2,1,0,0,3,9,9,"Bucaramanga","Man","Humanities","Observer first",TRUE,TRUE,1.92857142857143,1.85714285714286,1.875,2.71428571428571,1.16666666666667,TRUE
145,1,22,3,2,1,1,1,4,4,4,4,4,2,4,3,2,3,3,4,2,3,0,2,3,4,1,3,3,4,4,1,3,3,1,4,2,2,2,1,1,1,3,-9,-9,2,3,2,1,1,3,-9,-9,3,2,1,0,0,3,9,9,3,2,1,0,0,3,9,9,3,1,1,0,0,3,9,9,3,2,1,1,0,1,-9,9,1,3,1,0,1,2,9,-9,1,3,1,0,0,3,9,9,2,1,1,1,1,3,-9,-9,2,1,1,0,0,3,9,9,"Bucaramanga","Man","Humanities","Observer first",TRUE,TRUE,2.92857142857143,3.42857142857143,2.75,2.85714285714286,2.66666666666667,TRUE
146,1,24,2,2,2,1,1,4,4,4,4,1,2,4,3,3,4,3,4,3,2,2,1,4,4,4,4,3,4,4,2,1,2,0,3,1,2,3,2,1,0,1,-9,9,1,2,2,0,0,3,9,9,2,3,2,0,0,3,9,9,2,1,2,1,1,3,-9,-9,3,1,2,0,1,2,9,-9,2,3,1,1,0,1,-9,9,3,2,2,1,1,3,-9,-9,2,2,1,1,1,3,-9,-9,3,2,2,0,0,3,9,9,3,3,1,1,0,1,-9,9,"Bucaramanga","Man","Engineering","Victim first",TRUE,TRUE,2.96428571428571,2.71428571428571,3.25,3,2.83333333333333,TRUE
147,1,22,3,1,1,0,0,1,3,4,4,1,0,0,3,3,3,1,1,2,2,1,2,1,2,3,2,3,3,2,3,2,2,0,3,1,1,3,1,0,1,2,4,-3,3,2,1,0,0,3,5,5,1,2,1,0,0,3,7,7,2,3,1,0,1,3,9,9,1,1,1,0,0,3,-3,-3,3,2,2,1,1,3,-7,-7,1,2,2,0,0,3,7,7,1,1,2,0,0,3,-3,-3,3,1,2,0,0,3,-5,-5,3,1,1,0,0,3,-4,-4,"Bucaramanga","Woman","Humanities","Victim first",FALSE,TRUE,2.03571428571429,1.28571428571429,2.75,2.28571428571429,1.66666666666667,FALSE
148,1,23,3,1,1,1,1,1,2,4,4,1,1,2,2,3,2,2,4,4,3,4,0,1,4,2,0,2,3,0,0,1,2,0,2,2,1,3,2,1,0,3,7,7,1,3,2,1,0,3,7,7,3,2,1,0,0,3,9,9,1,3,2,0,0,3,9,9,2,3,2,1,0,3,7,7,1,3,1,1,0,3,5,5,1,3,1,1,1,3,5,5,3,3,1,1,0,3,6,6,2,2,1,1,0,3,6,6,3,2,1,1,0,3,6,6,"Bucaramanga","Woman","Humanities","Observer first",TRUE,TRUE,2,1.28571428571429,2.125,2.28571428571429,2.33333333333333,TRUE
149,1,21,3,2,2,1,1,2,3,2,3,0,0,2,3,2,3,3,3,2,4,4,1,1,4,1,1,3,0,1,0,3,1,0,3,1,2,2,2,1,0,1,-3,9,2,3,2,1,0,2,9,-3,1,3,2,1,0,1,-3,9,1,1,2,1,0,1,-4,6,2,2,2,1,1,3,-3,-3,2,1,2,0,0,3,0,0,1,1,2,0,0,3,0,0,1,1,2,0,0,3,0,0,2,2,2,1,1,3,-3,-3,1,3,2,0,0,3,0,0,"Bucaramanga","Man","Engineering","Victim first",TRUE,TRUE,1.96428571428571,1.71428571428571,2.125,2.42857142857143,1.5,TRUE
150,1,21,3,1,2,1,1,3,3,3,3,2,1,4,3,3,3,2,4,2,3,3,3,0,4,2,1,2,4,3,0,2,1,0,1,2,2,1,1,0,1,2,3,-2,2,1,1,0,0,3,4,4,1,2,2,1,1,2,-3,-5,2,1,2,1,0,1,-5,-3,1,2,1,1,0,1,-3,4,3,1,2,0,1,2,6,-7,2,1,2,0,1,2,5,-6,2,3,2,1,1,1,-7,-4,1,3,2,0,1,2,4,-4,3,3,2,0,0,3,8,8,"Bucaramanga","Woman","Engineering","Observer first",TRUE,TRUE,2.32142857142857,2.71428571428571,1.875,2.42857142857143,2.33333333333333,TRUE
151,1,21,4,1,2,1,1,3,4,3,3,4,2,4,1,2,3,2,4,3,4,4,3,3,4,2,3,2,4,4,1,2,4,1,2,1,3,3,2,1,1,3,-9,-9,2,1,2,1,1,3,-2,-2,2,3,2,0,1,2,9,-9,1,3,2,1,1,3,-3,-3,3,3,2,0,1,2,6,-1,2,2,2,1,0,1,-5,0,3,3,2,1,0,1,-3,3,2,1,2,0,1,2,0,-2,3,2,2,1,1,3,-5,-5,3,1,1,0,1,2,1,-3,"Bucaramanga","Woman","Engineering","Victim first",TRUE,TRUE,2.89285714285714,3.28571428571429,2.625,2.85714285714286,2.83333333333333,TRUE
152,1,21,3,1,2,1,1,4,4,3,4,4,4,4,3,4,4,3,4,3,4,3,4,4,4,3,4,2,4,4,4,2,4,4,4,1,3,1,2,1,0,1,-8,9,2,2,2,1,0,1,-8,9,2,2,2,1,0,1,-8,9,1,3,2,1,1,3,-8,-8,3,3,2,1,0,1,-7,9,2,3,2,0,1,2,9,-8,3,3,1,0,1,2,9,-8,2,1,2,0,1,2,9,-8,2,2,2,1,1,3,-8,-8,1,3,2,1,1,3,-8,-8,"Bucaramanga","Woman","Engineering","Victim first",TRUE,TRUE,3.64285714285714,3.71428571428571,3.875,3.14285714285714,3.83333333333333,TRUE
153,1,20,4,2,2,1,1,3,4,2,3,2,1,1,3,2,1,3,3,2,2,4,1,1,4,2,1,4,2,3,1,2,4,1,1,1,2,2,2,0,0,3,9,9,1,2,2,0,1,2,9,-5,3,2,2,1,1,3,-5,-5,2,1,2,0,0,3,9,9,2,2,2,0,0,3,9,9,1,1,1,0,0,3,9,9,2,2,2,0,0,3,9,9,3,1,1,1,1,3,-5,-5,3,3,2,0,0,3,9,9,3,1,2,1,0,1,-6,9,"Bucaramanga","Man","Engineering","Victim first",TRUE,TRUE,2.25,1.85714285714286,2,3.28571428571429,1.83333333333333,TRUE
154,1,20,4,2,2,1,1,3,3,1,0,1,3,2,4,4,3,2,0,2,2,1,0,0,1,3,1,3,2,2,1,1,0,1,2,1,3,1,2,0,0,3,9,9,1,3,2,0,0,3,9,9,2,3,2,0,1,2,7,-4,2,2,2,1,1,3,-9,-9,1,3,2,1,0,1,-5,9,2,3,1,0,0,3,9,9,3,2,2,0,1,2,9,-5,3,3,2,1,1,3,-9,-9,1,3,1,0,0,3,9,9,2,3,1,1,0,1,-9,9,"Bucaramanga","Man","Engineering","Victim first",TRUE,TRUE,1.71428571428571,1.14285714285714,1.875,1.85714285714286,2,TRUE
155,1,20,4,2,2,1,1,1,2,4,2,3,4,3,4,3,1,3,3,4,4,2,1,4,4,2,2,2,0,2,1,2,2,0,1,2,2,2,2,0,1,2,9,-7,2,2,1,0,0,3,9,9,3,2,2,0,0,3,9,9,1,2,2,0,0,3,9,9,2,2,2,0,0,3,9,9,1,1,2,1,1,3,-9,-9,3,3,2,1,0,1,-7,8,2,3,2,0,1,2,8,-8,1,2,2,0,1,2,9,-9,3,3,2,0,1,2,8,-8,"Bucaramanga","Man","Engineering","Observer first",TRUE,TRUE,2.35714285714286,2.14285714285714,2.375,2.71428571428571,2.16666666666667,TRUE
156,1,19,3,1,1,1,1,1,0,3,1,0,3,4,1,1,0,1,1,3,1,4,0,2,3,2,0,2,3,2,1,3,0,0,1,2,2,3,2,1,1,3,0,0,2,3,2,1,0,1,-2,5,3,2,2,1,0,1,-3,4,1,2,2,0,0,3,9,9,1,1,1,0,0,3,9,9,3,3,1,0,0,3,9,9,1,3,1,0,1,2,9,-9,3,3,1,0,1,2,5,-9,3,2,1,1,0,1,-9,9,3,2,1,0,0,3,9,9,"Bucaramanga","Woman","Humanities","Observer first",TRUE,TRUE,1.53571428571429,1.28571428571429,1.125,1.85714285714286,2,TRUE
157,1,20,2,2,1,1,1,2,2,4,4,0,0,2,1,2,2,2,3,2,4,2,0,2,2,2,2,2,2,2,0,2,1,2,2,2,2,3,1,0,0,3,9,9,1,3,2,1,0,1,-9,9,2,3,2,1,1,3,-9,-9,3,1,1,0,0,3,9,9,2,3,2,0,1,2,9,-9,2,1,1,0,1,2,9,-9,3,3,1,1,0,1,-9,9,2,1,1,1,0,1,-9,9,2,2,1,1,1,3,-9,-9,1,2,1,0,1,2,9,-9,"Bucaramanga","Man","Humanities","Observer first",TRUE,TRUE,1.89285714285714,1.57142857142857,2.25,2,1.66666666666667,TRUE
158,1,18,0,2,1,1,1,1,1,3,3,0,1,2,1,1,1,0,3,2,3,1,0,1,3,2,1,2,0,0,0,1,0,0,1,1,1,1,1,1,0,1,-3,9,3,1,1,1,1,3,-5,-5,2,2,1,0,0,3,9,9,1,3,1,1,1,3,-5,-5,2,3,1,1,1,3,-6,-6,3,1,1,0,0,3,8,8,3,3,1,0,1,2,8,-6,2,1,1,1,0,1,-5,8,2,1,2,1,0,1,-5,9,2,2,1,1,0,1,-5,8,"Bucaramanga","Man","Humanities","Victim first",TRUE,TRUE,1.21428571428571,1.14285714285714,1.5,1,1.16666666666667,TRUE
159,1,26,2,2,1,1,1,3,3,4,2,2,2,2,3,2,1,3,3,1,2,2,2,2,2,1,2,3,3,2,0,3,2,0,3,1,2,2,1,0,1,2,9,0,1,1,1,1,1,3,0,0,2,2,1,0,0,3,4,4,1,3,1,1,0,3,0,0,1,3,1,0,0,3,1,1,1,3,1,1,0,1,0,2,1,3,1,0,0,3,1,1,2,2,2,1,0,3,0,0,1,1,2,0,0,3,0,0,3,2,1,0,0,3,0,0,"Bucaramanga","Man","Humanities","Victim first",TRUE,TRUE,2.14285714285714,2.42857142857143,1.875,2.71428571428571,1.5,TRUE
160,1,19,0,1,1,1,1,1,1,4,4,0,0,4,0,1,0,1,3,3,4,4,0,0,4,3,1,1,2,0,0,1,1,0,0,1,2,3,1,1,0,1,-9,9,2,2,1,0,1,2,9,-9,2,1,1,0,1,2,9,-9,3,2,1,1,1,3,-9,-9,3,2,1,0,1,2,9,-9,3,1,2,1,0,1,-9,9,2,1,2,1,0,1,-9,9,3,3,2,1,0,1,-9,9,2,3,1,0,0,3,9,9,2,3,1,1,0,1,-9,9,"Bucaramanga","Woman","Humanities","Victim first",TRUE,TRUE,1.53571428571429,1.42857142857143,1.625,1.57142857142857,1.5,TRUE
161,1,18,3,1,1,1,1,2,2,4,4,0,0,3,3,4,2,4,4,4,4,4,1,4,4,3,2,2,4,1,1,3,0,0,3,2,2,1,2,1,1,3,-3,-3,2,1,1,0,0,3,3,3,1,2,1,0,0,3,3,3,2,3,1,1,0,1,-5,2,1,3,2,1,0,1,-5,2,3,1,1,0,0,3,3,3,2,1,1,0,0,3,3,3,3,2,1,0,0,3,3,3,3,2,1,0,0,3,4,4,1,3,1,0,1,2,2,-3,"Bucaramanga","Woman","Humanities","Observer first",TRUE,TRUE,2.57142857142857,2.14285714285714,3.125,2.57142857142857,2.33333333333333,TRUE
162,1,22,2,1,2,1,1,2,2,1,3,2,2,4,4,2,2,3,4,3,3,4,4,3,4,3,2,4,4,4,1,1,4,1,4,2,3,3,2,0,0,3,9,9,2,2,1,1,0,1,-9,9,1,2,2,1,0,1,-9,9,3,1,2,0,0,3,9,9,1,1,1,0,1,2,9,-9,1,3,2,1,1,3,-9,-9,1,1,2,0,1,2,9,-9,3,1,2,0,1,2,9,-9,2,3,2,1,1,3,-9,-9,3,3,2,1,0,1,-9,9,"Bucaramanga","Woman","Engineering","Observer first",TRUE,TRUE,2.85714285714286,2.71428571428571,2.625,3.42857142857143,2.66666666666667,TRUE
163,1,20,0,2,2,1,1,2,3,4,3,2,3,3,2,3,4,2,4,3,4,3,2,3,4,3,2,3,4,3,2,1,3,1,2,1,2,2,2,1,1,3,-5,-5,2,3,2,1,1,3,-4,-4,3,3,2,1,0,1,-3,8,3,3,2,0,0,3,7,7,1,2,2,0,1,2,7,-4,1,3,2,0,0,3,7,7,2,1,2,0,1,2,7,-4,2,2,2,1,1,3,-4,-4,1,3,1,0,0,3,7,7,2,1,1,0,1,2,7,-4,"Bucaramanga","Man","Engineering","Victim first",TRUE,TRUE,2.78571428571429,2.28571428571429,2.875,2.85714285714286,3.16666666666667,TRUE
164,1,19,1,2,2,1,1,1,3,3,4,1,2,3,3,2,2,3,3,3,2,3,1,3,4,3,2,3,2,1,1,2,1,1,3,1,1,2,2,0,0,3,9,9,2,2,2,0,0,3,9,9,3,2,2,1,1,3,6,6,1,1,2,0,0,3,9,9,1,3,2,0,1,2,9,6,1,3,2,0,1,2,9,6,1,3,2,1,1,3,5,5,1,3,1,1,1,3,6,6,3,2,2,0,1,2,9,5,1,3,1,0,1,2,9,6,"Bucaramanga","Man","Engineering","Victim first",TRUE,TRUE,2.32142857142857,1.85714285714286,2.625,2.42857142857143,2.33333333333333,TRUE
165,1,22,2,1,2,1,1,2,2,3,4,2,1,2,2,2,3,3,3,3,4,3,2,2,4,3,1,2,4,3,2,1,1,0,2,2,3,3,2,1,1,3,4,4,2,2,1,0,1,2,5,-5,3,1,1,1,1,3,3,3,1,2,2,0,1,2,4,-3,1,3,2,1,1,3,4,4,2,1,2,1,1,3,-3,-3,3,3,2,1,0,1,-3,9,3,3,2,1,0,1,-3,9,3,1,2,1,1,3,4,4,3,2,2,0,1,2,9,-4,"Bucaramanga","Woman","Engineering","Observer first",TRUE,TRUE,2.35714285714286,1.85714285714286,2.625,2.42857142857143,2.5,TRUE
166,1,19,2,2,2,1,1,1,2,4,3,3,2,4,2,1,2,2,4,1,3,4,4,2,4,3,1,3,1,4,1,1,4,1,0,2,3,2,2,0,0,3,9,9,3,3,1,1,1,3,-5,-5,3,3,2,0,0,3,9,9,2,2,1,1,1,3,-6,-6,3,2,2,1,1,3,-5,-5,2,1,2,1,1,3,-5,-5,2,2,2,0,0,3,9,9,3,3,2,0,0,3,9,9,3,2,2,1,1,3,-6,-6,3,2,2,0,0,3,9,9,"Bucaramanga","Man","Engineering","Observer first",TRUE,TRUE,2.39285714285714,2.57142857142857,1.875,3.28571428571429,1.83333333333333,TRUE
167,1,21,1,1,2,1,1,2,2,3,4,1,1,3,2,1,2,2,3,4,3,4,1,2,3,3,2,2,3,1,1,1,1,1,2,1,3,2,2,0,1,2,8,-3,1,2,2,0,1,1,-5,4,2,1,2,0,1,2,6,-5,3,2,2,0,1,2,5,-4,3,3,2,0,1,2,5,-3,1,2,2,1,0,3,0,0,1,3,2,1,0,3,0,0,3,1,1,1,1,3,0,0,3,2,2,1,0,1,-2,4,3,3,2,1,1,3,0,0,"Bucaramanga","Woman","Engineering","Victim first",TRUE,TRUE,2.14285714285714,1.85714285714286,2.25,2.14285714285714,2.33333333333333,TRUE
168,1,24,2,1,1,1,1,1,4,4,4,1,0,3,4,2,2,2,4,4,4,4,1,2,4,3,4,3,4,3,1,3,4,1,4,2,3,2,2,0,1,2,9,-9,2,1,1,0,0,3,9,9,2,3,1,1,1,1,-9,9,2,3,1,1,0,1,-9,9,2,2,1,1,0,1,-9,9,3,2,1,1,1,3,-9,-9,1,1,1,1,0,1,-9,9,3,2,1,1,0,1,-9,9,1,3,1,0,1,2,9,-9,2,3,1,0,0,3,9,9,"Bucaramanga","Woman","Humanities","Observer first",TRUE,TRUE,2.85714285714286,2.42857142857143,3,3.42857142857143,2.5,TRUE
169,1,18,1,2,2,1,1,2,3,4,4,1,3,2,3,4,3,3,3,2,2,4,1,1,4,2,0,2,1,1,1,2,1,0,3,1,2,1,2,0,0,3,9,9,2,1,2,0,1,2,9,-6,1,3,2,1,1,3,-8,-8,3,2,2,1,0,1,-8,8,1,1,2,1,1,3,-8,-8,3,2,1,1,1,1,-8,-6,3,3,2,1,0,1,-6,6,3,1,2,1,1,3,-7,-7,3,2,2,0,0,3,8,8,2,3,2,1,0,1,-6,8,"Bucaramanga","Man","Engineering","Victim first",TRUE,TRUE,2.21428571428571,1.57142857142857,2.5,2.57142857142857,2.16666666666667,TRUE
170,1,18,3,2,2,1,1,1,2,2,3,0,2,3,3,2,1,2,0,2,1,4,0,2,4,3,1,2,1,1,1,0,0,0,0,2,3,1,2,0,1,2,5,-5,3,1,1,0,0,3,9,9,1,1,2,0,0,3,9,9,1,3,1,1,1,3,-7,-7,2,2,1,0,0,3,9,9,3,1,2,1,0,1,-7,8,2,3,2,0,0,3,9,9,3,2,2,1,0,1,-9,7,2,3,2,0,1,2,9,-5,3,3,2,1,0,1,-8,7,"Bucaramanga","Man","Engineering","Observer first",TRUE,TRUE,1.53571428571429,0.714285714285714,1.75,2,1.66666666666667,TRUE
171,1,23,3,1,1,1,1,1,2,4,3,1,1,3,3,4,0,1,1,2,3,4,1,3,4,2,3,2,4,1,1,2,0,1,3,1,1,1,1,0,0,3,0,0,2,2,1,1,1,3,0,0,2,1,1,1,0,3,0,0,1,1,1,0,0,3,0,0,1,3,1,0,1,3,0,0,1,2,2,0,1,3,0,0,2,2,1,0,0,3,5,5,3,2,2,0,1,3,0,0,3,3,1,1,1,3,0,0,2,1,1,1,1,3,0,0,"Bucaramanga","Woman","Humanities","Victim first",TRUE,TRUE,2.14285714285714,1.71428571428571,2.625,2.14285714285714,2,TRUE
172,1,18,3,2,2,1,1,4,0,4,3,0,4,0,3,2,3,2,0,3,3,3,0,2,4,1,3,4,1,0,0,1,0,0,3,1,3,1,2,0,1,1,-5,5,3,1,2,0,1,3,9,9,2,2,2,0,0,3,9,9,3,1,2,1,1,3,-1,-1,2,3,2,0,0,3,1,1,2,1,2,0,0,3,2,2,2,1,1,0,1,2,2,-2,3,2,1,1,1,3,-1,-1,3,2,1,1,1,3,-1,-1,3,3,2,0,0,3,1,1,"Bucaramanga","Man","Engineering","Victim first",TRUE,TRUE,1.89285714285714,1.14285714285714,1.75,2.28571428571429,2.5,TRUE
173,1,18,3,1,2,1,1,1,0,3,3,0,2,4,2,1,3,2,2,2,1,3,0,3,4,3,3,2,3,1,2,1,1,0,2,2,3,2,1,0,0,3,9,9,3,1,2,0,0,3,9,9,2,1,2,1,1,3,8,8,1,2,1,0,1,3,8,8,3,3,1,0,1,3,6,6,2,2,2,0,0,3,9,9,2,1,2,0,0,3,9,9,1,2,2,0,0,3,8,8,1,3,2,0,1,2,8,6,3,2,2,0,0,3,9,9,"Bucaramanga","Woman","Engineering","Observer first",TRUE,TRUE,1.92857142857143,1.57142857142857,1.875,2,2.33333333333333,TRUE
174,1,18,3,2,2,1,1,3,2,3,3,2,0,4,4,3,3,3,4,3,3,0,3,0,4,0,1,4,3,4,0,3,3,0,4,2,3,2,2,1,1,3,0,0,2,3,2,1,0,1,-1,0,1,1,2,0,1,2,0,-1,3,1,2,0,0,3,1,1,2,2,1,0,0,3,1,1,1,1,2,0,0,3,1,1,2,3,2,0,1,2,1,0,2,2,2,0,1,2,1,-1,1,1,2,1,1,3,-1,-1,2,1,2,0,1,2,1,-1,"Bucaramanga","Man","Engineering","Observer first",TRUE,TRUE,2.46428571428571,2.85714285714286,1.875,3,2.16666666666667,TRUE
175,1,22,1,2,2,1,0,3,2,0,4,3,4,3,3,4,3,4,2,3,1,3,4,2,4,3,3,3,4,2,1,4,3,1,4,1,2,1,2,0,1,3,9,9,2,2,2,1,1,3,9,9,2,3,2,0,0,3,9,9,3,3,2,0,1,1,5,9,1,3,2,0,1,3,9,9,2,2,2,1,0,3,9,9,2,1,1,1,1,3,9,9,2,3,1,0,0,3,9,9,3,3,1,0,0,3,9,9,1,3,1,0,1,3,9,9,"Bucaramanga","Man","Engineering","Victim first",FALSE,TRUE,2.85714285714286,3.14285714285714,2.625,2.57142857142857,3.16666666666667,FALSE
176,1,23,3,2,2,1,1,2,2,3,2,1,4,2,4,2,2,1,1,3,1,1,2,1,2,1,1,3,2,1,0,0,1,0,1,2,2,1,2,1,1,3,9,9,1,2,2,1,0,3,9,9,1,1,1,1,0,3,9,9,3,2,2,0,0,3,9,9,3,3,2,0,1,3,9,9,3,3,2,1,1,3,9,9,2,1,2,0,1,3,9,9,2,3,2,0,1,3,9,9,3,2,2,0,0,3,9,9,1,3,2,1,1,3,9,9,"Bucaramanga","Man","Engineering","Observer first",TRUE,TRUE,1.64285714285714,1.28571428571429,1.25,2,2.16666666666667,TRUE
177,1,20,3,2,2,1,1,4,2,2,3,4,3,4,2,3,4,3,4,3,4,0,0,2,4,3,4,3,4,2,4,1,4,1,1,1,2,3,2,0,0,3,9,9,3,3,2,1,1,3,-2,-2,1,3,2,0,0,3,9,9,1,1,2,0,0,3,9,9,1,2,2,1,1,3,-2,-2,1,2,1,1,0,1,-2,9,1,1,1,1,1,3,-2,-2,3,2,1,0,0,3,9,9,1,3,1,0,1,2,9,-1,2,2,1,0,1,3,-1,-1,"Bucaramanga","Man","Engineering","Victim first",TRUE,TRUE,2.78571428571429,3,2.75,2.28571428571429,3.16666666666667,TRUE
178,1,22,3,1,2,1,1,1,1,3,3,1,0,2,3,2,1,2,3,2,2,4,0,3,4,0,0,3,1,0,0,1,0,0,1,2,3,1,1,1,1,3,-9,-9,1,2,1,1,0,1,-9,9,3,2,2,0,1,2,9,-9,1,3,1,0,0,3,9,9,3,1,1,1,1,3,-9,-9,1,3,2,0,1,2,9,-9,2,3,2,1,1,3,0,0,1,1,2,0,1,2,5,-5,1,3,2,1,0,1,-5,6,3,1,2,0,1,2,9,-9,"Bucaramanga","Woman","Engineering","Observer first",TRUE,TRUE,1.53571428571429,1.14285714285714,1.5,2.14285714285714,1.33333333333333,TRUE
179,1,21,3,1,2,1,1,3,3,3,3,2,1,4,3,3,3,2,4,2,3,3,3,0,4,2,1,2,4,3,0,2,1,0,1,2,2,1,1,0,1,2,3,-2,2,1,1,0,0,3,4,4,1,2,2,1,1,2,-3,-5,2,1,2,1,0,1,-5,-3,1,2,1,1,0,1,-3,4,3,1,2,0,1,2,6,-7,2,1,2,0,1,2,5,-6,2,3,2,1,1,1,-7,-4,1,3,2,0,1,2,4,-4,3,3,2,0,0,3,8,8,"Bucaramanga","Woman","Engineering","Observer first",TRUE,TRUE,2.32142857142857,2.71428571428571,1.875,2.42857142857143,2.33333333333333,TRUE
180,1,21,4,1,2,1,1,3,4,3,3,4,2,4,1,2,3,2,4,3,4,4,3,3,4,2,3,2,4,4,1,2,4,1,2,1,3,3,2,1,1,3,-9,-9,2,1,2,1,1,3,-2,-2,2,3,2,0,1,2,9,-9,1,3,2,1,1,3,-3,-3,3,3,2,0,1,2,6,-1,2,2,2,1,0,1,-5,0,3,3,2,1,0,1,-3,3,2,1,2,0,1,2,0,-2,3,2,2,1,1,3,-5,-5,3,1,1,0,1,2,1,-3,"Bucaramanga","Woman","Engineering","Victim first",TRUE,TRUE,2.89285714285714,3.28571428571429,2.625,2.85714285714286,2.83333333333333,TRUE
181,1,21,3,1,2,1,1,4,4,3,4,4,4,4,3,4,4,3,4,3,4,3,4,4,4,3,4,2,4,4,4,2,4,4,4,1,3,1,2,1,0,1,-8,9,2,2,2,1,0,1,-8,9,2,2,2,1,0,1,-8,9,1,3,2,1,1,3,-8,-8,3,3,2,1,0,1,-7,9,2,3,2,0,1,2,9,-8,3,3,1,0,1,2,9,-8,2,1,2,0,1,2,9,-8,2,2,2,1,1,3,-8,-8,1,3,2,1,1,3,-8,-8,"Bucaramanga","Woman","Engineering","Victim first",TRUE,TRUE,3.64285714285714,3.71428571428571,3.875,3.14285714285714,3.83333333333333,TRUE
182,1,20,4,2,2,1,1,3,4,2,3,2,1,1,3,2,1,3,3,2,2,4,1,1,4,2,1,4,2,3,1,2,4,1,1,1,2,2,2,0,0,3,9,9,1,2,2,0,1,2,9,-5,3,2,2,1,1,3,-5,-5,2,1,2,0,0,3,9,9,2,2,2,0,0,3,9,9,1,1,1,0,0,3,9,9,2,2,2,0,0,3,9,9,3,1,1,1,1,3,-5,-5,3,3,2,0,0,3,9,9,3,1,2,1,0,1,-6,9,"Bucaramanga","Man","Engineering","Victim first",TRUE,TRUE,2.25,1.85714285714286,2,3.28571428571429,1.83333333333333,TRUE
183,1,20,4,2,2,1,1,3,3,1,0,1,3,2,4,4,3,2,0,2,2,1,0,0,1,3,1,3,2,2,1,1,0,1,2,1,3,1,2,0,0,3,9,9,1,3,2,0,0,3,9,9,2,3,2,0,1,2,7,-4,2,2,2,1,1,3,-9,-9,1,3,2,1,0,1,-5,9,2,3,1,0,0,3,9,9,3,2,2,0,1,2,9,-5,3,3,2,1,1,3,-9,-9,1,3,1,0,0,3,9,9,2,3,1,1,0,1,-9,9,"Bucaramanga","Man","Engineering","Victim first",TRUE,TRUE,1.71428571428571,1.14285714285714,1.875,1.85714285714286,2,TRUE
