"id","commitment","age","economic_status","sex","faculty_player","ac1","ac2","FS1","EC2","PT3","EC4","FS5","PD6","FS7","PT8","EC9","PD10","PT11","FS12","PD13","EC14","PT15","FS16","EC17","PD18","EC19","FS20","PT21","PD22","PT23","EC24","FS25","PT26","PD27","EC28","treatment","faculty_neg_1_s1","faculty_neg_2_s1","faculty_victim_s1","decision_neg1_s1","decision_neg2_s1","judgement_compare_s1","judgement_n1_s1","judgement_n2_s1","faculty_neg_1_s2","faculty_neg_2_s2","faculty_victim_s2","decision_neg1_s2","decision_neg2_s2","judgement_compare_s2","judgement_n1_s2","judgement_n2_s2","faculty_neg_1_s3","faculty_neg_2_s3","faculty_victim_s3","decision_neg1_s3","decision_neg2_s3","judgement_compare_s3","judgement_n1_s3","judgement_n2_s3","faculty_neg_1_s4","faculty_neg_2_s4","faculty_victim_s4","decision_neg1_s4","decision_neg2_s4","judgement_compare_s4","judgement_n1_s4","judgement_n2_s4","faculty_neg_1_s5","faculty_neg_2_s5","faculty_victim_s5","decision_neg1_s5","decision_neg2_s5","judgement_compare_s5","judgement_n1_s5","judgement_n2_s5","faculty_neg_1_s6","faculty_neg_2_s6","faculty_victim_s6","decision_neg1_s6","decision_neg2_s6","judgement_compare_s6","judgement_n1_s6","judgement_n2_s6","faculty_neg_1_s7","faculty_neg_2_s7","faculty_victim_s7","decision_neg1_s7","decision_neg2_s7","judgement_compare_s7","judgement_n1_s7","judgement_n2_s7","faculty_neg_1_s8","faculty_neg_2_s8","faculty_victim_s8","decision_neg1_s8","decision_neg2_s8","judgement_compare_s8","judgement_n1_s8","judgement_n2_s8","faculty_neg_1_s9","faculty_neg_2_s9","faculty_victim_s9","decision_neg1_s9","decision_neg2_s9","judgement_compare_s9","judgement_n1_s9","judgement_n2_s9","faculty_neg_1_s10","faculty_neg_2_s10","faculty_victim_s10","decision_neg1_s10","decision_neg2_s10","judgement_compare_s10","judgement_n1_s10","judgement_n2_s10","campus","sex_label","faculty_player_label","treatment_label","attention_pass","valid_treatment","iri_total","iri_total_z","iri_fs","iri_ec","iri_pt","iri_pd","analysis_include","role_s1","role_s2","role_s3","role_s4","role_s5","role_s6","role_s7","role_s8","role_s9","role_s10"
109,1,19,1,2,2,1,1,0,2,3,3,1,0,2,2,1,2,1,3,3,3,2,0,1,3,3,1,2,1,0,1,0,0,0,1,1,3,1,2,1,1,3,0,0,2,2,2,0,1,3,0,0,2,3,2,1,1,3,0,0,3,2,2,0,1,3,0,0,3,1,2,1,1,3,0,0,2,1,2,0,1,3,0,0,1,1,1,0,0,3,9,9,3,1,2,0,1,3,0,0,3,1,2,1,0,3,0,0,3,1,2,1,0,3,0,0,"Bucaramanga","Man","Engineering","Victim first",TRUE,TRUE,1.46428571428571,-1.7279006520717,1,1.875,1.42857142857143,1.5,TRUE,2,2,2,2,2,1,1,1,1,1
110,1,18,1,2,2,1,1,1,3,3,3,1,2,1,4,4,2,3,3,1,3,3,2,2,3,1,1,3,1,3,1,1,2,0,3,2,2,1,2,1,0,1,-5,5,3,3,2,1,0,1,-2,2,1,1,1,0,1,2,4,-4,2,2,1,1,0,3,6,6,3,1,1,1,0,2,5,-5,1,1,2,0,0,3,9,9,3,1,2,1,0,1,-2,7,2,3,2,1,1,3,9,9,3,1,2,1,0,2,6,-3,3,3,2,1,0,2,5,-4,"Bucaramanga","Man","Engineering","Observer first",TRUE,TRUE,2.14285714285714,-0.168878197358747,1.42857142857143,2.5,3,1.5,TRUE,1,1,1,1,1,2,2,2,2,2
111,1,19,1,2,1,1,1,2,3,3,4,1,0,2,2,2,3,2,4,4,4,4,1,1,4,4,1,2,2,3,0,3,3,0,2,2,3,2,2,0,0,3,0,0,2,1,2,0,1,3,0,0,3,2,1,0,1,3,0,0,1,2,1,1,1,3,-1,-1,1,1,1,1,1,3,0,0,1,3,1,1,0,1,-2,2,2,2,1,0,0,3,1,1,1,2,1,0,0,3,1,1,1,2,1,0,0,3,2,2,1,1,1,1,0,1,-1,1,"Bucaramanga","Man","Humanities","Observer first",TRUE,TRUE,2.35714285714286,0.323444683076922,2,2.5,2.71428571428571,2.16666666666667,TRUE,1,1,1,1,1,2,2,2,2,2
112,1,20,2,2,2,1,1,3,3,3,3,3,2,3,3,4,3,2,3,2,3,3,3,3,3,1,1,2,2,1,3,1,3,1,2,2,2,3,1,1,0,1,-9,9,3,1,2,0,1,2,9,-9,2,1,2,1,0,1,-9,9,3,3,2,0,0,3,9,9,3,1,2,0,0,3,9,9,1,1,2,1,1,3,-9,-9,2,2,2,0,1,2,9,-9,1,3,2,1,1,3,-9,-9,3,2,2,1,1,3,-9,-9,1,3,2,0,1,2,9,-9,"Bucaramanga","Man","Engineering","Observer first",TRUE,TRUE,2.46428571428571,0.569606123294757,2.42857142857143,2.75,2.42857142857143,2.16666666666667,TRUE,1,1,1,1,1,2,2,2,2,2
113,1,18,2,2,2,1,1,3,4,4,4,1,3,3,2,2,3,4,4,3,2,2,0,3,3,4,4,4,3,1,2,0,3,1,3,2,2,3,2,0,1,2,9,-9,3,1,2,1,1,3,-9,-9,2,1,1,1,0,1,-4,4,3,3,2,1,1,3,-5,-5,1,3,2,0,0,3,9,9,3,3,2,1,0,1,-9,9,2,3,2,1,1,3,-9,-9,1,2,2,0,0,3,9,9,3,3,2,0,0,3,9,9,2,1,2,0,0,3,9,9,"Bucaramanga","Man","Engineering","Observer first",TRUE,TRUE,2.67857142857143,1.06192900373043,2.14285714285714,3,2.85714285714286,2.66666666666667,TRUE,1,1,1,1,1,2,2,2,2,2
114,1,18,1,2,2,0,1,1,4,4,2,0,4,2,4,2,1,3,4,0,4,2,0,3,0,2,4,2,2,0,1,2,2,0,2,1,1,1,2,0,0,3,0,0,3,2,2,0,1,2,9,-9,1,3,2,0,0,3,9,9,3,3,2,0,0,3,9,9,2,2,2,1,0,1,-6,8,3,1,1,0,0,3,9,9,2,3,1,0,1,1,-5,5,3,1,2,1,1,3,-9,-9,2,2,1,1,0,1,-2,4,3,1,2,1,1,2,-6,-9,"Bucaramanga","Man","Engineering","Victim first",FALSE,TRUE,2.03571428571429,-0.415039637576582,1.85714285714286,2.5,2.42857142857143,1.16666666666667,FALSE,2,2,2,2,2,1,1,1,1,1
115,1,18,4,1,1,1,1,3,3,1,3,2,3,3,3,2,4,3,3,2,3,2,3,3,3,2,2,4,2,3,2,1,4,2,3,2,1,2,2,0,0,3,9,9,3,1,2,0,1,2,8,-7,2,1,1,1,1,3,-6,-6,1,1,2,1,1,3,-8,-8,3,2,2,0,0,3,8,8,1,3,1,0,1,2,8,-8,1,3,1,0,0,3,9,9,3,1,1,0,1,2,9,-8,1,3,1,1,0,1,-9,9,3,2,1,1,1,3,-9,-9,"Bucaramanga","Woman","Humanities","Observer first",TRUE,TRUE,2.64285714285714,0.979875190324481,2.42857142857143,2.625,2.85714285714286,2.66666666666667,TRUE,1,1,1,1,1,2,2,2,2,2
116,1,18,2,1,1,1,1,1,0,2,3,4,4,4,3,2,4,3,4,3,3,4,3,4,4,4,0,4,2,3,1,1,2,0,0,1,3,2,1,0,0,3,9,9,2,1,1,0,1,2,9,0,1,1,1,1,0,1,0,9,3,3,1,1,1,3,-9,-9,1,3,1,1,0,1,-9,9,3,2,2,0,0,3,9,9,2,3,2,1,0,1,-9,9,3,3,2,1,0,1,-9,9,1,3,2,0,0,3,9,9,2,2,2,1,1,3,0,0,"Bucaramanga","Woman","Humanities","Victim first",TRUE,TRUE,2.57142857142857,0.815767563512592,2.42857142857143,2.125,3,2.83333333333333,TRUE,2,2,2,2,2,1,1,1,1,1
117,1,19,3,1,2,1,1,1,4,4,3,2,2,3,1,1,4,2,4,3,3,4,3,4,2,3,4,2,4,3,4,2,4,3,2,2,3,2,1,0,0,3,9,9,1,2,2,1,1,3,-9,-9,1,3,1,1,1,3,-9,-9,3,1,1,1,0,1,-9,9,2,1,1,0,0,3,9,9,1,1,2,0,0,3,9,9,3,2,2,0,0,3,9,9,2,2,2,1,1,3,-9,-9,2,1,2,1,1,3,-9,-9,1,2,2,1,0,1,-9,9,"Bucaramanga","Woman","Engineering","Observer first",TRUE,TRUE,2.89285714285714,1.5542518841661,2.71428571428571,3,2.85714285714286,3,TRUE,1,1,1,1,1,2,2,2,2,2
118,1,19,3,2,2,1,1,2,4,4,4,1,1,4,3,2,2,4,4,4,4,4,1,4,4,2,2,4,2,2,0,2,2,1,3,1,2,3,2,0,1,2,8,5,2,2,2,0,0,3,9,9,3,3,2,0,1,1,5,8,2,3,2,0,1,2,8,4,1,2,2,0,0,3,9,9,3,2,1,1,1,3,5,5,1,2,1,1,0,1,4,8,1,3,2,1,0,1,4,8,3,3,2,1,1,3,4,4,1,1,1,1,0,1,4,8,"Bucaramanga","Man","Engineering","Victim first",TRUE,TRUE,2.71428571428571,1.14398281713637,2.28571428571429,2.875,3.28571428571429,2.33333333333333,TRUE,2,2,2,2,2,1,1,1,1,1
119,1,18,4,2,2,1,1,1,2,3,3,0,1,4,1,2,1,1,3,2,2,3,1,1,4,2,1,2,2,1,1,1,2,1,2,2,3,2,2,1,0,1,-5,8,1,3,1,1,1,3,-8,-8,1,1,1,0,1,2,9,-9,1,2,1,1,1,1,-5,0,2,2,1,0,0,3,8,8,3,3,2,0,1,2,5,-8,1,2,2,0,1,2,8,-8,2,2,2,0,0,3,8,8,2,2,2,1,1,3,-8,-8,3,3,2,1,0,1,-8,8,"Bucaramanga","Man","Engineering","Observer first",TRUE,TRUE,1.78571428571429,-0.989416331418196,1.57142857142857,1.875,1.85714285714286,1.83333333333333,TRUE,1,1,1,1,1,2,2,2,2,2
120,1,21,3,2,2,1,1,1,2,4,4,1,3,3,3,3,1,2,4,2,4,4,1,3,4,1,3,2,2,1,0,2,1,1,3,1,3,1,2,1,1,3,-7,-7,2,3,2,0,1,3,-7,-7,1,3,2,0,0,3,9,9,2,1,2,0,1,2,9,-9,3,3,2,0,1,2,9,-9,2,2,2,0,0,3,9,9,1,3,1,0,0,3,9,9,2,1,2,0,0,3,9,9,2,2,1,1,1,3,-9,-9,2,1,2,1,0,3,-9,-9,"Bucaramanga","Man","Engineering","Victim first",TRUE,TRUE,2.32142857142857,0.241390869670978,2.14285714285714,2.5,2.42857142857143,2.16666666666667,TRUE,2,2,2,2,2,1,1,1,1,1
121,1,21,3,2,2,1,1,4,3,3,3,0,3,0,4,2,1,4,2,1,4,2,0,2,4,0,1,3,2,0,0,2,1,0,3,2,2,1,2,1,1,3,-9,-9,3,3,1,0,1,2,9,-9,3,2,2,0,0,3,9,9,2,1,2,0,1,2,9,-9,1,3,2,1,0,1,-9,9,2,3,2,1,1,3,-9,-9,1,1,2,1,1,3,-9,-9,3,2,2,1,0,1,-9,9,3,2,2,1,1,3,-9,-9,1,2,2,0,1,2,9,-9,"Bucaramanga","Man","Engineering","Observer first",TRUE,TRUE,1.92857142857143,-0.661201077794417,1.28571428571429,2.125,2.42857142857143,1.83333333333333,TRUE,1,1,1,1,1,2,2,2,2,2
122,1,21,3,2,2,1,1,2,4,1,4,1,0,1,4,4,0,3,4,2,3,4,1,0,4,0,1,4,1,1,0,3,3,0,4,1,1,1,2,0,0,3,9,9,2,1,2,1,1,3,0,0,3,3,2,0,0,3,9,9,1,3,2,0,1,2,9,0,2,3,2,0,1,2,9,0,3,3,1,1,1,3,0,0,3,1,2,0,0,3,9,9,3,3,2,1,0,1,0,9,2,1,1,0,0,3,9,9,2,1,2,1,0,1,0,9,"Bucaramanga","Man","Engineering","Victim first",TRUE,TRUE,2.10714285714286,-0.250932010764692,1.85714285714286,2.375,2.85714285714286,1.16666666666667,TRUE,2,2,2,2,2,1,1,1,1,1
123,1,24,3,0,1,0,0,4,4,0,4,2,2,4,2,3,2,4,3,0,2,1,1,3,2,2,3,2,3,2,3,0,2,2,2,1,2,3,1,1,1,3,5,5,1,2,1,1,1,3,9,9,3,2,1,1,1,3,9,9,1,1,1,0,1,2,9,-9,3,2,1,0,1,3,9,9,1,1,2,0,0,3,9,9,2,2,2,1,0,2,9,-9,1,2,2,1,0,2,9,-9,1,1,2,0,0,3,9,9,3,3,2,0,0,3,9,9,"Bucaramanga","Woman","Humanities","Victim first",FALSE,TRUE,2.28571428571429,0.159337056265032,2.42857142857143,2.875,1.85714285714286,1.83333333333333,FALSE,2,2,2,2,2,1,1,1,1,1
124,1,19,1,2,2,1,1,2,1,1,1,2,3,3,3,4,3,2,2,1,3,0,0,4,4,0,0,2,0,0,2,1,1,0,1,2,3,3,1,0,0,3,-4,-4,3,1,1,0,1,3,3,3,3,2,1,0,0,1,-2,2,3,1,2,0,0,2,3,-3,1,3,1,1,0,2,-4,-5,1,1,2,0,0,1,-3,2,3,2,2,0,0,1,-4,-3,2,1,2,0,0,3,4,4,2,2,2,1,0,3,-5,-5,1,1,2,0,1,1,-3,3,"Bucaramanga","Man","Engineering","Observer first",TRUE,TRUE,1.64285714285714,-1.31763158504198,1.42857142857143,2,1.28571428571429,1.83333333333333,TRUE,1,1,1,1,1,2,2,2,2,2
125,1,21,3,2,2,1,1,1,2,4,4,2,3,3,3,2,3,3,2,2,4,3,2,3,1,2,3,3,2,3,1,2,2,0,3,2,1,2,2,1,0,1,0,9,1,2,2,0,1,2,9,0,2,3,2,0,0,3,9,9,2,3,2,0,1,2,9,0,3,1,2,0,1,2,9,0,3,1,2,1,1,3,0,0,1,1,2,0,0,3,9,9,3,1,2,1,1,3,0,0,3,3,2,1,1,3,0,0,1,3,2,0,0,3,9,9,"Bucaramanga","Man","Engineering","Observer first",TRUE,TRUE,2.42857142857143,0.487552309888811,2.14285714285714,2.625,3,1.83333333333333,TRUE,1,1,1,1,1,2,2,2,2,2
126,1,21,2,2,2,1,1,3,2,2,3,3,3,4,0,2,1,1,4,2,2,0,2,2,4,1,1,2,0,0,0,1,0,0,1,1,2,3,2,0,1,1,-9,9,3,1,2,1,0,2,9,-9,3,1,2,1,1,3,-9,-9,1,3,2,0,0,3,9,9,3,1,2,0,0,3,9,9,1,1,1,0,0,3,9,9,2,1,2,1,0,1,-9,9,3,3,2,0,0,3,9,9,3,1,1,1,0,1,-9,9,2,2,2,1,0,1,-9,9,"Bucaramanga","Man","Engineering","Victim first",TRUE,TRUE,1.64285714285714,-1.31763158504198,2.57142857142857,1.625,0.714285714285714,1.66666666666667,TRUE,2,2,2,2,2,1,1,1,1,1
127,1,23,1,2,2,1,1,3,4,3,1,1,1,1,2,3,1,3,2,1,3,3,1,1,1,2,2,3,1,2,1,1,2,1,3,2,3,3,1,1,1,3,-1,-1,2,1,2,1,1,3,-1,-1,3,1,1,1,1,3,-1,-1,1,3,2,0,0,3,9,9,3,2,1,1,1,3,-1,-1,3,3,2,1,1,3,-4,-4,1,3,2,0,1,3,-4,-4,2,1,2,1,0,3,-4,-4,1,3,2,1,0,1,-4,5,2,3,2,0,0,3,7,7,"Bucaramanga","Man","Engineering","Observer first",TRUE,TRUE,1.89285714285714,-0.743254891200362,1.57142857142857,2.25,2.57142857142857,1,TRUE,1,1,1,1,1,2,2,2,2,2
128,1,21,1,2,2,0,0,2,1,3,1,3,2,2,1,3,2,0,2,2,4,3,1,1,2,3,1,2,2,0,2,1,1,3,0,1,2,1,2,1,0,2,4,-4,1,1,2,1,1,3,-9,-9,1,1,2,1,1,3,5,5,1,1,2,0,1,1,-4,7,2,2,2,0,1,1,-6,-5,1,1,2,0,0,1,-6,4,3,2,2,0,0,3,4,4,2,1,2,1,0,2,4,-3,2,3,1,0,0,3,0,0,3,3,1,1,0,1,-4,-3,"Bucaramanga","Man","Engineering","Victim first",FALSE,TRUE,1.78571428571429,-0.989416331418196,1.71428571428571,1.875,1.42857142857143,2.16666666666667,FALSE,2,2,2,2,2,1,1,1,1,1
129,1,21,3,2,2,1,1,0,0,2,4,0,0,4,2,2,0,1,2,4,2,3,0,0,4,2,0,2,1,0,0,1,0,0,2,2,1,1,2,0,0,3,9,9,2,1,1,0,1,2,9,-9,1,3,2,0,1,2,9,-9,2,3,1,0,0,3,9,9,2,1,2,0,1,2,9,-9,1,2,2,1,0,1,-9,9,3,1,2,1,0,1,-9,9,3,2,2,0,0,3,9,9,1,2,2,1,1,3,-9,-9,3,2,2,0,1,2,9,-9,"Bucaramanga","Man","Engineering","Observer first",TRUE,TRUE,1.35714285714286,-1.97406209228953,1,1.5,1.42857142857143,1.5,TRUE,1,1,1,1,1,2,2,2,2,2
130,1,19,2,2,2,1,1,0,1,4,4,0,1,4,4,2,1,3,4,2,3,4,1,0,4,2,1,3,1,1,0,0,1,0,3,1,2,1,2,0,1,2,5,-3,1,3,2,1,1,3,-5,-5,2,3,2,1,0,1,-4,6,2,2,2,1,0,1,-9,9,2,3,2,0,1,2,7,-4,3,2,1,0,0,3,5,5,3,2,2,0,0,3,5,5,2,1,2,0,1,2,5,-5,2,3,2,1,0,1,-9,9,3,1,2,0,1,2,8,-8,"Bucaramanga","Man","Engineering","Victim first",TRUE,TRUE,1.92857142857143,-0.661201077794417,1.42857142857143,1.875,2.85714285714286,1.5,TRUE,2,2,2,2,2,1,1,1,1,1
131,1,20,2,2,1,1,1,1,1,4,4,0,0,4,2,0,0,2,4,3,4,4,0,0,4,4,1,2,0,0,0,1,0,0,2,2,3,2,2,1,0,3,0,0,1,1,1,0,0,3,5,5,1,2,1,0,0,3,5,5,1,1,2,0,0,3,5,5,3,3,2,0,0,3,5,5,1,3,1,0,1,3,0,0,1,1,1,1,0,3,-5,-5,1,2,1,1,1,3,0,0,1,3,1,0,0,3,5,5,2,3,1,1,0,3,0,0,"Bucaramanga","Man","Humanities","Observer first",TRUE,TRUE,1.67857142857143,-1.23557777163603,1.57142857142857,1.875,2,1.16666666666667,TRUE,1,1,1,1,1,2,2,2,2,2
132,1,18,2,1,2,1,1,2,2,4,3,0,3,3,1,3,4,2,3,2,4,2,2,3,3,3,4,2,3,2,1,1,3,1,2,1,2,3,2,1,1,3,0,0,3,3,2,0,1,2,0,-9,2,1,2,1,0,1,-9,9,2,3,2,1,1,3,-9,-9,2,3,2,1,0,1,-9,0,2,1,1,0,0,3,9,9,3,1,1,0,1,2,0,-9,2,3,1,1,0,1,-7,0,3,2,2,1,1,3,-9,-9,2,2,2,1,1,3,-9,-9,"Bucaramanga","Woman","Engineering","Victim first",TRUE,TRUE,2.42857142857143,0.487552309888811,2.14285714285714,2.625,2.28571428571429,2.66666666666667,TRUE,2,2,2,2,2,1,1,1,1,1
133,1,21,1,2,1,1,1,0,2,4,3,1,0,1,4,2,1,2,2,1,3,4,1,0,3,2,2,3,1,0,0,3,2,0,2,1,2,1,1,1,0,1,-4,8,3,3,1,0,1,2,7,-7,1,1,1,1,1,3,0,0,1,3,1,0,0,3,5,5,2,2,1,1,0,1,-6,5,3,1,2,0,1,2,6,-6,3,2,2,1,0,1,-7,7,1,1,2,1,1,3,-5,-5,1,3,1,0,0,3,3,3,1,3,1,0,0,3,5,5,"Bucaramanga","Man","Humanities","Victim first",TRUE,TRUE,1.75,-1.07147014482414,1.42857142857143,1.75,2.71428571428571,1,TRUE,2,2,2,2,2,1,1,1,1,1
134,1,21,4,2,2,1,1,0,2,4,4,1,1,2,4,3,2,4,4,4,4,4,1,3,4,1,2,4,3,1,0,2,2,2,4,2,3,3,2,0,0,3,9,9,3,2,1,1,1,3,-9,-9,3,2,1,0,0,3,9,9,2,2,2,1,0,1,-9,9,2,2,1,1,0,1,-9,9,2,3,2,0,0,3,9,9,2,2,2,0,1,2,9,-9,3,3,2,1,0,1,-9,9,2,3,2,1,0,1,-9,9,1,2,2,1,1,3,-9,-9,"Bucaramanga","Man","Engineering","Observer first",TRUE,TRUE,2.57142857142857,0.815767563512592,1.71428571428571,2.625,3.28571428571429,2.66666666666667,TRUE,1,1,1,1,1,2,2,2,2,2
135,1,21,3,1,2,1,1,4,3,2,4,4,1,4,2,4,3,2,3,4,4,3,0,4,4,2,2,2,3,1,0,2,0,0,3,2,2,1,1,1,0,1,-4,4,2,1,1,0,1,2,5,-5,3,1,1,0,0,3,0,0,1,2,1,1,0,1,-2,2,1,1,2,0,0,3,0,0,1,1,2,0,1,2,6,2,1,3,2,1,0,1,-1,6,2,2,2,1,0,1,1,4,1,3,2,1,1,3,-3,-3,1,3,2,0,0,3,1,1,"Bucaramanga","Woman","Engineering","Observer first",TRUE,TRUE,2.5,0.651659936700702,2.71428571428571,3,1.71428571428571,2.5,TRUE,1,1,1,1,1,2,2,2,2,2
136,1,18,2,2,1,1,1,1,1,1,4,0,2,2,3,3,3,2,4,3,3,3,1,2,2,1,0,2,1,1,0,3,2,0,0,1,2,1,1,1,0,1,-1,3,2,3,1,1,1,3,-7,-7,3,2,1,1,1,3,-6,-6,2,1,1,0,0,3,6,6,1,1,1,1,0,1,-6,6,3,2,1,1,1,3,0,0,1,2,2,1,1,3,0,0,3,1,2,1,1,3,-1,-1,2,3,2,1,1,3,-2,-2,1,2,2,0,0,3,6,6,"Bucaramanga","Man","Humanities","Victim first",TRUE,TRUE,1.78571428571429,-0.989416331418196,1.57142857142857,1.75,2,1.83333333333333,TRUE,2,2,2,2,2,1,1,1,1,1
137,1,20,4,1,2,1,1,2,2,3,3,0,1,1,1,4,4,3,2,2,4,4,0,4,4,3,1,1,2,2,1,3,3,0,4,1,3,1,2,0,1,2,4,-3,3,1,2,1,0,1,-5,2,3,3,2,0,0,3,4,4,1,2,2,1,1,3,-7,-7,3,1,2,0,1,2,3,-5,1,3,2,1,1,3,7,7,2,3,1,1,1,3,2,2,1,1,2,0,0,3,9,9,3,3,1,0,1,2,1,-5,1,3,2,1,1,3,-4,-4,"Bucaramanga","Woman","Engineering","Victim first",TRUE,TRUE,2.28571428571429,0.159337056265032,1.28571428571429,3.125,2.42857142857143,2.16666666666667,TRUE,2,2,2,2,2,1,1,1,1,1
138,1,21,2,1,2,1,1,1,0,0,0,1,2,4,4,4,3,3,3,2,4,4,0,4,4,2,2,3,2,1,2,4,0,4,4,1,1,2,2,1,1,3,-6,-6,2,3,2,0,0,3,9,9,1,3,2,1,0,1,-9,9,3,2,2,1,0,1,-9,9,3,1,2,0,1,1,-9,9,1,3,1,0,0,3,9,9,3,3,1,0,0,3,9,9,1,3,2,1,1,3,4,4,3,3,1,1,1,3,5,5,3,2,2,0,0,3,9,9,"Bucaramanga","Woman","Engineering","Victim first",TRUE,TRUE,2.39285714285714,0.405498496482867,2.14285714285714,2.5,2.14285714285714,2.83333333333333,TRUE,2,2,2,2,2,1,1,1,1,1
139,1,19,2,2,1,1,1,3,2,4,4,2,3,2,0,0,1,3,3,1,4,3,0,1,4,3,2,3,2,3,1,4,4,0,3,1,2,3,1,0,0,3,9,9,3,1,1,1,0,1,-5,6,2,1,1,1,0,1,-5,5,3,3,1,0,0,3,7,7,3,1,1,0,0,3,7,7,1,1,2,0,1,1,-3,5,1,3,1,0,1,1,-3,5,3,1,2,0,1,2,5,-3,3,2,2,1,0,1,-3,5,2,3,1,0,1,2,5,-3,"Bucaramanga","Man","Humanities","Victim first",TRUE,TRUE,2.32142857142857,0.241390869670978,2.28571428571429,2.25,2.85714285714286,1.83333333333333,TRUE,2,2,2,2,2,1,1,1,1,1
140,1,19,1,1,2,1,1,1,4,4,4,3,1,4,4,4,4,4,4,3,4,4,2,4,4,0,4,4,4,4,0,4,3,0,4,2,2,1,2,1,1,3,5,5,2,3,1,0,0,3,9,9,1,2,1,1,1,3,-5,-5,2,3,1,0,1,1,-2,5,2,1,2,0,0,3,5,5,1,3,2,0,0,3,9,9,1,3,2,1,0,1,-1,1,2,2,2,0,1,2,1,-1,1,1,2,0,0,3,9,9,2,1,2,1,0,1,-5,0,"Bucaramanga","Woman","Engineering","Observer first",TRUE,TRUE,3.17857142857143,2.21068239141365,3.14285714285714,3,3.85714285714286,2.66666666666667,TRUE,1,1,1,1,1,2,2,2,2,2
141,1,20,2,2,2,1,1,1,1,4,4,1,1,4,3,2,2,3,3,3,4,4,1,1,4,2,1,3,4,1,0,2,1,0,3,1,3,1,2,0,1,3,5,5,1,3,2,1,0,3,5,5,3,1,2,0,0,3,9,9,1,3,2,0,0,3,5,5,2,3,2,1,0,2,6,-3,2,1,2,1,0,2,5,-4,3,1,2,1,1,1,-3,6,3,2,1,1,1,3,6,6,1,2,2,0,0,3,-3,-3,3,3,2,1,1,3,5,5,"Bucaramanga","Man","Engineering","Victim first",TRUE,TRUE,2.25,0.0772832428590874,1.85714285714286,2.125,2.71428571428571,2.33333333333333,TRUE,2,2,2,2,2,1,1,1,1,1
142,1,23,1,2,1,1,1,4,2,3,1,1,0,3,3,4,0,2,2,0,2,3,0,0,4,0,2,1,2,1,0,3,2,0,1,2,1,2,2,1,1,3,-9,-9,3,2,2,0,1,2,9,-9,1,2,2,0,0,3,9,9,3,3,1,1,1,3,-9,-9,1,3,2,1,0,1,-9,9,3,1,1,0,0,3,9,9,3,2,1,0,0,3,9,9,3,2,1,0,1,2,9,-9,3,2,1,1,0,1,-9,9,2,2,1,0,1,2,9,-9,"Bucaramanga","Man","Humanities","Observer first",TRUE,TRUE,1.64285714285714,-1.31763158504198,2.14285714285714,1.25,2.14285714285714,1,TRUE,1,1,1,1,1,2,2,2,2,2
143,1,19,1,1,2,1,1,3,4,4,4,3,1,3,4,2,4,4,3,3,3,4,3,3,4,1,4,4,4,4,0,2,4,0,4,2,1,2,2,0,0,3,0,0,2,2,2,0,1,1,-2,6,3,3,2,1,0,2,4,-2,1,3,1,0,1,1,-3,3,1,3,2,1,1,3,4,4,1,3,2,0,1,1,-3,6,3,3,2,0,1,1,-3,6,1,3,2,1,1,3,5,5,1,3,2,0,1,1,-3,5,1,1,2,0,0,3,0,0,"Bucaramanga","Woman","Engineering","Observer first",TRUE,TRUE,3.07142857142857,1.96452095119582,3,2.625,4,2.66666666666667,TRUE,1,1,1,1,1,2,2,2,2,2
144,1,18,2,2,1,1,1,4,4,4,4,0,0,4,4,2,0,3,3,3,4,3,0,0,4,0,1,1,0,1,0,1,3,0,1,2,3,3,2,1,1,3,-9,-9,1,2,1,0,0,3,9,9,1,3,1,1,0,1,-9,9,2,2,1,0,1,2,9,-9,1,2,1,1,1,3,-9,-9,1,3,1,1,0,1,-9,9,1,2,1,1,1,3,-9,-9,1,2,1,0,1,2,9,-9,1,1,1,1,0,1,-9,9,1,2,1,0,0,3,9,9,"Bucaramanga","Man","Humanities","Observer first",TRUE,TRUE,1.92857142857143,-0.661201077794417,1.85714285714286,1.875,2.71428571428571,1.16666666666667,TRUE,1,1,1,1,1,2,2,2,2,2
145,1,22,3,2,1,1,1,4,4,4,4,4,2,4,3,2,3,3,4,2,3,0,2,3,4,1,3,3,4,4,1,3,3,1,4,2,2,2,1,1,1,3,-9,-9,2,3,2,1,1,3,-9,-9,3,2,1,0,0,3,9,9,3,2,1,0,0,3,9,9,3,1,1,0,0,3,9,9,3,2,1,1,0,1,-9,9,1,3,1,0,1,2,9,-9,1,3,1,0,0,3,9,9,2,1,1,1,1,3,-9,-9,2,1,1,0,0,3,9,9,"Bucaramanga","Man","Humanities","Observer first",TRUE,TRUE,2.92857142857143,1.63630569757204,3.42857142857143,2.75,2.85714285714286,2.66666666666667,TRUE,1,1,1,1,1,2,2,2,2,2
