"term_label","estimate","std_error","conf_low","conf_high","p_value_display"
"Intercept",4.12507859590747,3.40210285774885,-2.54304300528027,10.7932001970952,"0.225"
"Empathy: Fantasy",1.46973888336569,0.646822086772239,0.201967593292096,2.73751017343927,"0.023*"
"Empathy: Empathic concern",0.394607880434838,0.89872803105558,-1.3668990604341,2.15611482130378,"0.661"
"Empathy: Perspective taking",1.14500845928201,0.758830190255033,-0.342298713617854,2.63231563218187,"0.131"
"Empathy: Personal distress",-0.29147283583569,0.711624862243923,-1.68625756583378,1.1033118941624,"0.682"
"Victim-target outgroup vs ingroup",3.84368343917264,1.8172711212974,0.281832041429731,7.40553483691555,"0.034*"
"Victim-other outgroup vs ingroup",2.01227127519653,1.96202991078115,-1.83330734993453,5.85784990032759,"0.305"
"Target/other same faculty vs different",-0.300563589200205,0.573935587907952,-1.42547734149979,0.82435016309938,"0.600"
"Target accepted",-16.9084435179588,1.0711241398042,-19.0078468319751,-14.8090402039426,"<0.001***"
"Other negotiator accepted",-3.88140654271398,0.698547786463163,-5.25056020418178,-2.51225288124618,"<0.001***"
"Age",0.0182138370321032,0.100044146081228,-0.177872689287104,0.21430036335131,"0.856"
"Socioeconomic status",0.215796253769501,0.267844859997475,-0.309179671825551,0.740772179364553,"0.420"
"Woman participant",0.452937076984772,0.571677299365296,-0.667550429771209,1.57342458374075,"0.428"
"Participant faculty: Engineering vs Humanities",1.48120357430055,0.605477191570374,0.294468278822617,2.66793886977848,"0.014*"
"Victim-target outgroup vs ingroup x Victim-other outgroup vs ingroup",-0.159696023296444,1.2141416523383,-2.53941366187952,2.22002161528663,"0.895"
"Empathy: Fantasy x Victim-target outgroup vs ingroup",-0.453329038176014,0.518863817027018,-1.47030211954897,0.563644043196941,"0.382"
"Empathy: Fantasy x Victim-other outgroup vs ingroup",-1.00389472772975,0.568625052639763,-2.11839983090369,0.110610375444183,"0.077+"
"Empathy: Empathic concern x Victim-target outgroup vs ingroup",-0.178132053769519,0.683309697534522,-1.51741906093718,1.16115495339814,"0.794"
"Empathy: Empathic concern x Victim-other outgroup vs ingroup",-0.634792777970424,0.803388329215767,-2.20943390323333,0.939848347292478,"0.429"
"Empathy: Perspective taking x Victim-target outgroup vs ingroup",-0.786770854916101,0.609723535956953,-1.98182898539173,0.408287275559527,"0.197"
"Empathy: Perspective taking x Victim-other outgroup vs ingroup",0.470159117246251,0.647479488861719,-0.798900680922719,1.73921891541522,"0.468"
"Empathy: Personal distress x Victim-target outgroup vs ingroup",-0.281807963244579,0.477449632209049,-1.21760924237432,0.653993315885158,"0.555"
"Empathy: Personal distress x Victim-other outgroup vs ingroup",0.152085828817067,0.618047185618115,-1.05928665499444,1.36345831262857,"0.806"
"Target accepted x Other accepted",4.44816988115681,0.764767728102364,2.94922513407618,5.94711462823745,"<0.001***"
"Tobit log-scale",2.02361853180513,0.0510022119385942,1.92365419640549,2.12358286720478,"<0.001***"
