"term_label","estimate","std_error","conf_low","conf_high","p_value_display"
"Intercept",-4.17985055140099,4.20437666086082,-12.4204288066882,4.06072770388622,"0.320"
"Empathy: Fantasy",1.96564472743033,0.848502869386211,0.302579103433353,3.6287103514273,"0.021*"
"Empathy: Empathic concern",-0.166699816714177,1.10254572711515,-2.32768944185987,1.99428980843151,"0.880"
"Empathy: Perspective taking",1.66927271806311,0.965616110675173,-0.223334858860229,3.56188029498645,"0.084+"
"Empathy: Personal distress",-0.328733125026734,1.03232442226031,-2.35208899265694,1.69462274260347,"0.750"
"Victim-target outgroup vs ingroup",2.19279620875179,2.61713110207999,-2.93678075132498,7.32237316882857,"0.402"
"Victim-other outgroup vs ingroup",2.05951751852153,2.6177171475884,-3.07120809075173,7.19024312779479,"0.431"
"Target/other same faculty vs different",0.292018424273135,0.845456273478775,-1.36507587174526,1.94911272029153,"0.730"
"Age",-0.0203213936295416,0.132672593296421,-0.280359676490527,0.239716889231444,"0.878"
"Socioeconomic status",0.451078054859447,0.345820849431299,-0.226730810025899,1.12888691974479,"0.192"
"Woman participant",0.252192903076941,0.813628047332082,-1.34251806969394,1.84690387584782,"0.757"
"Participant faculty: Engineering vs Humanities",1.49109465703624,0.807331755777008,-0.0912755842866937,3.07346489835918,"0.065+"
"Victim-target outgroup vs ingroup x Victim-other outgroup vs ingroup",0.395876087819888,1.76901504825517,-3.07139340676024,3.86314558240002,"0.823"
"Empathy: Fantasy x Victim-target outgroup vs ingroup",-0.873695375173389,0.698910756289387,-2.24356045750059,0.49616970715381,"0.211"
"Empathy: Fantasy x Victim-other outgroup vs ingroup",-1.02121381156898,0.890274840971838,-2.76615249987379,0.723724876735818,"0.251"
"Empathy: Empathic concern x Victim-target outgroup vs ingroup",0.195707739402562,0.934996917936609,-1.63688621975319,2.02830169855832,"0.834"
"Empathy: Empathic concern x Victim-other outgroup vs ingroup",-1.15858449994654,1.15979349216857,-3.43177974459693,1.11461074470385,"0.318"
"Empathy: Perspective taking x Victim-target outgroup vs ingroup",-0.950106637211731,0.849250922787765,-2.61463844587575,0.714425171452289,"0.263"
"Empathy: Perspective taking x Victim-other outgroup vs ingroup",1.05102946106592,0.821582104160051,-0.559271463087774,2.66133038521962,"0.201"
"Empathy: Personal distress x Victim-target outgroup vs ingroup",0.445456346308642,0.708377645721517,-0.94296383930553,1.83387653192281,"0.529"
"Empathy: Personal distress x Victim-other outgroup vs ingroup",0.0139699152211468,0.945520240758952,-1.8392497566664,1.86718958710869,"0.988"
"Tobit log-scale",2.44554069732233,0.0570274821904035,2.33376683222914,2.55731456241552,"<0.001***"
