"term_label","estimate","std_error","conf_low","conf_high","p_value_display"
"Intercept",9.77074647349574,2.5753941023238,4.72297403294109,14.8185189140504,"<0.001***"
"Target accepted",-16.9840813531465,1.07231123691709,-19.085811377504,-14.882351328789,"<0.001***"
"Other negotiator accepted",-3.95096598586153,0.704538900335971,-5.33186223052003,-2.57006974120303,"<0.001***"
"Age",0.0419234652939248,0.102142920892547,-0.158276659655468,0.242123590243318,"0.681"
"Socioeconomic status",0.283738920181378,0.27286441810835,-0.251075339310987,0.818553179673743,"0.298"
"Woman participant",0.463968275821441,0.548491169744315,-0.611074416877417,1.5390109685203,"0.398"
"Participant faculty: Engineering vs Humanities",1.36391011534409,0.595493121718766,0.196743596775306,2.53107663391287,"0.022*"
"Target accepted x Other accepted",4.5575911612378,0.772263198525869,3.0439552921271,6.07122703034851,"<0.001***"
"Tobit log-scale",2.03159393712881,0.0510604708691569,1.93151541422527,2.13167246003236,"<0.001***"
