"term","estimate","std_error","naive_se","z_value","p_value","conf_low","conf_high","label","approach","inference","p_symbol","p_value_display"
"(Intercept)",-1.11193629290123,NA,NA,NA,NA,NA,NA,"Intercept","CLAD","Cluster bootstrap skipped because the full-sample non-parametric fit did not converge","","NA"
"iri_fs",-2.62959610805303,NA,NA,NA,NA,NA,NA,"Empathy: Fantasy scale","CLAD","Cluster bootstrap skipped because the full-sample non-parametric fit did not converge","","NA"
"iri_ec",-2.27973666113384,NA,NA,NA,NA,NA,NA,"Empathy: Empathic concern","CLAD","Cluster bootstrap skipped because the full-sample non-parametric fit did not converge","","NA"
"iri_pt",2.00162390785765,NA,NA,NA,NA,NA,NA,"Empathy: Perspective taking","CLAD","Cluster bootstrap skipped because the full-sample non-parametric fit did not converge","","NA"
"iri_pd",1.95067199188155,NA,NA,NA,NA,NA,NA,"Empathy: Personal distress","CLAD","Cluster bootstrap skipped because the full-sample non-parametric fit did not converge","","NA"
"h2_negstruct_j_out_c_in",-3.4212224055183,NA,NA,NA,NA,NA,NA,"Negotiator-side structure: judged negotiator outgroup, counterpart negotiator ingroup (ref = judged negotiator ingroup, counterpart negotiator ingroup)","CLAD","Cluster bootstrap skipped because the full-sample non-parametric fit did not converge","","NA"
"h2_negstruct_j_cont_c_in",0.184992445619683,NA,NA,NA,NA,NA,NA,"Negotiator-side structure: judged negotiator control label hidden, counterpart negotiator ingroup (ref = judged negotiator ingroup, counterpart negotiator ingroup)","CLAD","Cluster bootstrap skipped because the full-sample non-parametric fit did not converge","","NA"
"h2_negstruct_j_in_c_out",-2.08943770577599,NA,NA,NA,NA,NA,NA,"Negotiator-side structure: judged negotiator ingroup, counterpart negotiator outgroup (ref = judged negotiator ingroup, counterpart negotiator ingroup)","CLAD","Cluster bootstrap skipped because the full-sample non-parametric fit did not converge","","NA"
"h2_negstruct_j_out_c_out",0.559244012384199,NA,NA,NA,NA,NA,NA,"Negotiator-side structure: judged negotiator outgroup, counterpart negotiator outgroup (ref = judged negotiator ingroup, counterpart negotiator ingroup)","CLAD","Cluster bootstrap skipped because the full-sample non-parametric fit did not converge","","NA"
"h2_negstruct_j_cont_c_out",0.351893370984479,NA,NA,NA,NA,NA,NA,"Negotiator-side structure: judged negotiator control label hidden, counterpart negotiator outgroup (ref = judged negotiator ingroup, counterpart negotiator ingroup)","CLAD","Cluster bootstrap skipped because the full-sample non-parametric fit did not converge","","NA"
"h2_negstruct_j_in_c_cont",-0.564468709520014,NA,NA,NA,NA,NA,NA,"Negotiator-side structure: judged negotiator ingroup, counterpart negotiator control label hidden (ref = judged negotiator ingroup, counterpart negotiator ingroup)","CLAD","Cluster bootstrap skipped because the full-sample non-parametric fit did not converge","","NA"
"h2_negstruct_j_out_c_cont",-1.0075519454495,NA,NA,NA,NA,NA,NA,"Negotiator-side structure: judged negotiator outgroup, counterpart negotiator control label hidden (ref = judged negotiator ingroup, counterpart negotiator ingroup)","CLAD","Cluster bootstrap skipped because the full-sample non-parametric fit did not converge","","NA"
"h2_negstruct_j_cont_c_cont",0.111741925879551,NA,NA,NA,NA,NA,NA,"Negotiator-side structure: judged negotiator control label hidden, counterpart negotiator control label hidden (ref = judged negotiator ingroup, counterpart negotiator ingroup)","CLAD","Cluster bootstrap skipped because the full-sample non-parametric fit did not converge","","NA"
"player_victim_outgroup",-3.59196735764728,NA,NA,NA,NA,NA,NA,"Player-victim outgroup (ref = ingroup victim)","CLAD","Cluster bootstrap skipped because the full-sample non-parametric fit did not converge","","NA"
"participant_engineering",0.984811321916791,NA,NA,NA,NA,NA,NA,"Engineering participant (ref = humanities)","CLAD","Cluster bootstrap skipped because the full-sample non-parametric fit did not converge","","NA"
"sex_man",1.40954225342904,NA,NA,NA,NA,NA,NA,"Man (ref = woman)","CLAD","Cluster bootstrap skipped because the full-sample non-parametric fit did not converge","","NA"
"age",0.148868258604694,NA,NA,NA,NA,NA,NA,"Age","CLAD","Cluster bootstrap skipped because the full-sample non-parametric fit did not converge","","NA"
"economic_status",0.703447146675518,NA,NA,NA,NA,NA,NA,"Socioeconomic status","CLAD","Cluster bootstrap skipped because the full-sample non-parametric fit did not converge","","NA"
"factor(negotiator_slot)2",0.582444038867132,NA,NA,NA,NA,NA,NA,"Negotiator 2 (ref = negotiator 1)","CLAD","Cluster bootstrap skipped because the full-sample non-parametric fit did not converge","","NA"
"h2_negstruct_j_out_c_in:player_victim_outgroup",4.21538500577032,NA,NA,NA,NA,NA,NA,"Negotiator-side structure: judged negotiator outgroup, counterpart negotiator ingroup (ref = judged negotiator ingroup, counterpart negotiator ingroup) x Player-victim outgroup (ref = ingroup victim)","CLAD","Cluster bootstrap skipped because the full-sample non-parametric fit did not converge","","NA"
"h2_negstruct_j_cont_c_in:player_victim_outgroup",3.40704917652703,NA,NA,NA,NA,NA,NA,"Negotiator-side structure: judged negotiator control label hidden, counterpart negotiator ingroup (ref = judged negotiator ingroup, counterpart negotiator ingroup) x Player-victim outgroup (ref = ingroup victim)","CLAD","Cluster bootstrap skipped because the full-sample non-parametric fit did not converge","","NA"
