"Model","Approach","Observations","Participants","LowerBoundCensored","UpperBoundCensored","LogLik","AIC","PseudoR2","Quantile","Converged","Iterations","Inference","ClusterUnit","BootstrapReplicates","BootstrapSuccessful","BootstrapFailed","BootstrapSuccessRate","ConfidenceLevel","Status","ErrorMessage"
"H3_B_Constructs_CLAD","CLAD",1939,199,497,69,NA,NA,NA,0.5,TRUE,93,"Participant-level cluster bootstrap after interval-censored median regression","id",10,3,7,0.3,0.95,"completed",NA
