"hypothesis","role","variant","model_family","session_handling","dependence_adjustment","formula","n_obs","n_participants","n_sessions","n_cases","lower_censored_n","upper_censored_n","logLik","AIC","BIC","sigma","singular","dropped_columns","dropped_column_names","shapiro_p","convergence_messages"
"H3","Victim","primary","Two-sided Tobit","factor_session_fixed_effect","cluster_robust_id","survival::Surv(lower_endpoint, upper_endpoint, type = ""interval2"") ~ iri_fs + iri_ec + iri_pt + iri_pd + victim_target_group + victim_other_group + victim_target_group:victim_other_group + target_other_same_faculty + iri_fs:victim_target_group + iri_fs:victim_other_group + iri_ec:victim_target_group + iri_ec:victim_other_group + iri_pt:victim_target_group + iri_pt:victim_other_group + iri_pd:victim_target_group + iri_pd:victim_other_group + accept_target * accept_other + age + ses + sex_female +      faculty_player_factor + factor(session)",2420,243,16,1215,377,744,-5334.0238483176,10748.0476966352,10979.7086094012,7.56565201432919,NA,0,NA,2.80590170518637e-23,NA
