"Model","Approach","Observations","Participants","LowerBoundCensored","UpperBoundCensored","LogLik","AIC","PseudoR2","Quantile","Converged","Iterations","Inference","ClusterUnit","BootstrapReplicates","BootstrapSuccessful","BootstrapFailed","BootstrapSuccessRate","ConfidenceLevel","Status","ErrorMessage"
"H2_A_Bystander_Total_CLAD","CLAD",1990,199,229,588,NA,NA,NA,0.5,TRUE,46,"Full-sample interval-censored non-parametric fit converged; participant-level cluster bootstrap was not run because bootstrap inference was disabled for this pass","id",5,NA,NA,NA,0.95,"bootstrap_deferred",NA
