"Model","Approach","Observations","Participants","LowerBoundCensored","UpperBoundCensored","LogLik","AIC","PseudoR2","Quantile","Converged","Iterations","Inference","ClusterUnit","BootstrapReplicates","BootstrapSuccessful","BootstrapFailed","BootstrapSuccessRate","ConfidenceLevel","Status","ErrorMessage"
"H2b_B_Victim_Constructs_CLAD","CLAD",1990,199,281,630,NA,NA,NA,0.5,TRUE,760,"Full-sample interval-censored non-parametric fit converged; participant-level cluster bootstrap was not run because bootstrap inference was disabled for this pass","id",5,NA,NA,NA,0.95,"bootstrap_deferred",NA
