"term","estimate","std_error","naive_se","z_value","p_value","conf_low","conf_high","label","approach","inference"
"(Intercept)",-16.1823357223506,6.37599031817667,NA,-2.53801133860226,0.0111484372410802,-25.4050574403664,-10.9508387402444,"Intercept","CLAD","Cluster bootstrap by participant id"
"same_group_harm",0.13339539293066,0.187619027364337,NA,0.710990749736804,0.47708996802747,-0.363686702800189,-0.00663782149192423,"Negotiator and victim share faculty","CLAD","Cluster bootstrap by participant id"
"iri_fs",-0.599316112597598,1.05613181103245,NA,-0.567463366160442,0.570399409059191,-1.35844551319243,0.953937334971516,"Empathy: Fantasy scale","CLAD","Cluster bootstrap by participant id"
"iri_ec",-1.178493615581,0.892637042115162,NA,-1.32023830513294,0.186755466592457,-2.62849553166964,-0.744043197612135,"Empathy: Empathic concern","CLAD","Cluster bootstrap by participant id"
"iri_pt",0.245334416635645,0.804630027863961,NA,0.304903381852316,0.760439739988446,-0.454298851651082,1.29261227767124,"Empathy: Perspective taking","CLAD","Cluster bootstrap by participant id"
"iri_pd",0.852433153032632,0.636939825960735,NA,1.338326036917,0.180790177829165,0.22276959184204,1.66251336793705,"Empathy: Personal distress","CLAD","Cluster bootstrap by participant id"
"perp_outgroup",-0.114066106244649,0.490501329844969,NA,-0.232550044830055,0.816110822222456,-0.948402336904897,0.0453135544869085,"Outgroup perpetrator (ref = ingroup)","CLAD","Cluster bootstrap by participant id"
"victim_outgroup",0.13358734875541,0.311675634733855,NA,0.42861017631193,0.668206938578127,-0.103051388890825,0.547512810631638,"Victim outgroup (ref = ingroup)","CLAD","Cluster bootstrap by participant id"
"role_observer",1.11335329281944,0.498296144709478,NA,2.23432050325928,0.0254619922099174,0.51577792151051,1.5977706340095,"Observer role (ref = victim)","CLAD","Cluster bootstrap by participant id"
"participant_engineering",-0.0385372390193856,0.984567017735048,NA,-0.0391413061022892,0.968777728679159,-0.505791309596173,1.61714195927292,"Engineering participant (ref = humanities)","CLAD","Cluster bootstrap by participant id"
"sex_man",0.438878710398375,0.505876498947933,NA,0.867560978442578,0.385634716169989,0.0132960950212603,1.12513591315513,"Man (ref = woman)","CLAD","Cluster bootstrap by participant id"
"age",0.605345197057145,0.260804312594096,NA,2.32107050315259,0.0202830390491904,0.344586846059677,0.923796251092639,"Age","CLAD","Cluster bootstrap by participant id"
"economic_status",0.236283170371274,0.327791107924348,NA,0.720834594530267,0.471011288022858,0.0496378391262662,0.78429979198066,"Socioeconomic status","CLAD","Cluster bootstrap by participant id"
"factor(negotiator_slot)2",0.257633900438085,0.453502750233283,NA,0.568097768548389,0.569968582892123,0.0225456636427711,1.04356293410725,"Negotiator 2 (ref = negotiator 1)","CLAD","Cluster bootstrap by participant id"
